epoch,theta_1,theta_2,theta_norm,train_spoplus_loss,validation_spoplus_loss,train_normalized_spoplus_loss,validation_normalized_spoplus_loss,train_decision_gap,validation_decision_gap,train_y_adv_oracle_equal_rate,validation_y_adv_oracle_equal_rate,train_y_pred_oracle_equal_rate,validation_y_pred_oracle_equal_rate
0,1.6236203565420875,3.3521429192297485,3.724648334154514,47.57536356748069,45.224692190731936,0.34794170970875815,0.3401736089047256,3.5883588432893156,3.238449402589351,0.0,0.0,0.285,0.329
10,2.6134804171045083,4.302948166804111,5.034445631526038,23.397359700383472,21.764808082171648,0.1723382171735258,0.16476574447909179,2.8733781762545307,2.447141699425876,0.0,0.0,0.325,0.372
20,3.516914194019467,4.910073982620715,6.039661576852171,13.634618128666316,12.631671877366403,0.10083849487760056,0.09638194662907837,2.143066673912108,1.9536714462302625,0.0,0.001,0.37,0.4215
30,4.2754195410495806,5.057907746655107,6.6228123199787525,8.723454453927504,7.9836238821581675,0.06450057990921595,0.06105899546376346,1.6423898271098734,1.4847814416289329,0.005,0.0075,0.4166666666666667,0.473
40,4.920059308902217,4.90634960472091,6.94832714017269,4.9693607950672805,4.416431085368316,0.03650013226767465,0.03365193000941612,1.0027836572999755,1.0237364029921592,0.011666666666666667,0.0205,0.515,0.538
50,5.4290716867655595,4.596960921971916,7.1138505113740145,2.936950831370207,2.57791798891046,0.021579074341521683,0.01969708162931389,0.6086011554300785,0.6027735527195036,0.2,0.2205,0.5883333333333334,0.6265
60,5.778646554354897,4.217448965672353,7.1539941136548695,1.6214116815348443,1.3963660366992936,0.011937981638581044,0.010724072563932777,0.3526518202573061,0.30957224854826926,0.26666666666666666,0.3205,0.675,0.718
70,6.0333428964351805,3.8226512634964775,7.142400800030482,0.6822115212511809,0.5777286496162198,0.005040365035329581,0.004446322600577016,0.12672650183240572,0.09847539497539401,0.395,0.4495,0.78,0.83
80,6.2130841327653,3.466092058843225,7.1145069120211,0.1623491048826989,0.12166112199889179,0.0011900574843006606,0.0009436268279562795,0.034534675578276317,0.018988951772451402,0.6283333333333333,0.6695,0.8733333333333333,0.915
90,6.321815615572723,3.2067058879089787,7.088604610841914,0.0027516959128179863,0.0019767362247318783,1.814604264235473e-05,1.5513505793616715e-05,0.00041717092196146645,0.0003783028572797775,0.9283333333333333,0.946,0.985,0.9815
