scope,near_tie_threshold,graph_count,mean_abs_obj_2stage_minus_spoplus,mean_edge_jaccard_2stage_spoplus,two_stage_near_tie_count,two_stage_near_tie_rate,spoplus_near_tie_count,spoplus_near_tie_rate,any_near_tie_count,any_near_tie_rate,same_2stage_spoplus_count,same_2stage_spoplus_rate,observed_unique_solution_count_mean
all_paired_graphs,0.01,3600,4.336558907896591,0.8270681801483085,219,0.060833333333333336,237,0.06583333333333333,330,0.09166666666666666,1983,0.5508333333333333,2.1830555555555557
