regime,case_type,subset_seed,graph_id,optimal_obj,obj_2stage,obj_spoplus,abs_obj_2stage_minus_spoplus,gap_2stage,gap_spoplus,normalized_gap_2stage,normalized_gap_spoplus,normalized_gap_reduction,edge_jaccard_2stage_with_opt,edge_jaccard_spoplus_with_opt,edge_jaccard_2stage_spoplus,same_2stage_spoplus,two_stage_different_solution_near_tie,spoplus_different_solution_near_tie,any_different_solution_near_tie,observed_candidate_count,observed_unique_solution_count
step2b_poly_d8,easy_low_gap,41,G-1824.json,219.4383001923561,188.926298558712,199.56109927594662,10.634800717234612,30.512001633644104,19.877200916409492,0.13904592592432008,0.09058218596705714,0.04846373995726294,0.5161290322580645,0.46875,0.7241379310344828,False,False,False,False,3,3
step2b_poly_d8,easy_low_gap,41,G-1825.json,208.28069752454758,203.52529802918434,192.5350982248783,10.99019980430603,4.7553994953632355,15.745599299669266,0.022831686046086635,0.07559797660912827,-0.052766290563041635,0.5238095238095238,0.3333333333333333,0.7,False,False,False,False,3,3
step2b_poly_d8,easy_low_gap,41,G-1827.json,96.75749868154526,86.66209840774536,86.66209840774536,0.0,10.095400273799896,10.095400273799896,0.10433713573892825,0.10433713573892825,0.0,0.35714285714285715,0.35714285714285715,1.0,True,False,False,False,3,2
step2b_poly_d8,easy_low_gap,41,G-1829.json,166.91359931230545,164.01379925012589,166.19139939546585,2.177600145339966,2.8998000621795654,0.7221999168395996,0.017373060518193553,0.004326788948358804,0.01304627156983475,0.3157894736842105,0.7142857142857143,0.47058823529411764,False,False,True,True,3,3
step2b_poly_d8,easy_low_gap,41,G-1838.json,180.33560091257095,167.78849983215332,168.98349976539612,1.1949999332427979,12.547101080417633,11.352101147174835,0.06957639543636786,0.06294986175589108,0.006626533680476776,0.65,0.65,0.8888888888888888,False,False,False,False,3,3
step2b_poly_d8,easy_low_gap,41,G-1840.json,131.80249953269958,126.07069969177246,122.59109950065613,3.479600191116333,5.731799840927124,9.211400032043457,0.04348779318454127,0.06988790094749504,-0.026400107762953776,0.4375,0.6428571428571429,0.6,False,False,False,False,3,3
step2b_poly_d8,easy_low_gap,41,G-1852.json,154.75739938020706,144.16380079835653,144.16380079835653,0.0,10.593598581850529,10.593598581850529,0.06845293746346684,0.06845293746346684,0.0,0.38095238095238093,0.38095238095238093,1.0,True,False,False,False,3,2
step2b_poly_d8,easy_low_gap,41,G-186.json,173.7271010875702,167.6949012875557,173.7271010875702,6.032199800014496,6.032199800014496,0.0,0.034722272818788,0.0,0.034722272818788,0.8125,1.0,0.8125,False,False,False,False,3,2
step2b_poly_d8,easy_low_gap,41,G-1864.json,238.4299963414669,227.84839940071106,227.84839940071106,0.0,10.581596940755844,10.581596940755844,0.044380309118308495,0.044380309118308495,0.0,0.3333333333333333,0.3333333333333333,1.0,True,False,False,False,3,2
step2b_poly_d8,easy_low_gap,41,G-1868.json,181.0632004737854,179.7081003189087,181.0632004737854,1.355100154876709,1.355100154876709,0.0,0.007484127925074528,0.0,0.007484127925074528,0.8823529411764706,1.0,0.8823529411764706,False,True,False,True,3,2
