evaluation_dataset,evaluation_graph_count,block,regime,degree,checkpoint_label,checkpoint_source,method,train_size,selected_epoch,theta_1,theta_2,selection_metric,selection_value,test_mean_decision_gap,test_mean_normalized_gap,test_median_normalized_gap,test_mean_achieved_oracle_ratio,paired_mean_improvement_over_2stage,paired_median_improvement_over_2stage,fraction_improved_over_2stage,paired_mean_improvement_ci_low,paired_mean_improvement_ci_high,model_path
/home/weikang/projects/UdeM-Intern/Exps/dataset/processed/step2c_poly_d1_mult_eps050_unseen10000_seed20260523,10000,Step2c,step2c_poly_d1_mult_eps050,1,spoplus_val_spoplus_loss,step1c_spoplus,spoplus,200,470,9.488398506187954,5.023621825632403,validation_spoplus_loss,19.881036944180053,5.391843104934693,0.03896412822260471,0.029123613175820892,0.9610358717770868,-0.005978900146484375,0.0,0.0075,-0.02140498456001282,0.009580634660720823,/home/weikang/projects/UdeM-Intern/Exps/surrogate_experiment_results/Step2/Step2c_polynomial_degree_multiplicative_noise/remote_results/step2c_poly_d1_mult_eps050/step1c_spoplus/formal_2stage500_spoplus500_s10/train_size=200/model_weights/spoplus_best_by_validation_spoplus_loss.npz
/home/weikang/projects/UdeM-Intern/Exps/dataset/processed/step2c_poly_d1_mult_eps050_unseen10000_seed20260523,10000,Step2c,step2c_poly_d1_mult_eps050,1,2stage_val_mse,2stage,2stage,600,500,9.88110819242101,5.108756504634351,validation_mse_loss,3.8760013740972137,5.390000511169434,0.03893974049363065,0.029123613175820892,0.9610602595060612,,,,,,/home/weikang/projects/UdeM-Intern/Exps/surrogate_experiment_results/Step2/Step2c_polynomial_degree_multiplicative_noise/remote_results/step2c_poly_d1_mult_eps050/step1b_fy/formal_2stage500_fyM16_e500_s10/train_size=600/model_weights/2stage_best_by_validation_mse_loss.npz
/home/weikang/projects/UdeM-Intern/Exps/dataset/processed/step2c_poly_d1_mult_eps050_unseen10000_seed20260523,10000,Step2c,step2c_poly_d1_mult_eps050,1,fy_val_decision_gap,step1b_fy,e2e,600,30,3.990130239445057,1.7000722563615807,validation_decision_gap,5.382920166015625,5.448957402038574,0.03937750754556671,0.029777259568149805,0.9606224924541217,-0.058956890869140625,0.0,0.0666,-0.10809408967971801,-0.01393773135185246,/home/weikang/projects/UdeM-Intern/Exps/surrogate_experiment_results/Step2/Step2c_polynomial_degree_multiplicative_noise/remote_results/step2c_poly_d1_mult_eps050/step1b_fy/formal_2stage500_fyM16_e500_s10/train_size=600/model_weights/e2e_best_by_validation_decision_gap.npz
/home/weikang/projects/UdeM-Intern/Exps/dataset/processed/step2c_poly_d1_mult_eps050_unseen10000_seed20260523,10000,Step2c,step2c_poly_d1_mult_eps050,1,fy_val_fy_loss,step1b_fy,e2e,600,60,4.535885606703931,2.170951387193189,validation_fy_loss,4.324411484703422,5.40882377204895,0.03907266205644515,0.029576554409477783,0.9609273379432456,-0.018823260879516603,0.0,0.0304,-0.05163629203796387,0.01313166290283203,/home/weikang/projects/UdeM-Intern/Exps/surrogate_experiment_results/Step2/Step2c_polynomial_degree_multiplicative_noise/remote_results/step2c_poly_d1_mult_eps050/step1b_fy/formal_2stage500_fyM16_e500_s10/train_size=600/model_weights/e2e_best_by_validation_fy_loss.npz
/home/weikang/projects/UdeM-Intern/Exps/dataset/processed/step2c_poly_d1_mult_eps050_unseen10000_seed20260523,10000,Step2c,step2c_poly_d1_mult_eps050,1,spoplus_val_decision_gap,step1c_spoplus,spoplus,600,390,9.568398655436026,4.854760453481305,validation_decision_gap,5.396697034442798,5.388100512313843,0.03894068835358491,0.029196279630242496,0.9610593116461067,0.0018999988555908204,0.0,0.0101,-0.014070366411209106,0.018165824937820433,/home/weikang/projects/UdeM-Intern/Exps/surrogate_experiment_results/Step2/Step2c_polynomial_degree_multiplicative_noise/remote_results/step2c_poly_d1_mult_eps050/step1c_spoplus/formal_2stage500_spoplus500_s10/train_size=600/model_weights/spoplus_best_by_validation_decision_gap.npz
/home/weikang/projects/UdeM-Intern/Exps/dataset/processed/step2c_poly_d1_mult_eps050_unseen10000_seed20260523,10000,Step2c,step2c_poly_d1_mult_eps050,1,spoplus_val_spoplus_loss,step1c_spoplus,spoplus,600,500,9.619501084389011,4.847981401725157,validation_spoplus_loss,19.86484099342845,5.384320206069947,0.03891261306958667,0.02913108988881954,0.9610873869301051,0.005680305099487305,0.0,0.0114,-0.011421676082611083,0.022931331186294552,/home/weikang/projects/UdeM-Intern/Exps/surrogate_experiment_results/Step2/Step2c_polynomial_degree_multiplicative_noise/remote_results/step2c_poly_d1_mult_eps050/step1c_spoplus/formal_2stage500_spoplus500_s10/train_size=600/model_weights/spoplus_best_by_validation_spoplus_loss.npz
/home/weikang/projects/UdeM-Intern/Exps/dataset/processed/step2c_poly_d1_mult_eps050_unseen10000_seed20260523,10000,Step2c,step2c_poly_d1_mult_eps050,1,2stage_val_mse,2stage,2stage,1200,500,9.878000359490002,5.1160541236659,validation_mse_loss,3.876239935470998,5.389544064331055,0.038938228065577576,0.029140799063765162,0.9610617719341142,,,,,,/home/weikang/projects/UdeM-Intern/Exps/surrogate_experiment_results/Step2/Step2c_polynomial_degree_multiplicative_noise/remote_results/step2c_poly_d1_mult_eps050/step1b_fy/formal_2stage500_fyM16_e500_s10/train_size=1200/model_weights/2stage_best_by_validation_mse_loss.npz
/home/weikang/projects/UdeM-Intern/Exps/dataset/processed/step2c_poly_d1_mult_eps050_unseen10000_seed20260523,10000,Step2c,step2c_poly_d1_mult_eps050,1,fy_val_decision_gap,step1b_fy,e2e,1200,30,4.002815836521307,1.7228584543892722,validation_decision_gap,5.361522922515869,5.446931625366211,0.03936555133325233,0.02976104936174262,0.960634448666436,-0.05738756103515625,0.0,0.061,-0.10592766950607299,-0.013052910795211795,/home/weikang/projects/UdeM-Intern/Exps/surrogate_experiment_results/Step2/Step2c_polynomial_degree_multiplicative_noise/remote_results/step2c_poly_d1_mult_eps050/step1b_fy/formal_2stage500_fyM16_e500_s10/train_size=1200/model_weights/e2e_best_by_validation_decision_gap.npz
/home/weikang/projects/UdeM-Intern/Exps/dataset/processed/step2c_poly_d1_mult_eps050_unseen10000_seed20260523,10000,Step2c,step2c_poly_d1_mult_eps050,1,fy_val_fy_loss,step1b_fy,e2e,1200,60,4.588112124167153,2.190443869460134,validation_fy_loss,4.324464809298515,5.404631534194946,0.03903992359009839,0.029523448548371592,0.9609600764095927,-0.015087469863891602,0.0,0.0296,-0.045772966136932366,0.017355967321395875,/home/weikang/projects/UdeM-Intern/Exps/surrogate_experiment_results/Step2/Step2c_polynomial_degree_multiplicative_noise/remote_results/step2c_poly_d1_mult_eps050/step1b_fy/formal_2stage500_fyM16_e500_s10/train_size=1200/model_weights/e2e_best_by_validation_fy_loss.npz
/home/weikang/projects/UdeM-Intern/Exps/dataset/processed/step2c_poly_d1_mult_eps050_unseen10000_seed20260523,10000,Step2c,step2c_poly_d1_mult_eps050,1,spoplus_val_decision_gap,step1c_spoplus,spoplus,1200,400,9.724051580871144,4.812936700783665,validation_decision_gap,5.391720282675698,5.388739567947388,0.03893659978609812,0.02926190065399204,0.9610634002135936,0.0008044963836669922,0.0,0.0185,-0.024236556835174557,0.02523551667213439,/home/weikang/projects/UdeM-Intern/Exps/surrogate_experiment_results/Step2/Step2c_polynomial_degree_multiplicative_noise/remote_results/step2c_poly_d1_mult_eps050/step1c_spoplus/formal_2stage500_spoplus500_s10/train_size=1200/model_weights/spoplus_best_by_validation_decision_gap.npz
/home/weikang/projects/UdeM-Intern/Exps/dataset/processed/step2c_poly_d1_mult_eps050_unseen10000_seed20260523,10000,Step2c,step2c_poly_d1_mult_eps050,1,spoplus_val_spoplus_loss,step1c_spoplus,spoplus,1200,500,9.804259651545303,4.8248066490823405,validation_spoplus_loss,19.858526667172693,5.389147219848633,0.038944536735297575,0.029264150599066042,0.961055463264394,0.000396844482421875,0.0,0.0187,-0.02469252725601196,0.024737887449264525,/home/weikang/projects/UdeM-Intern/Exps/surrogate_experiment_results/Step2/Step2c_polynomial_degree_multiplicative_noise/remote_results/step2c_poly_d1_mult_eps050/step1c_spoplus/formal_2stage500_spoplus500_s10/train_size=1200/model_weights/spoplus_best_by_validation_spoplus_loss.npz
/home/weikang/projects/UdeM-Intern/Exps/dataset/processed/step2c_poly_d2_mult_eps050_unseen10000_seed20260523,10000,Step2c,step2c_poly_d2_mult_eps050,2,2stage_val_mse,2stage,2stage,50,500,9.930636650696867,5.498638949804838,validation_mse_loss,4.238004286561849,5.521788695907593,0.03846665992953541,0.027989569986465443,0.9615333400701703,,,,,,/home/weikang/projects/UdeM-Intern/Exps/surrogate_experiment_results/Step2/Step2c_polynomial_degree_multiplicative_noise/remote_results/step2c_poly_d2_mult_eps050/step1b_fy/formal_2stage500_fyM16_e500_s10/train_size=50/model_weights/2stage_best_by_validation_mse_loss.npz
/home/weikang/projects/UdeM-Intern/Exps/dataset/processed/step2c_poly_d2_mult_eps050_unseen10000_seed20260523,10000,Step2c,step2c_poly_d2_mult_eps050,2,fy_val_decision_gap,step1b_fy,e2e,50,470,4.512687561376837,2.3513534092357724,validation_decision_gap,5.561485668182373,5.486469709396363,0.03819561436492568,0.02791094241274399,0.9618043856347823,0.03531898651123047,0.0,0.0231,0.009110804595947266,0.062291512994766235,/home/weikang/projects/UdeM-Intern/Exps/surrogate_experiment_results/Step2/Step2c_polynomial_degree_multiplicative_noise/remote_results/step2c_poly_d2_mult_eps050/step1b_fy/formal_2stage500_fyM16_e500_s10/train_size=50/model_weights/e2e_best_by_validation_decision_gap.npz
/home/weikang/projects/UdeM-Intern/Exps/dataset/processed/step2c_poly_d2_mult_eps050_unseen10000_seed20260523,10000,Step2c,step2c_poly_d2_mult_eps050,2,fy_val_fy_loss,step1b_fy,e2e,50,350,4.537995331141081,2.366685197668262,validation_fy_loss,4.218114615738392,5.485923949813842,0.038192395827817034,0.02791715690988518,0.961807604171891,0.03586474609375,0.0,0.0231,0.009664399919509887,0.0626531454372406,/home/weikang/projects/UdeM-Intern/Exps/surrogate_experiment_results/Step2/Step2c_polynomial_degree_multiplicative_noise/remote_results/step2c_poly_d2_mult_eps050/step1b_fy/formal_2stage500_fyM16_e500_s10/train_size=50/model_weights/e2e_best_by_validation_fy_loss.npz
/home/weikang/projects/UdeM-Intern/Exps/dataset/processed/step2c_poly_d2_mult_eps050_unseen10000_seed20260523,10000,Step2c,step2c_poly_d2_mult_eps050,2,spoplus_val_decision_gap,step1c_spoplus,spoplus,50,300,9.3730531462532,5.1788589846696,validation_decision_gap,5.601894532844424,5.519894148635864,0.03844919708283971,0.028027391093356353,0.9615508029168661,0.0018945472717285157,0.0,0.002,-0.007243943710327148,0.011788629131317134,/home/weikang/projects/UdeM-Intern/Exps/surrogate_experiment_results/Step2/Step2c_polynomial_degree_multiplicative_noise/remote_results/step2c_poly_d2_mult_eps050/step1c_spoplus/formal_2stage500_spoplus500_s10/train_size=50/model_weights/spoplus_best_by_validation_decision_gap.npz
/home/weikang/projects/UdeM-Intern/Exps/dataset/processed/step2c_poly_d2_mult_eps050_unseen10000_seed20260523,10000,Step2c,step2c_poly_d2_mult_eps050,2,spoplus_val_spoplus_loss,step1c_spoplus,spoplus,50,490,9.539896496870128,5.334462134679865,validation_spoplus_loss,20.58756331044082,5.53423493270874,0.038549353098210136,0.02813404376613716,0.9614506469014951,-0.01244623680114746,0.0,0.0022,-0.02313429591178894,-0.0029578649044036905,/home/weikang/projects/UdeM-Intern/Exps/surrogate_experiment_results/Step2/Step2c_polynomial_degree_multiplicative_noise/remote_results/step2c_poly_d2_mult_eps050/step1c_spoplus/formal_2stage500_spoplus500_s10/train_size=50/model_weights/spoplus_best_by_validation_spoplus_loss.npz
/home/weikang/projects/UdeM-Intern/Exps/dataset/processed/step2c_poly_d2_mult_eps050_unseen10000_seed20260523,10000,Step2c,step2c_poly_d2_mult_eps050,2,2stage_val_mse,2stage,2stage,200,500,9.925058490664783,5.4819547218667894,validation_mse_loss,4.237907758396959,5.528661870193481,0.038502825611057986,0.028082517666381777,0.9614971743886476,,,,,,/home/weikang/projects/UdeM-Intern/Exps/surrogate_experiment_results/Step2/Step2c_polynomial_degree_multiplicative_noise/remote_results/step2c_poly_d2_mult_eps050/step1b_fy/formal_2stage500_fyM16_e500_s10/train_size=200/model_weights/2stage_best_by_validation_mse_loss.npz
/home/weikang/projects/UdeM-Intern/Exps/dataset/processed/step2c_poly_d2_mult_eps050_unseen10000_seed20260523,10000,Step2c,step2c_poly_d2_mult_eps050,2,fy_val_decision_gap,step1b_fy,e2e,200,30,4.028992556460904,1.81216239368521,validation_decision_gap,5.472654052734375,5.511485916519165,0.03835809661346833,0.02822794343344913,0.9616419033862389,0.017175953674316406,0.0,0.0752,-0.03410421597480774,0.06427237951278686,/home/weikang/projects/UdeM-Intern/Exps/surrogate_experiment_results/Step2/Step2c_polynomial_degree_multiplicative_noise/remote_results/step2c_poly_d2_mult_eps050/step1b_fy/formal_2stage500_fyM16_e500_s10/train_size=200/model_weights/e2e_best_by_validation_decision_gap.npz
/home/weikang/projects/UdeM-Intern/Exps/dataset/processed/step2c_poly_d2_mult_eps050_unseen10000_seed20260523,10000,Step2c,step2c_poly_d2_mult_eps050,2,fy_val_fy_loss,step1b_fy,e2e,200,80,4.762989048540428,2.2285141439308638,validation_fy_loss,4.208740199953318,5.50280099105835,0.03829226489181357,0.028218841213156164,0.9617077351078941,0.025860879135131836,0.0,0.0639,-0.021486412391662598,0.07038046503067016,/home/weikang/projects/UdeM-Intern/Exps/surrogate_experiment_results/Step2/Step2c_polynomial_degree_multiplicative_noise/remote_results/step2c_poly_d2_mult_eps050/step1b_fy/formal_2stage500_fyM16_e500_s10/train_size=200/model_weights/e2e_best_by_validation_fy_loss.npz
/home/weikang/projects/UdeM-Intern/Exps/dataset/processed/step2c_poly_d2_mult_eps050_unseen10000_seed20260523,10000,Step2c,step2c_poly_d2_mult_eps050,2,spoplus_val_decision_gap,step1c_spoplus,spoplus,200,450,10.462543687047452,5.477341430086273,validation_decision_gap,5.566119932141155,5.493515230178833,0.03824369815730975,0.027989569986465443,0.9617563018423978,0.035146640014648435,0.0,0.0247,0.008020276060104371,0.06327037564277649,/home/weikang/projects/UdeM-Intern/Exps/surrogate_experiment_results/Step2/Step2c_polynomial_degree_multiplicative_noise/remote_results/step2c_poly_d2_mult_eps050/step1c_spoplus/formal_2stage500_spoplus500_s10/train_size=200/model_weights/spoplus_best_by_validation_decision_gap.npz
/home/weikang/projects/UdeM-Intern/Exps/dataset/processed/step2c_poly_d2_mult_eps050_unseen10000_seed20260523,10000,Step2c,step2c_poly_d2_mult_eps050,2,spoplus_val_spoplus_loss,step1c_spoplus,spoplus,200,500,10.529473224286564,5.450785581794211,validation_spoplus_loss,20.3892039715704,5.491907670211792,0.038230522358407355,0.027940424007241994,0.9617694776413005,0.03675419998168945,0.0,0.0272,0.008384342269897462,0.0639765370464325,/home/weikang/projects/UdeM-Intern/Exps/surrogate_experiment_results/Step2/Step2c_polynomial_degree_multiplicative_noise/remote_results/step2c_poly_d2_mult_eps050/step1c_spoplus/formal_2stage500_spoplus500_s10/train_size=200/model_weights/spoplus_best_by_validation_spoplus_loss.npz
/home/weikang/projects/UdeM-Intern/Exps/dataset/processed/step2c_poly_d2_mult_eps050_unseen10000_seed20260523,10000,Step2c,step2c_poly_d2_mult_eps050,2,2stage_val_mse,2stage,2stage,600,500,9.94428405931686,5.488771814285319,validation_mse_loss,4.237180439485697,5.523628564071656,0.038473732237312604,0.028007367006980224,0.9615262677623932,,,,,,/home/weikang/projects/UdeM-Intern/Exps/surrogate_experiment_results/Step2/Step2c_polynomial_degree_multiplicative_noise/remote_results/step2c_poly_d2_mult_eps050/step1b_fy/formal_2stage500_fyM16_e500_s10/train_size=600/model_weights/2stage_best_by_validation_mse_loss.npz
/home/weikang/projects/UdeM-Intern/Exps/dataset/processed/step2c_poly_d2_mult_eps050_unseen10000_seed20260523,10000,Step2c,step2c_poly_d2_mult_eps050,2,fy_val_decision_gap,step1b_fy,e2e,600,420,4.737152421230164,2.119434966889238,validation_decision_gap,5.4611853561401364,5.507076333999634,0.038326039629363755,0.028193093766201577,0.9616739603703438,0.016552230072021484,0.0,0.075,-0.03427843143463134,0.0655333652114868,/home/weikang/projects/UdeM-Intern/Exps/surrogate_experiment_results/Step2/Step2c_polynomial_degree_multiplicative_noise/remote_results/step2c_poly_d2_mult_eps050/step1b_fy/formal_2stage500_fyM16_e500_s10/train_size=600/model_weights/e2e_best_by_validation_decision_gap.npz
/home/weikang/projects/UdeM-Intern/Exps/dataset/processed/step2c_poly_d2_mult_eps050_unseen10000_seed20260523,10000,Step2c,step2c_poly_d2_mult_eps050,2,fy_val_fy_loss,step1b_fy,e2e,600,60,4.744226382000428,2.1712210118461566,validation_fy_loss,4.209025881052018,5.509729745101929,0.0383514422620615,0.02821133440920954,0.9616485577376456,0.013898818969726563,0.0,0.0693,-0.03523671521186828,0.05977606344223022,/home/weikang/projects/UdeM-Intern/Exps/surrogate_experiment_results/Step2/Step2c_polynomial_degree_multiplicative_noise/remote_results/step2c_poly_d2_mult_eps050/step1b_fy/formal_2stage500_fyM16_e500_s10/train_size=600/model_weights/e2e_best_by_validation_fy_loss.npz
/home/weikang/projects/UdeM-Intern/Exps/dataset/processed/step2c_poly_d2_mult_eps050_unseen10000_seed20260523,10000,Step2c,step2c_poly_d2_mult_eps050,2,spoplus_val_decision_gap,step1c_spoplus,spoplus,600,450,10.61853572455806,5.1185821854145575,validation_decision_gap,5.5403968355357645,5.489147472763062,0.03820000984464772,0.028079421495641244,0.9617999901550603,0.03448109130859375,0.0,0.0526,-0.0072019073486328114,0.07764547709465026,/home/weikang/projects/UdeM-Intern/Exps/surrogate_experiment_results/Step2/Step2c_polynomial_degree_multiplicative_noise/remote_results/step2c_poly_d2_mult_eps050/step1c_spoplus/formal_2stage500_spoplus500_s10/train_size=600/model_weights/spoplus_best_by_validation_decision_gap.npz
/home/weikang/projects/UdeM-Intern/Exps/dataset/processed/step2c_poly_d2_mult_eps050_unseen10000_seed20260523,10000,Step2c,step2c_poly_d2_mult_eps050,2,spoplus_val_spoplus_loss,step1c_spoplus,spoplus,600,500,10.694306868137918,5.116494230697495,validation_spoplus_loss,20.364127784254634,5.491385804367066,0.038216655396300384,0.028149446836816687,0.9617833446034078,0.03224275970458984,0.0,0.0531,-0.012356848335266112,0.07586064958572386,/home/weikang/projects/UdeM-Intern/Exps/surrogate_experiment_results/Step2/Step2c_polynomial_degree_multiplicative_noise/remote_results/step2c_poly_d2_mult_eps050/step1c_spoplus/formal_2stage500_spoplus500_s10/train_size=600/model_weights/spoplus_best_by_validation_spoplus_loss.npz
/home/weikang/projects/UdeM-Intern/Exps/dataset/processed/step2c_poly_d2_mult_eps050_unseen10000_seed20260523,10000,Step2c,step2c_poly_d2_mult_eps050,2,2stage_val_mse,2stage,2stage,1200,500,9.941404450819483,5.494152297877773,validation_mse_loss,4.237435092453455,5.522461394882202,0.03847012934396428,0.028040881198755918,0.9615298706557415,,,,,,/home/weikang/projects/UdeM-Intern/Exps/surrogate_experiment_results/Step2/Step2c_polynomial_degree_multiplicative_noise/remote_results/step2c_poly_d2_mult_eps050/step1b_fy/formal_2stage500_fyM16_e500_s10/train_size=1200/model_weights/2stage_best_by_validation_mse_loss.npz
/home/weikang/projects/UdeM-Intern/Exps/dataset/processed/step2c_poly_d2_mult_eps050_unseen10000_seed20260523,10000,Step2c,step2c_poly_d2_mult_eps050,2,fy_val_decision_gap,step1b_fy,e2e,1200,70,4.746278176116749,2.1232918319998553,validation_decision_gap,5.462561347961426,5.508744117355347,0.038336547307177817,0.02821133440920954,0.9616634526925296,0.013717277526855469,0.0,0.0754,-0.03779903668403625,0.06259434651374816,/home/weikang/projects/UdeM-Intern/Exps/surrogate_experiment_results/Step2/Step2c_polynomial_degree_multiplicative_noise/remote_results/step2c_poly_d2_mult_eps050/step1b_fy/formal_2stage500_fyM16_e500_s10/train_size=1200/model_weights/e2e_best_by_validation_decision_gap.npz
/home/weikang/projects/UdeM-Intern/Exps/dataset/processed/step2c_poly_d2_mult_eps050_unseen10000_seed20260523,10000,Step2c,step2c_poly_d2_mult_eps050,2,fy_val_fy_loss,step1b_fy,e2e,1200,60,4.706598088105287,2.184823851446504,validation_fy_loss,4.208901978880167,5.51375372467041,0.038358464344058464,0.028257985827362646,0.9616415356556487,0.008707670211791993,0.0,0.0643,-0.0371129895210266,0.05340985208511352,/home/weikang/projects/UdeM-Intern/Exps/surrogate_experiment_results/Step2/Step2c_polynomial_degree_multiplicative_noise/remote_results/step2c_poly_d2_mult_eps050/step1b_fy/formal_2stage500_fyM16_e500_s10/train_size=1200/model_weights/e2e_best_by_validation_fy_loss.npz
/home/weikang/projects/UdeM-Intern/Exps/dataset/processed/step2c_poly_d2_mult_eps050_unseen10000_seed20260523,10000,Step2c,step2c_poly_d2_mult_eps050,2,spoplus_val_decision_gap,step1c_spoplus,spoplus,1200,400,10.51428452594342,5.03225495319471,validation_decision_gap,5.540002735741436,5.499188968276978,0.038279704518091276,0.02818647787171003,0.9617202954816163,0.02327242660522461,0.0,0.0547,-0.020906884946823117,0.06575593119621276,/home/weikang/projects/UdeM-Intern/Exps/surrogate_experiment_results/Step2/Step2c_polynomial_degree_multiplicative_noise/remote_results/step2c_poly_d2_mult_eps050/step1c_spoplus/formal_2stage500_spoplus500_s10/train_size=1200/model_weights/spoplus_best_by_validation_decision_gap.npz
/home/weikang/projects/UdeM-Intern/Exps/dataset/processed/step2c_poly_d2_mult_eps050_unseen10000_seed20260523,10000,Step2c,step2c_poly_d2_mult_eps050,2,spoplus_val_spoplus_loss,step1c_spoplus,spoplus,1200,500,10.686071683763673,5.052862783522031,validation_spoplus_loss,20.369908232685223,5.498093941879272,0.0382684471733621,0.028181310002290284,0.9617315528263455,0.02436745300292969,0.0,0.0562,-0.021904029273986814,0.06833527121543884,/home/weikang/projects/UdeM-Intern/Exps/surrogate_experiment_results/Step2/Step2c_polynomial_degree_multiplicative_noise/remote_results/step2c_poly_d2_mult_eps050/step1c_spoplus/formal_2stage500_spoplus500_s10/train_size=1200/model_weights/spoplus_best_by_validation_spoplus_loss.npz
/home/weikang/projects/UdeM-Intern/Exps/dataset/processed/step2c_poly_d4_mult_eps050_unseen10000_seed20260523,10000,Step2c,step2c_poly_d4_mult_eps050,4,2stage_val_mse,2stage,2stage,50,500,10.009658650187545,6.4331928309542,validation_mse_loss,6.508813878744802,6.982581768321991,0.04443807322642385,0.032395286067106226,0.9555619267732636,,,,,,/home/weikang/projects/UdeM-Intern/Exps/surrogate_experiment_results/Step2/Step2c_polynomial_degree_multiplicative_noise/remote_results/step2c_poly_d4_mult_eps050/step1b_fy/formal_2stage500_fyM16_e500_s10/train_size=50/model_weights/2stage_best_by_validation_mse_loss.npz
/home/weikang/projects/UdeM-Intern/Exps/dataset/processed/step2c_poly_d4_mult_eps050_unseen10000_seed20260523,10000,Step2c,step2c_poly_d4_mult_eps050,4,fy_val_decision_gap,step1b_fy,e2e,50,30,4.01932374098125,1.78288618540399,validation_decision_gap,6.738946558952332,6.6703324618339535,0.04243190802655717,0.030594090150974022,0.9575680919731452,0.3122493064880371,0.0,0.1471,0.22685651574134827,0.39822128892898556,/home/weikang/projects/UdeM-Intern/Exps/surrogate_experiment_results/Step2/Step2c_polynomial_degree_multiplicative_noise/remote_results/step2c_poly_d4_mult_eps050/step1b_fy/formal_2stage500_fyM16_e500_s10/train_size=50/model_weights/e2e_best_by_validation_decision_gap.npz
/home/weikang/projects/UdeM-Intern/Exps/dataset/processed/step2c_poly_d4_mult_eps050_unseen10000_seed20260523,10000,Step2c,step2c_poly_d4_mult_eps050,4,fy_val_fy_loss,step1b_fy,e2e,50,360,4.569558561781739,2.14189162755233,validation_fy_loss,4.38140954297781,6.6585076987266545,0.042339936423856354,0.030532780974587594,0.9576600635758467,0.3240740695953369,0.0,0.1329,0.23996903702735903,0.4043859919738769,/home/weikang/projects/UdeM-Intern/Exps/surrogate_experiment_results/Step2/Step2c_polynomial_degree_multiplicative_noise/remote_results/step2c_poly_d4_mult_eps050/step1b_fy/formal_2stage500_fyM16_e500_s10/train_size=50/model_weights/e2e_best_by_validation_fy_loss.npz
/home/weikang/projects/UdeM-Intern/Exps/dataset/processed/step2c_poly_d4_mult_eps050_unseen10000_seed20260523,10000,Step2c,step2c_poly_d4_mult_eps050,4,spoplus_val_decision_gap,step1c_spoplus,spoplus,50,360,11.072121030587965,5.57329878380534,validation_decision_gap,6.8824567428957675,6.668455982875824,0.042409812175007146,0.030420666475932653,0.9575901878246951,0.314125785446167,0.0,0.1119,0.24543379502296447,0.38194109018325806,/home/weikang/projects/UdeM-Intern/Exps/surrogate_experiment_results/Step2/Step2c_polynomial_degree_multiplicative_noise/remote_results/step2c_poly_d4_mult_eps050/step1c_spoplus/formal_2stage500_spoplus500_s10/train_size=50/model_weights/spoplus_best_by_validation_decision_gap.npz
/home/weikang/projects/UdeM-Intern/Exps/dataset/processed/step2c_poly_d4_mult_eps050_unseen10000_seed20260523,10000,Step2c,step2c_poly_d4_mult_eps050,4,spoplus_val_spoplus_loss,step1c_spoplus,spoplus,50,500,11.450393080881794,5.900878589894491,validation_spoplus_loss,25.734698428049924,6.689709805965424,0.04253051661530689,0.030532780974587594,0.9574694833843945,0.2928719623565674,0.0,0.1036,0.22805591289520263,0.3571718499946594,/home/weikang/projects/UdeM-Intern/Exps/surrogate_experiment_results/Step2/Step2c_polynomial_degree_multiplicative_noise/remote_results/step2c_poly_d4_mult_eps050/step1c_spoplus/formal_2stage500_spoplus500_s10/train_size=50/model_weights/spoplus_best_by_validation_spoplus_loss.npz
/home/weikang/projects/UdeM-Intern/Exps/dataset/processed/step2c_poly_d4_mult_eps050_unseen10000_seed20260523,10000,Step2c,step2c_poly_d4_mult_eps050,4,2stage_val_mse,2stage,2stage,200,500,10.00542305049863,6.399037033961251,validation_mse_loss,6.507520677985707,6.983177118968964,0.04444368872153025,0.032493133565086825,0.9555563112781572,,,,,,/home/weikang/projects/UdeM-Intern/Exps/surrogate_experiment_results/Step2/Step2c_polynomial_degree_multiplicative_noise/remote_results/step2c_poly_d4_mult_eps050/step1b_fy/formal_2stage500_fyM16_e500_s10/train_size=200/model_weights/2stage_best_by_validation_mse_loss.npz
/home/weikang/projects/UdeM-Intern/Exps/dataset/processed/step2c_poly_d4_mult_eps050_unseen10000_seed20260523,10000,Step2c,step2c_poly_d4_mult_eps050,4,fy_val_decision_gap,step1b_fy,e2e,200,30,3.989420582022236,1.7886663453484064,validation_decision_gap,6.749641622543335,6.65758146238327,0.042343776262601183,0.030474402521845023,0.9576562237371018,0.32559565658569334,0.0,0.1419,0.24060952893257143,0.4069351007461548,/home/weikang/projects/UdeM-Intern/Exps/surrogate_experiment_results/Step2/Step2c_polynomial_degree_multiplicative_noise/remote_results/step2c_poly_d4_mult_eps050/step1b_fy/formal_2stage500_fyM16_e500_s10/train_size=200/model_weights/e2e_best_by_validation_decision_gap.npz
/home/weikang/projects/UdeM-Intern/Exps/dataset/processed/step2c_poly_d4_mult_eps050_unseen10000_seed20260523,10000,Step2c,step2c_poly_d4_mult_eps050,4,fy_val_fy_loss,step1b_fy,e2e,200,70,4.556430060363588,2.170394470245756,validation_fy_loss,4.383124344497919,6.667231143474579,0.042397808341913375,0.03054375181203721,0.957602191657789,0.31594597549438475,0.0,0.1243,0.23687586007118225,0.3902940349769592,/home/weikang/projects/UdeM-Intern/Exps/surrogate_experiment_results/Step2/Step2c_polynomial_degree_multiplicative_noise/remote_results/step2c_poly_d4_mult_eps050/step1b_fy/formal_2stage500_fyM16_e500_s10/train_size=200/model_weights/e2e_best_by_validation_fy_loss.npz
