regime,graph_id,subset_seed,comparison,left_role,right_role,edge_id,src,dst,edge_in_left,edge_in_right,edge_in_2stage_rank1,edge_in_best_2stage_near_oracle,edge_in_spoplus_rank1,edge_in_oracle,edge_in_oracle_vs_left_symdiff,edge_in_oracle_vs_right_symdiff,true_weight,pred_2stage,pred_spoplus,error_2stage,error_spoplus,delta_prediction_spoplus_minus_2stage,signed_true_value_delta_right_minus_left,signed_pred_2stage_delta_right_minus_left,signed_pred_spoplus_delta_right_minus_left
step2c_poly_d8_mult_eps050,G-1169.json,5,two_stage_rank1_vs_best_2stage_near_oracle,two_stage_rank1,best_2stage_near_oracle_top20,34,6,4,True,False,True,False,False,False,True,False,18.63719940185547,12.67789366268469,16.388898547150156,-5.959305739170778,-2.248300854705313,3.7110048844654653,-18.63719940185547,-12.67789366268469,-16.388898547150156
step2c_poly_d8_mult_eps050,G-1169.json,5,two_stage_rank1_vs_best_2stage_near_oracle,two_stage_rank1,best_2stage_near_oracle_top20,60,9,11,True,False,True,False,False,False,True,False,3.2748000621795654,5.822181384961,9.194843522534475,2.547381322781434,5.9200434603549095,3.3726621375734753,-3.2748000621795654,-5.822181384961,-9.194843522534475
step2c_poly_d8_mult_eps050,G-1169.json,5,two_stage_rank1_vs_best_2stage_near_oracle,two_stage_rank1,best_2stage_near_oracle_top20,61,9,18,False,True,False,True,True,True,True,False,52.295101165771484,16.896663473077176,20.161917538188593,-35.39843769269431,-32.133183627582895,3.2652540651114172,52.295101165771484,16.896663473077176,20.161917538188593
step2c_poly_d8_mult_eps050,G-1169.json,5,two_stage_rank1_vs_best_2stage_near_oracle,two_stage_rank1,best_2stage_near_oracle_top20,77,11,39,True,False,True,False,False,False,True,False,12.09280014038086,10.64589652964358,12.958645281353023,-1.4469036107372801,0.8658451409721639,2.312748751709444,-12.09280014038086,-10.64589652964358,-12.958645281353023
step2c_poly_d8_mult_eps050,G-1169.json,5,two_stage_rank1_vs_best_2stage_near_oracle,two_stage_rank1,best_2stage_near_oracle_top20,108,15,30,False,True,False,True,True,True,True,False,15.07699966430664,11.295352114318877,15.871586806635895,-3.7816475499877633,0.7945871423292541,4.576234692317017,15.07699966430664,11.295352114318877,15.871586806635895
step2c_poly_d8_mult_eps050,G-1169.json,5,two_stage_rank1_vs_best_2stage_near_oracle,two_stage_rank1,best_2stage_near_oracle_top20,143,20,2,False,True,False,True,False,True,True,False,30.591100692749023,14.018327239687308,17.835830930779842,-16.572773453061714,-12.755269761969181,3.8175036910925346,30.591100692749023,14.018327239687308,17.835830930779842
step2c_poly_d8_mult_eps050,G-1169.json,5,two_stage_rank1_vs_best_2stage_near_oracle,two_stage_rank1,best_2stage_near_oracle_top20,144,20,26,True,False,True,False,False,False,True,False,0.5489000082015991,2.4924668637896024,3.5489249495240163,1.9435668555880032,3.000024941322417,1.056458085734414,-0.5489000082015991,-2.4924668637896024,-3.5489249495240163
step2c_poly_d8_mult_eps050,G-1169.json,5,two_stage_rank1_vs_best_2stage_near_oracle,two_stage_rank1,best_2stage_near_oracle_top20,159,23,0,True,False,True,False,False,False,True,False,17.475799560546875,13.398261387352326,14.063551371889965,-4.077538173194549,-3.4122481886569105,0.6652899845376385,-17.475799560546875,-13.398261387352326,-14.063551371889965
step2c_poly_d8_mult_eps050,G-1169.json,5,two_stage_rank1_vs_best_2stage_near_oracle,two_stage_rank1,best_2stage_near_oracle_top20,162,23,15,False,True,False,True,True,True,True,False,5.839099884033203,6.5248583970833645,10.304565935174576,0.6857585130501613,4.465466051141373,3.7797075380912117,5.839099884033203,6.5248583970833645,10.304565935174576
step2c_poly_d8_mult_eps050,G-1169.json,5,two_stage_rank1_vs_best_2stage_near_oracle,two_stage_rank1,best_2stage_near_oracle_top20,183,26,35,True,False,True,False,True,False,True,False,0.7577999830245972,1.9072663467109812,3.01210396142973,1.149466363686384,2.2543039784051326,1.1048376147187486,-0.7577999830245972,-1.9072663467109812,-3.01210396142973
step2c_poly_d8_mult_eps050,G-1169.json,5,two_stage_rank1_vs_best_2stage_near_oracle,two_stage_rank1,best_2stage_near_oracle_top20,277,42,39,False,True,False,True,True,True,True,False,15.315099716186523,11.649721174576083,14.54396355365208,-3.6653785416104405,-0.7711361625344431,2.8942423790759975,15.315099716186523,11.649721174576083,14.54396355365208
step2c_poly_d8_mult_eps050,G-1169.json,5,two_stage_rank1_vs_best_2stage_near_oracle,two_stage_rank1,best_2stage_near_oracle_top20,308,50,30,True,False,True,False,False,False,True,False,4.713600158691406,7.380437076068859,9.688847245531148,2.666836917377453,4.975247086839742,2.308410169462289,-4.713600158691406,-7.380437076068859,-9.688847245531148
step2c_poly_d8_mult_eps050,G-1169.json,5,two_stage_rank1_vs_best_2stage_near_oracle,two_stage_rank1,best_2stage_near_oracle_top20,309,50,35,False,True,False,True,False,True,True,False,6.889800071716309,6.826006029893504,10.780161794833532,-0.06379404182280446,3.8903617231172234,3.954155764940028,6.889800071716309,6.826006029893504,10.780161794833532
step2c_poly_d8_mult_eps050,G-1169.json,5,two_stage_rank1_vs_best_2stage_near_oracle,two_stage_rank1,best_2stage_near_oracle_top20,317,52,6,True,False,True,False,False,False,True,False,4.258200168609619,9.5153706290619,8.146418466802166,5.257170460452281,3.8882182981925464,-1.3689521622597347,-4.258200168609619,-9.5153706290619,-8.146418466802166
step2c_poly_d8_mult_eps050,G-1169.json,5,two_stage_rank1_vs_best_2stage_near_oracle,two_stage_rank1,best_2stage_near_oracle_top20,319,52,42,False,True,False,True,True,True,True,False,1.3284000158309937,4.316445015888214,6.816867059008988,2.9880450000572205,5.4884670431779945,2.500422043120774,1.3284000158309937,4.316445015888214,6.816867059008988
