graph_id,seed_count,best_near_found_rate,spoplus_equals_best_near_rate,median_spoplus_rank_under_2stage,median_best_near_rank_under_2stage,median_spoplus_true_rank,median_best_near_true_rank,median_two_stage_margin_to_spoplus,median_spoplus_margin_to_two_stage,median_spoplus_true_gap_pct,median_two_stage_true_gap_pct
G-1169.json,50,1.0,0.2,11.0,3.0,16.0,1.0,2.8101242947276575,10.193460037392498,4.957100550623041,15.626103356716605
G-1285.json,50,1.0,1.0,2.0,2.0,1.0,1.0,0.6000341036408088,1.716227619283714,0.0,22.362259859222338
G-14.json,50,1.0,0.0,9.0,1.0,nan,1.0,2.2393413464229894,5.267938489047978,14.98974407046914,0.0
G-142.json,50,0.0,0.0,1.0,nan,nan,nan,0.0,0.0,40.060497899451654,40.060497899451654
G-1449.json,50,1.0,0.0,8.0,14.0,8.0,6.0,2.619177470497789,6.192389679651228,2.6061653757938315,11.635647894286441
G-1560.json,50,1.0,1.0,2.0,2.0,2.0,2.0,2.7064308126184358,3.4223366070787904,0.5115506067036782,35.88596294919519
G-163.json,50,1.0,0.0,8.0,7.0,20.0,13.0,2.34195111634817,0.4284461000213753,17.219516502528705,2.299314776509186
G-392.json,50,1.0,1.0,8.0,8.0,3.0,3.0,4.243102054163998,3.486260583105249,0.8331393487965798,25.011699943374456
G-946.json,50,0.0,0.0,1.0,nan,nan,nan,0.0,0.0,38.94916000567391,38.94916000567391
