epoch,theta_1,theta_2,train_mse_loss,validation_mse_loss
0,1.6236203565420875,3.3521429192297485,32.439761163310315,32.04387614859049
1,1.673620356541289,3.402142919228301,32.036610036410536,31.64092511763855
2,1.723609721267533,3.4521269563697508,31.63729047012626,31.24189622708779
3,1.773581274040034,3.502084172423313,31.241866466153986,30.846853526735604
4,1.8235277941534782,3.552003576045074,30.85039998055882,30.45585894930869
5,1.8734420337243098,3.601874066656522,30.462950746287547,30.06897213183739
6,1.9233167345230817,3.651684458583175,30.079576105266142,29.68625024689343
7,1.973144644663749,3.7014235052659665,29.7003308512781,29.307747844891654
8,2.022918535024569,3.7510799233606664,29.325267084687574,28.933516708520727
9,2.072631215280868,3.800642416545923,28.95443407992454,28.563605720217872
10,2.122275549437207,3.8500996988684655,28.58787816649252,28.19806074344362
11,2.1718444707551936,3.8994405174642317,28.225642624095954,27.83692451834595
12,2.22133099598317,3.9486536745065033,27.867767592317023,27.480236572233807
13,2.2707282388049945,3.997728048246187,27.514289995104377,27.128033145110248
14,2.320029422436856,4.046652613024819,27.165243480172048,26.780347130349096
15,2.3692278913133107,4.09541645815735,26.820658373247852,26.437208030438807
16,2.4183171218161834,4.144008805598925,26.480561646961053,26.098641927565822
17,2.467290732012457,4.192419026327338,26.144976904019472,25.76467146866938
18,2.516142490379495,4.2406366553902775,25.813924374199917,25.435315864472532
19,2.564866323507734,4.28865140558358,25.487420924563306,25.11059090188121
20,2.613456322782155,4.336453179743179,25.165480082208546,24.790508969045835
21,2.661906750054228,4.384032081649026,24.84811206879812,24.475079092298706
22,2.7102120423255047,4.431378425553763,24.535323846022514,24.164306984115335
23,2.758366815472546,4.4784827443622,24.227119171121455,23.85819510119882
24,2.8063658670502956,4.525335796499492,23.923498661545196,23.556742711753326
25,2.854204178217353,4.571928571516379,23.62445986782039,23.259945970993613
26,2.9018769148318655,4.618252294488706,23.3299973536782,22.96779800393323
27,2.9493794277708925,4.664298429275898,23.040102782509393,22.68028899450128
28,2.9967072525292364,4.710058680708925,22.75476500922873,22.397406280056867
29,3.0438561081558366,4.755524995782797,22.47397017665812,22.119134450398782
30,3.0908218955870272,4.800689563931727,22.197701815573833,21.84545545040514
31,3.1376006954363027,4.84554481646692,21.925940947605667,21.576348685481527
32,3.1841887652998238,4.890083425257643,21.65866619022372,21.311791129045393
33,3.230582536635803,4.934298300735833,21.395853863101014,21.051757431328095
34,3.276778611274253,4.978182589303206,21.137478095194627,20.7962200288319
35,3.3227737576114196,5.02172967021773,20.883510931945196,20.545149253837256
