topology_id,sample_size,candidate_id,candidate_type,length,oracle_denominator,two_stage_denominator,spoplus_denominator,oracle_selection_count,two_stage_selection_count,spoplus_selection_count,oracle_selection_rate,two_stage_selection_rate,spoplus_selection_rate,spoplus_minus_2stage_rate
G-970,500,G-970:c0063,chain,3,5000,5000,5000,110,0,0,0.022,0.0,0.0,0.0
G-970,500,G-970:c0064,chain,1,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,500,G-970:c0065,chain,2,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,500,G-970:c0066,chain,3,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,500,G-970:c0067,chain,4,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,500,G-970:c0068,chain,4,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,500,G-970:c0069,chain,4,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,500,G-970:c0070,chain,4,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,500,G-970:c0071,chain,4,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,500,G-970:c0072,chain,4,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,500,G-970:c0073,chain,3,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,500,G-970:c0074,chain,4,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,500,G-970:c0075,chain,3,5000,5000,5000,10,0,0,0.002,0.0,0.0,0.0
G-970,500,G-970:c0076,chain,3,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,500,G-970:c0077,chain,2,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,500,G-970:c0078,chain,3,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,500,G-970:c0079,chain,4,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,500,G-970:c0080,chain,4,5000,5000,5000,250,5000,2288,0.05,1.0,0.4576,-0.5424
G-970,500,G-970:c0081,chain,3,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,500,G-970:c0082,chain,4,5000,5000,5000,5,0,0,0.001,0.0,0.0,0.0
G-970,500,G-970:c0083,chain,2,5000,5000,5000,75,0,0,0.015,0.0,0.0,0.0
G-970,500,G-970:c0084,chain,1,5000,5000,5000,30,0,386,0.006,0.0,0.0772,0.0772
G-970,500,G-970:c0085,chain,1,5000,5000,5000,0,0,24,0.0,0.0,0.0048,0.0048
G-970,50,G-970:c0000,cycle,3,5000,5000,5000,330,5000,3018,0.066,1.0,0.6036,-0.3964
G-970,50,G-970:c0001,cycle,2,5000,5000,5000,5,0,0,0.001,0.0,0.0,0.0
G-970,50,G-970:c0002,cycle,3,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0003,cycle,3,5000,5000,5000,4660,0,1982,0.932,0.0,0.3964,0.3964
G-970,50,G-970:c0004,cycle,2,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0005,cycle,3,5000,5000,5000,455,0,1369,0.091,0.0,0.2738,0.2738
G-970,50,G-970:c0006,chain,1,5000,5000,5000,0,0,308,0.0,0.0,0.0616,0.0616
G-970,50,G-970:c0007,chain,2,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0008,chain,3,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0009,chain,3,5000,5000,5000,5,0,0,0.001,0.0,0.0,0.0
G-970,50,G-970:c0010,chain,4,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0011,chain,3,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0012,chain,4,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0013,chain,3,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0014,chain,4,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0015,chain,4,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0016,chain,4,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0017,chain,3,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0018,chain,3,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0019,chain,1,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0020,chain,2,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0021,chain,3,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0022,chain,4,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0023,chain,4,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0024,chain,4,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0025,chain,4,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0026,chain,4,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0027,chain,4,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0028,chain,3,5000,5000,5000,245,5000,3018,0.049,1.0,0.6036,-0.3964
G-970,50,G-970:c0029,chain,4,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0030,chain,3,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0031,chain,4,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0032,chain,3,5000,5000,5000,5,0,0,0.001,0.0,0.0,0.0
G-970,50,G-970:c0033,chain,3,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0034,chain,1,5000,5000,5000,4745,0,1302,0.949,0.0,0.2604,0.2604
G-970,50,G-970:c0035,chain,1,5000,5000,5000,0,0,372,0.0,0.0,0.0744,0.0744
G-970,50,G-970:c0036,chain,1,5000,5000,5000,340,0,1063,0.068,0.0,0.2126,0.2126
G-970,50,G-970:c0037,chain,2,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0038,chain,3,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0039,chain,3,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0040,chain,4,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0041,chain,3,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0042,chain,4,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0043,chain,3,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0044,chain,4,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0045,chain,4,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0046,chain,4,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0047,chain,3,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0048,chain,3,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0049,chain,1,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0050,chain,2,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0051,chain,3,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0052,chain,4,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0053,chain,4,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0054,chain,4,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0055,chain,4,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0056,chain,4,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0057,chain,4,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0058,chain,3,5000,5000,5000,4055,0,611,0.811,0.0,0.1222,0.1222
G-970,50,G-970:c0059,chain,4,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0060,chain,3,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0061,chain,4,5000,5000,5000,55,0,0,0.011,0.0,0.0,0.0
G-970,50,G-970:c0062,chain,3,5000,5000,5000,70,0,0,0.014,0.0,0.0,0.0
G-970,50,G-970:c0063,chain,3,5000,5000,5000,110,0,2,0.022,0.0,0.0004,0.0004
G-970,50,G-970:c0064,chain,1,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0065,chain,2,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0066,chain,3,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0067,chain,4,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0068,chain,4,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0069,chain,4,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0070,chain,4,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0071,chain,4,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0072,chain,4,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0073,chain,3,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0074,chain,4,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0075,chain,3,5000,5000,5000,10,0,0,0.002,0.0,0.0,0.0
G-970,50,G-970:c0076,chain,3,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0077,chain,2,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0078,chain,3,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0079,chain,4,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0080,chain,4,5000,5000,5000,250,5000,3018,0.05,1.0,0.6036,-0.3964
G-970,50,G-970:c0081,chain,3,5000,5000,5000,0,0,0,0.0,0.0,0.0,0.0
G-970,50,G-970:c0082,chain,4,5000,5000,5000,5,0,0,0.001,0.0,0.0,0.0
G-970,50,G-970:c0083,chain,2,5000,5000,5000,75,0,0,0.015,0.0,0.0,0.0
G-970,50,G-970:c0084,chain,1,5000,5000,5000,30,0,268,0.006,0.0,0.0536,0.0536
G-970,50,G-970:c0085,chain,1,5000,5000,5000,0,0,38,0.0,0.0,0.0076,0.0076
