epoch,theta_1,theta_2,train_mse_loss,validation_mse_loss
0,1.6236203565420875,3.3521429192297485,34.89148325613975,35.192672603694135
1,1.6736203565413474,3.4021429192285364,34.44700706856402,34.741910424150845
2,1.7236103992085354,3.4521293960268897,34.006361939359465,34.295071396801504
3,1.7735837719336986,3.502093184021003,33.5696118544138,33.85222052779099
4,1.8235337257272923,3.552025030302915,33.136818946670104,33.413420917067135
5,1.8734534908631457,3.6019156152376537,32.70804332680377,32.97873358604751
6,1.9233362924735586,3.6517555731338636,32.283342922818484,32.54821731443886
7,1.97317536597661,3.7015355128473226,31.862773329703728,32.12192848737067
8,2.022963972219661,3.751246038160317,31.44638767017094,31.699920953875807
9,2.07269541222863,3.800877767785713,31.034236467346553,31.28224589760938
10,2.1223630414597237,3.850421354852572,30.626367530151946,30.868951720545162
11,2.171960283458765,3.8998675057400667,30.222825851944993,30.4600839402308
12,2.2214806428428133,3.949206998138019,29.823653522839642,30.05568510102071
13,2.2709177175292723,3.9984306982253126,29.42888965596047,29.655794699543748
14,2.320265210148785,4.047529576871414,29.03857032773349,29.26044912450299
15,2.3695169385897854,4.096494724780962,28.652728532163145,28.86968161075172
16,2.418666845634289,4.1453173665165535,28.27139414890303,28.483522207443816
17,2.467709007656189,4.1939888733500865,27.894593924795007,28.101997759921975
18,2.5166376423647416,4.2425007749081844,27.522351468430866,27.725131904884293
19,2.565447115586869,4.290844769591841,27.154687257183376,27.352945078260863
20,2.614131947092287,4.339012733764465,26.791618656060738,26.985454535137393
21,2.662686815475012,4.386996729715622,26.433159947660425,26.622674380984098
22,2.7111065621135526,4.434789012419886,26.079322372435897,26.264615613384397
23,2.75938619423983,4.48238203512113,25.730114178441813,25.911286173409874
24,2.807520887153654,4.529768453782299,25.38554067969056,25.56269100575466
25,2.855505985625291,4.576941130449049,25.045604322233714,25.21883212672353
26,2.9033370045333733,4.623893135582719,24.710304757075914,24.879708699161768
27,2.9510096287890484,4.6706177494237755,24.379638919034367,24.545317113421675
28,2.998519712599992,4.717108462451328,24.053601110673718,24.215651073477016
29,3.0458632781296595,4.763358975007494,23.732183090471302,23.890701687323766
30,3.093036513608077,4.809363196157405,23.415374164401886,23.57045756083966
31,3.1400357709505964,4.8551152418566526,23.103161280170696,23.25490489431667
32,3.1868575629404767,4.900609432497893,22.795529123369338,22.944027580926782
33,3.2334985600299704,4.945840289907533,22.492460214878363,22.637807306432297
34,3.279955586812875,4.990802533861724,22.19393500889259,22.33622364950516
35,3.3262256182193712,5.035491078188668,21.899931990999,22.039254182075027
36,3.3723057754814505,5.079901026521406,21.61042777579176,21.746874569181323
37,3.4181933219144485,5.124027667762033,21.325397203563238,21.45905866786054
38,3.463885658557212,5.167866471314717,21.04481343566338,21.175778624654157
39,3.5093803197102957,5.211413082141076,20.768648048171677,20.897004971375985
40,3.554674968408366,5.2546633156875,20.4968711235759,20.622706718828173
41,3.5997673918597792,5.297613152729962,20.22945134019898,20.35285144820385
42,3.644655496883076,5.340258734177759,19.966356059159896,20.08740539995922
43,3.689337305366998,5.382596355873615,19.707551408695988,19.82633355998051
44,3.7338109497775815,5.4246224634236,19.45300236571225,19.569599742910146
45,3.778074668732967,5.466333647086499,19.202672834458173,19.31716667253183
46,3.822126802663766,5.5077266367485995,18.956525722264352,19.06899605914692
47,3.865965789574226,5.548798297006362,18.71452301229968,18.82504867390302
48,3.9095901609169688,5.58954562237615,18.476625833335035,18.585284420061786
49,3.9529985375918093,5.629965732647125,18.24279452652187,18.349662401215383
50,3.996189626077079,5.67005586839055,18.01298870921327,18.118140986480817
51,4.039162214699949,5.709813386636112,17.787167335871995,17.890677872718253
52,4.08191517005053,5.749235756723458,17.565288756123802,17.667230143833848
