problem_family,problem_label,objective_sense,tau,sigma,substitute_regime,num_instances,identity_mismatch_rate,mean_normalized_regret,q25_normalized_regret,median_normalized_regret,q75_normalized_regret,p90_normalized_regret,max_normalized_regret,mean_normalized_regret_when_mismatch,median_normalized_regret_when_mismatch,mean_true_second_best_normalized_gap,q25_true_second_best_normalized_gap,median_true_second_best_normalized_gap,q75_true_second_best_normalized_gap,p90_true_second_best_normalized_gap,within_1pct_rate,within_5pct_rate,mean_dfl_improvement_ceiling,median_dfl_improvement_ceiling,mean_changed_component_count,mean_oracle_objective
decomposable_packing,Random decomposable packing,maximize,0.02,0.0,close_substitutes,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.617231030505379e-05,1.9540660064521825e-05,4.499058995849929e-05,9.433452932205514e-05,0.00015420063880368324,1.0,1.0,0.0,0.0,0.0,12.142068906242221
decomposable_packing,Random decomposable packing,maximize,0.02,0.02,close_substitutes,500,1.0,0.006010738764983036,0.004378810705110484,0.005844710488559603,0.0075940451857969965,0.009096666371011716,0.013739541092629329,0.006010738764983036,0.005844710488559603,7.266885527642096e-05,2.250182761141734e-05,5.1794812483410235e-05,9.481169115436178e-05,0.00015546511829014263,0.948,1.0,0.006010738764983036,0.005844710488559603,6.538,12.143433675070682
decomposable_packing,Random decomposable packing,maximize,0.02,0.05,close_substitutes,500,1.0,0.009131181021196522,0.0071847668180830965,0.0089111933528634,0.010954409091520307,0.012734592045253576,0.0220107037063445,0.009131181021196522,0.0089111933528634,6.678074848245548e-05,1.9878718610925335e-05,4.894719890399721e-05,9.466133535423015e-05,0.00015067600556673106,0.626,1.0,0.009131181021196522,0.0089111933528634,8.06,12.142725912274855
decomposable_packing,Random decomposable packing,maximize,0.02,0.1,close_substitutes,500,1.0,0.010681192923219873,0.008334416589968285,0.010396176506146618,0.012752001852344166,0.015134372050135406,0.023137603318624116,0.010681192923219873,0.010396176506146618,6.704530224504303e-05,1.8179096269014387e-05,4.554679339336243e-05,9.214994666528973e-05,0.0001539271735441291,0.452,1.0,0.010681192923219873,0.010396176506146618,8.502,12.146351475059825
decomposable_packing,Random decomposable packing,maximize,0.02,0.2,close_substitutes,500,1.0,0.011073672797053586,0.008967630441286702,0.010912453759337266,0.013121950730642342,0.015064063653091124,0.020915723627242786,0.011073672797053586,0.010912453759337266,6.42305127140992e-05,1.78183631311022e-05,4.121094564383951e-05,8.96686342619001e-05,0.0001515657241522766,0.374,1.0,0.011073672797053586,0.010912453759337266,8.636,12.143450231218303
decomposable_packing,Random decomposable packing,maximize,0.02,0.3,close_substitutes,500,1.0,0.011541647419615445,0.009558008735936548,0.01146137355134189,0.013528233453826945,0.015774102742750557,0.023046766925081796,0.011541647419615445,0.01146137355134189,6.798801464021238e-05,1.9367833735286328e-05,4.787143640444031e-05,8.97253340107334e-05,0.000153219684285845,0.31,1.0,0.011541647419615445,0.01146137355134189,8.928,12.143752051197488
decomposable_packing,Random decomposable packing,maximize,0.05,0.0,close_substitutes,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014658721444508232,3.4856715014677586e-05,9.18654337272356e-05,0.0001981350903963666,0.0003420951501449324,1.0,1.0,0.0,0.0,0.0,12.358888729059748
decomposable_packing,Random decomposable packing,maximize,0.05,0.02,close_substitutes,500,0.988,0.0048037657077874595,0.002694727693213611,0.004368820726683844,0.006334515990255659,0.008612610024160503,0.01533390641751661,0.0048621110402707075,0.004400897525716386,0.0001559790652564292,4.5134157687228785e-05,0.00011494004846203875,0.00022585183718253922,0.00034903465827789586,0.936,1.0,0.0048037657077874595,0.004368820726683844,3.848,12.361397283530458
decomposable_packing,Random decomposable packing,maximize,0.05,0.05,close_substitutes,500,1.0,0.014860042426436692,0.010597346501213589,0.014274814954936621,0.01838159403859993,0.0229441639370572,0.04236041202730253,0.014860042426436692,0.014274814954936621,0.0001716406012045761,5.121533539166118e-05,0.00010813819063753142,0.00023878048917348434,0.00038519703373927596,0.214,1.0,0.014860042426436692,0.014274814954936621,6.528,12.35793438631783
decomposable_packing,Random decomposable packing,maximize,0.05,0.1,close_substitutes,500,1.0,0.020835388922403258,0.016033281635728775,0.020444827109298763,0.025069343096006846,0.02996873526048296,0.04574009725267192,0.020835388922403258,0.020444827109298763,0.00017280115132389904,5.158983894602861e-05,0.00010945097352474924,0.00023400501697962476,0.0004048687833155254,0.038,1.0,0.020835388922403258,0.020444827109298763,7.634,12.364355052370122
