problem_family,problem_label,objective_sense,tau,sigma,substitute_regime,num_instances,identity_mismatch_rate,mean_normalized_regret,q25_normalized_regret,median_normalized_regret,q75_normalized_regret,p90_normalized_regret,max_normalized_regret,mean_normalized_regret_when_mismatch,median_normalized_regret_when_mismatch,mean_true_second_best_normalized_gap,q25_true_second_best_normalized_gap,median_true_second_best_normalized_gap,q75_true_second_best_normalized_gap,p90_true_second_best_normalized_gap,within_1pct_rate,within_5pct_rate,mean_dfl_improvement_ceiling,median_dfl_improvement_ceiling,mean_changed_component_count,mean_oracle_objective
parallel_shortest_path,Random parallel shortest path,minimize,0.02,0.0,close_substitutes,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041658197271174134,0.0014407430268199833,0.0033847551992464905,0.006001789962235772,0.008891973100540617,1.0,1.0,0.0,0.0,0.0,12.047458427484818
parallel_shortest_path,Random parallel shortest path,minimize,0.02,0.02,close_substitutes,500,0.386,0.0016296856434428306,0.0,0.0,0.0025067515961885735,0.006283481516319004,0.012324770722068699,0.004221983532235313,0.0033347260162966802,0.004304808024421372,0.0016720306238642707,0.003392840878184418,0.006234998247057401,0.009187948085046931,0.98,1.0,0.0016296856434428306,0.0,4.632,12.047932620122685
parallel_shortest_path,Random parallel shortest path,minimize,0.02,0.05,close_substitutes,500,0.6,0.003970108797286794,0.0,0.0023543434277350245,0.007042207161410747,0.011336871437949333,0.019773388705362008,0.0066168479954779895,0.005914704626176482,0.004342443435655968,0.0017643546444240093,0.003424755400892712,0.006054603980460212,0.00942034019691374,0.874,1.0,0.003970108797286794,0.0023543434277350245,7.2,12.049046167195096
parallel_shortest_path,Random parallel shortest path,minimize,0.02,0.1,close_substitutes,500,0.668,0.004736508404026639,0.0,0.0031199346542509806,0.00820969158424006,0.013260808515906214,0.020652887842000842,0.00709058144315365,0.006036532848321537,0.0041630097714352825,0.0014475941121886537,0.0035286458928340983,0.005812205932968463,0.00934998666876527,0.81,1.0,0.004736508404026639,0.0031199346542509806,8.016,12.051100573671212
parallel_shortest_path,Random parallel shortest path,minimize,0.02,0.2,close_substitutes,500,0.686,0.005215815250460069,0.0,0.003287884609264028,0.009152255679359815,0.013375487585013078,0.020065512433729567,0.007603229228075902,0.007300401841814822,0.004001059106468344,0.001437844798899422,0.003221051154053081,0.005618344956965345,0.008751839605857601,0.772,1.0,0.005215815250460069,0.003287884609264028,8.232,12.047422213744024
parallel_shortest_path,Random parallel shortest path,minimize,0.02,0.3,close_substitutes,500,0.734,0.005501442518518141,0.0,0.003962752258244353,0.009733573699972454,0.013881509995291872,0.01905474461901581,0.007495153294983844,0.007028238740068016,0.004156449852233433,0.0013628748806871717,0.0034792326473586477,0.006316039481162035,0.009223214447284358,0.752,1.0,0.005501442518518141,0.003962752258244353,8.808,12.050640112337776
parallel_shortest_path,Random parallel shortest path,minimize,0.05,0.0,close_substitutes,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01003217958940823,0.0036502980201756157,0.007918918426295343,0.014442976208020791,0.022065426088259843,1.0,1.0,0.0,0.0,0.0,12.120673903896769
parallel_shortest_path,Random parallel shortest path,minimize,0.05,0.02,close_substitutes,500,0.186,0.0008126003915086178,0.0,0.0,0.0,0.0033414028195306628,0.01712174533582406,0.004368819309186117,0.003669362333671737,0.010249557928186789,0.003565634643486898,0.008025381123921996,0.014641429345145939,0.022260591756068156,0.986,1.0,0.0008126003915086178,0.0,2.232,12.126955316691111
parallel_shortest_path,Random parallel shortest path,minimize,0.05,0.05,close_substitutes,500,0.386,0.004179391173695253,0.0,0.0,0.004984995004867104,0.0166052615149698,0.03588985164844543,0.010827438273821897,0.009171875459914531,0.010250034379912334,0.0035585646663756293,0.008536462230063999,0.014714121262274425,0.0222683204935057,0.818,1.0,0.004179391173695253,0.0,4.632,12.115825219134878
parallel_shortest_path,Random parallel shortest path,minimize,0.05,0.1,close_substitutes,500,0.546,0.008079952308974571,0.0,0.0012780833279189318,0.013435039272413787,0.02731731681623668,0.04570263175854682,0.01479844745233438,0.011698237425145414,0.010160755913314253,0.003601072261110909,0.00836420620783498,0.014681809840083163,0.02212080652866864,0.684,1.0,0.008079952308974571,0.0012780833279189318,6.552,12.115330601078826
