target_graph_id,target_case_group,n_controls_with_top20,target_ranking_ambiguity_top20_score,matched_ranking_ambiguity_top20_score_median,target_ranking_ambiguity_top20_score_percentile_within_matched,target_mean_2stage_top20_within_1pct_count,matched_mean_2stage_top20_within_1pct_count_median,target_mean_2stage_top20_within_1pct_count_percentile_within_matched,target_median_2stage_top20_pairwise_diversity,matched_median_2stage_top20_pairwise_diversity_median,target_median_2stage_top20_pairwise_diversity_percentile_within_matched,target_median_2stage_top1_top20_pred_margin_pct,matched_median_2stage_top1_top20_pred_margin_pct_median,target_median_2stage_top1_top20_pred_margin_pct_percentile_within_matched
G-14.json,harmful_reranking_control,20,3.206692344340463,1.2045907898750623,0.8,5.72,3.0,0.7,0.4607196001539974,0.40893104875348407,0.8,0.029069373466252192,0.03055673500898005,0.45
G-142.json,both_poor_control,20,1.5985116352954183,0.16492122919396618,0.7,1.0,2.3,0.15,0.4847256738791029,0.42063003468795657,0.8,0.03537771089185272,0.03614799730225195,0.5
G-163.json,harmful_reranking_control,20,3.0100329731234536,0.6604350164800492,0.8,5.92,3.3200000000000003,0.85,0.4535588343441608,0.37766086375220703,0.75,0.01862260708135633,0.0244327425376495,0.1
G-392.json,helpful_success,20,-1.7005906134970303,-0.11216658857274864,0.25,3.0,3.0,0.65,0.31858261556896506,0.40248575128102665,0.15,0.028570438656006454,0.03781793885266222,0.3
G-946.json,both_poor_control,20,0.05175573513841647,-0.8461639101855898,0.55,2.0,2.0,0.55,0.4768473104846743,0.4268755022743028,0.75,0.055278558656564794,0.04191346190475759,0.7
G-1169.json,helpful_success,20,3.268089455567746,-1.4427537940871102,1.0,4.8,2.42,0.95,0.45424374209342977,0.351328573037944,0.8,0.017709232561361917,0.030718138428756137,0.0
G-1285.json,helpful_success,20,-0.8441801915290673,-1.7170582713932827,0.6,2.0,1.65,0.75,0.4518853063860806,0.38113067447363047,0.7,0.08176567444531696,0.0480857217709982,0.9
G-1449.json,helpful_success,20,1.235320249593164,-1.1514341041533198,0.65,5.78,2.6399999999999997,0.8,0.3381519497003065,0.4092388050351072,0.2,0.02294385100225709,0.040801170859894986,0.15
G-1560.json,helpful_success,20,-1.021348400806307,-0.7331243281877932,0.45,1.0,2.63,0.15,0.4111481200387418,0.34579648084759346,0.7,0.04030966333091593,0.03514821654046026,0.55
