target_graph_id,target_case_group,n_controls,mean_match_distance,closest_control_graph_id,target_median_delta_pp,matched_median_delta_pp_median,matched_median_delta_pp_q25,matched_median_delta_pp_q75,target_delta_percentile_within_matched,target_helpful_graph,matched_helpful_rate,target_harmful_graph,matched_harmful_rate,target_ranking_ambiguity_score,matched_ranking_ambiguity_median,target_ranking_ambiguity_percentile_within_matched,target_feasible_richness,matched_feasible_richness_median,target_feasible_richness_percentile_within_matched,target_num_exchange_candidates,matched_num_exchange_candidates_median,target_conflict_graph_density,matched_conflict_graph_density_median
G-392.json,helpful_success,20,0.990084062612793,G-1442.json,24.178560594577878,0.0,0.0,1.0544471810656528,1.0,1,0.05,0,0.0,-0.3910484007982269,0.9210378779567471,0.25,-0.5235448677937531,-0.10800672643787854,0.3,761.0,845.5,0.7062798257140881,0.7661938646417848
G-1285.json,helpful_success,20,1.262806133671258,G-1040.json,22.362259859222338,0.0,0.0,0.0,1.0,1,0.0,0,0.05,1.934447021329882,-1.0451549951862154,0.9,-1.0585279607607738,-0.8732315956461083,0.25,269.0,391.5,0.8850080452754814,0.7772059801729605
G-1560.json,helpful_success,20,0.7461581970172279,G-542.json,35.37441234249151,0.0,0.0,0.0,1.0,1,0.1,0,0.0,-0.6631446322160364,0.044806157509668286,0.3,-0.6463609927220126,0.5443419409456675,0.05,241.0,1074.5,0.8199861687413554,0.76962895144568
G-1169.json,helpful_success,20,1.4449282319924945,G-1375.json,10.669002806093564,0.0,0.0,1.4626614500681505,0.95,1,0.15,0,0.0,4.154804199530995,0.1538503019903476,1.0,-0.5137545391462635,0.1834858750411203,0.05,621.0,951.5,0.734787803231001,0.7745408332924371
G-1449.json,helpful_success,20,0.8236702388532878,G-546.json,9.029482518492609,0.0,0.0,0.0,1.0,1,0.0,0,0.0,3.33118659968991,0.3066612845860559,0.9,-0.9187339814533542,-0.9433608565294056,0.55,579.0,430.0,0.7961824168862912,0.7660500035476814
G-142.json,both_poor_control,20,1.4122184462088496,G-929.json,0.0,0.0,0.0,1.9127377332054,0.6,0,0.1,0,0.0,-1.4227248256578924,0.5131727815150584,0.15,-0.20961257103892628,-0.076867736577606,0.45,673.0,784.0,0.7649959315078185,0.7565521164853568
G-946.json,both_poor_control,20,1.6568098117359635,G-313.json,0.0,0.0,0.0,0.9964167726721582,0.7,0,0.05,0,0.0,-0.5331080870492713,0.2692753435201235,0.45,-0.5393031017423263,-0.8744642015771371,0.85,631.0,459.0,0.8644932457927703,0.7527267867565866
G-14.json,harmful_reranking_control,20,1.1298175026243773,G-1594.json,-14.989744070469142,0.5325832106552983,0.0,3.57908243012941,0.0,0,0.25,1,0.05,3.1408091387135597,1.0351017543811043,0.8,0.17265933215871726,1.4361630639716036,0.15,484.0,1149.5,0.830492958951457,0.7563752449340698
G-163.json,harmful_reranking_control,20,2.4679084732520997,G-1052.json,-14.920201726019519,0.0,0.0,0.6438346454974981,0.0,0,0.05,1,0.05,2.4435110656057706,1.4411054209626615,0.85,5.520407296545272,6.458693422366361,0.45,2305.0,2525.0,0.823805435044589,0.7584468591339988
