regime,graph_id,max_cycle,max_chain,num_vertices,num_arcs,density,mean_in_degree,mean_out_degree,max_in_degree,max_out_degree,in_degree_gini,out_degree_gini,reciprocal_arc_count,reciprocity_rate,num_weak_components,num_strong_components,largest_scc_fraction,scc_entropy,num_sources,num_sinks,num_2cycles,num_3cycles,num_cycles_total,num_chain_len1,num_chain_len2,num_chain_len3,num_chain_len4,num_chains_total,cycle_to_chain_ratio,num_exchange_candidates,exchange_size_mean,exchange_size_std,exchange_size_entropy,vertex_exchange_participation_mean,vertex_exchange_participation_gini,max_vertex_exchange_participation,fraction_vertices_in_any_exchange,fraction_vertices_in_many_exchanges,feasible_set_richness_score,conflict_graph_num_nodes,conflict_graph_num_edges,conflict_graph_density,conflict_degree_mean,conflict_degree_gini,conflict_components,largest_conflict_component_fraction,median_delta_pp,strict_case_c_rate,meaningful_spo_benefit_rate,median_two_stage_rank1_gap_pct,median_spoplus_rank1_gap_pct,topk_promotion_rate,exact_rank2_promotion_rate,correction_rate,helpful_graph,extreme_helpful_graph,harmful_graph,neutral_graph,seed_count,median_2stage_top1_top2_pred_margin,median_2stage_top1_top5_pred_margin,median_2stage_top1_top2_pred_margin_pct,median_2stage_top1_top5_pred_margin_pct,mean_2stage_top5_within_1pct_count,mean_2stage_top5_within_5pct_count,median_2stage_top5_mean_jaccard_to_rank1,median_2stage_top5_diversity_from_rank1,rank1_unique_signature_count,rank1_unique_signature_rate,rank1_modal_signature_rate,ranking_ambiguity_score,ranking_ambiguity_top20_score,median_2stage_top1_top20_pred_margin,median_2stage_top1_top20_pred_margin_pct,mean_2stage_top20_within_1pct_count,mean_2stage_top20_within_5pct_count,median_2stage_top20_mean_jaccard_to_rank1,median_2stage_top20_diversity_from_rank1,median_2stage_top20_mean_pairwise_jaccard,median_2stage_top20_pairwise_diversity,top20_unique_signature_count_median
step2c_poly_d8_mult_eps050,G-1127.json,3,4,56,237,0.07694805194805195,4.232142857142857,4.232142857142857,26,18,0.6928119349005426,0.5171036769138035,2,0.008438818565400843,5,55,0.03571428571428571,4.000596434286577,24,13,1,0,1,22,66,104,119,311,0.003215434083601286,312,4.022435897435898,0.9419751288259971,1.254650850850863,22.410714285714285,0.7189669891861128,151,0.48214285714285715,0.44642857142857145,-0.8952363003281044,312,28439,0.5861777557919037,182.30128205128204,0.1089115840381707,1,1.0,0.0,0.0,0.0,17.05087735692732,17.05087735692732,0.0,0.0,0.0,0,0,0,1,50,5.243950355742953,5.925031604099146,0.035467490741839414,0.04009434605975439,1.0,5.0,0.7625,0.23750000000000004,1,0.02,1.0,-5.185287167556066,nan,,,,,,,,,
step2c_poly_d8_mult_eps050,G-1130.json,3,4,58,224,0.0677555958862674,3.8620689655172415,3.8620689655172415,20,12,0.7205972906403941,0.5774322660098523,2,0.008928571428571428,11,45,0.2413793103448276,3.423429172363423,29,20,1,3,4,20,28,37,91,176,0.022727272727272728,180,4.1,1.0651030205780307,1.2236193376007598,12.724137931034482,0.7688066535837772,100,0.4827586206896552,0.41379310344827586,-1.221594283277557,180,11090,0.6883923029174426,123.22222222222223,0.1095516481314498,1,1.0,1.0258541049519128,0.0,0.0,9.854094485314825,8.828240380362912,0.0,0.0,0.0,0,0,0,0,50,2.1281980089356125,3.993998815037628,0.015486996088243356,0.029011260300091286,1.0,5.0,0.7189338235294118,0.2810661764705882,1,0.02,1.0,-2.2265961469684603,nan,,,,,,,,,
step2c_poly_d8_mult_eps050,G-1133.json,3,4,57,233,0.07299498746867168,4.087719298245614,4.087719298245614,26,14,0.7275054589262857,0.4993599879527144,8,0.034334763948497854,5,36,0.38596491228070173,2.8500173384681835,23,10,4,8,12,19,41,133,358,551,0.021778584392014518,563,4.467140319715808,0.8173757947858787,0.9718892111614752,44.12280701754386,0.7215513933940219,369,0.543859649122807,0.49122807017543857,-1.0610260843950392,563,114947,0.7265791419884579,408.3374777975133,0.1169938370392063,1,1.0,1.757416368783602,0.0,0.0,13.130996401140585,11.373580032356983,0.0,0.0,0.0,0,0,0,0,50,1.6910755625804228,3.8209448146589864,0.010937041485887478,0.024704265763078076,1.0,5.0,0.6698412698412698,0.3301587301587302,1,0.02,1.0,-1.1380171116355486,nan,,,,,,,,,
step2c_poly_d8_mult_eps050,G-1134.json,3,4,54,309,0.10796645702306079,5.722222222222222,5.722222222222222,30,16,0.6861440728754644,0.4247273163130767,30,0.0970873786407767,2,21,0.6296296296296297,1.7686829755096538,16,3,15,31,46,8,48,194,726,976,0.0471311475409836,1022,4.588062622309198,0.72929634209364,0.8416219166224043,86.83333333333333,0.7693380093678663,774,0.6296296296296297,0.5555555555555556,1.70260632677977,1022,481303,0.9225117924754327,941.8845401174168,0.0464465563846328,1,1.0,0.0,0.0,0.0,0.6141084710437028,0.6141084710437028,0.0,0.0,0.0,0,0,0,1,50,4.21697142413025,7.370318282133795,0.021440693813772713,0.03736225139496971,1.0,5.0,0.7096790271132377,0.2903209728867623,1,0.02,1.0,-3.104550834766143,nan,,,,,,,,,
step2c_poly_d8_mult_eps050,G-1138.json,3,4,60,190,0.05367231638418079,3.1666666666666665,3.1666666666666665,23,15,0.7231578947368422,0.5149122807017545,10,0.05263157894736842,8,55,0.05,3.970099229732702,23,16,5,0,5,15,20,32,57,124,0.04032258064516129,129,3.9767441860465116,1.102956676702785,1.284721225304926,8.55,0.7589018843404809,71,0.5166666666666667,0.35,-0.9600492001178235,129,4499,0.544937015503876,69.75193798449612,0.18298984615013492,1,1.0,2.7613982819184306,0.0,0.0,2.7613982819184306,0.0,0.52,0.0,0.0,0,0,0,0,50,0.12723044033019448,3.422757340138048,0.0007444538643391182,0.01993276144769885,2.0,5.0,0.6618061698363555,0.33819383016364446,2,0.04,0.52,0.9413024336694293,nan,,,,,,,,,
step2c_poly_d8_mult_eps050,G-1140.json,3,4,56,188,0.06103896103896104,3.357142857142857,3.357142857142857,26,10,0.7173252279635258,0.4741641337386018,2,0.010638297872340425,6,44,0.23214285714285715,3.4299170184672905,23,10,1,2,3,8,20,36,50,114,0.02631578947368421,117,4.085470085470085,0.956959658275447,1.2375090867145409,8.535714285714286,0.7920651524208011,67,0.375,0.32142857142857145,-1.3642699706781376,117,4603,0.6783082817565577,78.68376068376068,0.11165144990910791,1,1.0,3.55219915470497,0.0,0.0,3.55219915470497,0.0,1.0,0.0,0.0,0,0,0,0,50,0.5335025266076983,4.7461402459652575,0.004346105321855676,0.038457627785616386,2.0,5.0,0.844551282051282,0.15544871794871795,1,0.02,1.0,-1.7717586241449719,nan,,,,,,,,,
step2c_poly_d8_mult_eps050,G-1149.json,3,4,57,264,0.08270676691729323,4.631578947368421,4.631578947368421,25,13,0.7127857522594365,0.4311536416799575,18,0.06818181818181818,6,33,0.43859649122807015,2.631263625348498,21,9,9,13,22,17,79,250,704,1050,0.02095238095238095,1072,4.522388059701493,0.7527701866355158,0.9165982714088314,85.05263157894737,0.7171631636847895,498,0.5263157894736842,0.5087719298245614,0.6460323432828752,1072,418052,0.7282425407974135,779.9477611940298,0.08521059554328092,1,1.0,0.0,0.0,0.0,14.57508410334419,14.57508410334419,0.0,0.0,0.0,0,0,0,1,50,0.2735298261834771,4.31933504120795,0.001566847125044526,0.024695886340974388,2.46,5.0,0.7778508771929824,0.2221491228070176,1,0.02,1.0,-0.020717260907950452,0.6023862323730115,5.8579029765235475,0.0335670394547105,2.46,20.0,0.6615362607202908,0.3384637392797092,0.5408749280150033,0.45912507198499675,20.0
step2c_poly_d8_mult_eps050,G-1161.json,3,4,56,295,0.09577922077922078,5.267857142857143,5.267857142857143,28,17,0.6707627118644068,0.4126513317191285,10,0.03389830508474576,4,34,0.4107142857142857,2.7375594234785328,17,6,5,24,29,13,46,168,561,788,0.03680203045685279,817,4.556915544675642,0.7418289508894194,0.8779515365692241,66.48214285714286,0.7352509496949466,483,0.5714285714285714,0.5357142857142857,0.21176141077451732,817,266965,0.8008885928912569,653.5250917992656,0.08545939383313694,1,1.0,-7.696177670798717,0.0,0.22,0.0,7.696177670798717,0.0,0.0,0.0,0,0,0,0,50,0.16787416739808236,2.9898163691980386,0.0008492414014468438,0.015216878109878339,3.0,5.0,0.5519565217391305,0.44804347826086954,2,0.04,0.78,2.81176177378142,1.6057894711142509,6.629730069250371,0.033621352785859614,3.0,20.0,0.5887561495262909,0.41124385047370915,0.5381488816245923,0.4618511183754077,20.0
step2c_poly_d8_mult_eps050,G-1169.json,3,4,55,321,0.10808080808080808,5.836363636363636,5.836363636363636,25,14,0.6707448314924951,0.39818748229963186,14,0.04361370716510903,4,31,0.43636363636363634,2.5953407072420975,19,9,7,15,22,13,38,134,414,599,0.03672787979966611,621,4.516908212560386,0.7833538529207951,0.9218960364480608,51.0,0.7167590341921894,373,0.6363636363636364,0.5818181818181818,-0.5137545391462635,621,141454,0.734787803231001,455.5684380032206,0.1017049931415086,2,0.998389694041868,10.669002806093564,1.0,1.0,15.626103356716605,4.957100550623041,0.2,0.0,0.0,1,1,0,0,50,0.6365334029089382,2.287851502179734,0.00289574981663949,0.010397272998585297,4.34,5.0,0.5065772669220945,0.4934227330779055,1,0.02,1.0,4.154804199530995,3.268089455567746,3.8961864444239183,0.017709232561361917,4.8,20.0,0.577568426704385,0.422431573295615,0.5457562579065702,0.45424374209342977,20.0
step2c_poly_d8_mult_eps050,G-1180.json,3,4,56,255,0.08279220779220779,4.553571428571429,4.553571428571429,30,16,0.6989495798319327,0.47065826330532223,22,0.08627450980392157,5,37,0.35714285714285715,2.955447307323008,20,9,11,14,25,18,67,299,857,1241,0.020145044319097503,1266,4.567140600315955,0.7147691818979703,0.8673688781542102,103.25,0.7595925779512773,764,0.5178571428571429,0.5,1.1328740558462744,1266,662653,0.8275455981617119,1046.8451816745655,0.0702472958827769,1,1.0,0.0,0.0,0.0,9.375886360960452,9.375886360960452,0.0,0.0,0.0,0,0,0,1,50,1.2919659761718378,2.5729447718806995,0.007606935866466889,0.015104775866602773,2.98,5.0,0.4709523809523809,0.5290476190476191,1,0.02,1.0,2.7913400156851034,nan,,,,,,,,,
step2c_poly_d8_mult_eps050,G-1182.json,3,4,59,196,0.05727644652250146,3.3220338983050848,3.3220338983050848,26,10,0.7488758215150468,0.47319266689726747,8,0.04081632653061224,7,44,0.2711864406779661,3.325648976857641,29,10,4,5,9,17,39,99,187,342,0.02631578947368421,351,4.287749287749287,0.9025720164262115,1.1212606063726251,25.508474576271187,0.768016217129343,168,0.4406779661016949,0.4067796610169492,-1.0249656384150805,351,43690,0.7112739112739113,248.94586894586894,0.10678759115472314,1,1.0,0.0,0.0,0.0,14.346049495440086,14.346049495440086,0.0,0.0,0.0,0,0,0,1,50,0.23694429293026076,4.345303299621406,0.0013567886892986755,0.024870386350578394,2.0,5.0,0.5904344193817878,0.40956558061821224,1,0.02,1.0,1.318126184806831,1.553521020039132,8.375252202769573,0.047737805236926695,2.0,19.96,0.5511082917577558,0.4488917082422442,0.47411417222791574,0.5258858277720843,20.0
step2c_poly_d8_mult_eps050,G-1186.json,3,4,56,302,0.09805194805194806,5.392857142857143,5.392857142857143,30,18,0.658822138126774,0.502128666035951,14,0.046357615894039736,4,33,0.42857142857142855,2.6633286205860283,23,5,7,7,14,8,8,15,31,62,0.22580645161290322,76,3.8157894736842106,1.1665347504895525,1.3265772562252918,5.178571428571429,0.800985221674877,46,0.48214285714285715,0.21428571428571427,-0.29077314281772726,76,1796,0.6301754385964913,47.26315789473684,0.17815174071035056,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,50,1.7068691259145794,3.5748296118853418,0.013106992219691674,0.02744463908961902,1.0,5.0,0.6235294117647059,0.3764705882352941,1,0.02,1.0,-1.0664486431217166,-1.5128431451414932,10.140811394421917,0.07787095919075253,1.0,9.0,0.5312215975956402,0.46877840240435975,0.5648014482801431,0.4351985517198569,20.0
step2c_poly_d8_mult_eps050,G-1195.json,3,4,57,182,0.05701754385964912,3.192982456140351,3.192982456140351,21,11,0.7225756699440908,0.49277038750722957,6,0.03296703296703297,9,47,0.12280701754385964,3.6824750775014543,23,13,3,1,4,10,32,65,136,243,0.01646090534979424,247,4.3117408906882595,0.8930590457400679,1.1037797205198263,18.68421052631579,0.7062680174614941,134,0.5789473684210527,0.5263157894736842,-1.6937044722562251,247,18245,0.6005398110661269,147.7327935222672,0.10187561785548271,1,1.0,4.707092425063484,0.0,0.0,6.288295353544152,1.5812029284806677,1.0,0.0,0.0,0,0,0,0,50,0.1484680081007923,0.7838121787055172,0.0008926868615806256,0.004710429109136528,5.0,5.0,0.6372963659147869,0.3627036340852131,1,0.02,1.0,3.912431777270457,nan,,,,,,,,,
step2c_poly_d8_mult_eps050,G-1196.json,3,4,57,254,0.07957393483709273,4.456140350877193,4.456140350877193,26,12,0.7012018234562785,0.5149882580466916,6,0.023622047244094488,7,44,0.14035087719298245,3.51222840157445,19,19,3,1,4,22,41,89,144,296,0.013513513513513514,300,4.173333333333333,0.9608792270045661,1.1951299025404976,21.964912280701753,0.7463426937951907,192,0.5964912280701754,0.45614035087719296,-1.059993872548059,300,32493,0.7244816053511706,216.62,0.12498548405297538,1,1.0,6.943128647301217,0.0,0.7,9.01739670918654,2.074268061885324,0.0,0.0,0.0,0,0,0,0,50,0.46555878486233837,1.778223020185436,0.002620657944932958,0.00996683661990088,4.6,5.0,0.7796267629858961,0.22037323701410394,1,0.02,1.0,1.9743256453288824,nan,,,,,,,,,
step2c_poly_d8_mult_eps050,G-1197.json,3,4,58,269,0.08136721113127647,4.637931034482759,4.637931034482759,28,15,0.7011280605050636,0.42090757595180106,16,0.05947955390334572,9,31,0.4827586206896552,2.4517925573583894,23,12,8,22,30,12,39,139,530,720,0.041666666666666664,750,4.572,0.7533144540407127,0.8584803513833071,59.12068965517241,0.7130710672660172,411,0.5172413793103449,0.5172413793103449,-0.04812375519335899,750,191857,0.6830689808633734,511.6186666666667,0.11301263614740842,1,1.0,11.193601499494603,0.0,0.94,21.948177743162965,10.754576243668362,0.0,0.0,0.0,1,1,0,0,50,0.10038467439177623,0.6103543921175998,0.00046937839413407396,0.0028665500096994086,5.0,5.0,0.6063654299224015,0.3936345700775985,1,0.02,1.0,4.30219479512658,7.409469903624663,2.3129284204963625,0.010867929386454275,18.02,20.0,0.668477571771977,0.331522428228023,0.575101725004458,0.424898274995542,20.0
step2c_poly_d8_mult_eps050,G-1204.json,3,4,57,295,0.09241854636591479,5.175438596491228,5.175438596491228,28,11,0.7367231638418079,0.37026464466250375,24,0.08135593220338982,5,33,0.43859649122807015,2.6312636253484976,26,4,12,51,63,11,58,302,1224,1595,0.03949843260188088,1658,4.644752714113389,0.6661555206493791,0.7725261365534924,135.10526315789474,0.755003337456744,1200,0.49122807017543857,0.47368421052631576,4.071393318680241,1658,1200838,0.8741931186405882,1448.5379975874548,0.06554712683945563,1,1.0,0.0,0.0,0.0,12.216669551746023,12.216669551746023,0.0,0.0,0.0,0,0,0,1,50,0.3012125331214861,1.2048490851898777,0.0015309953842351353,0.006123976213770739,5.0,5.0,0.7103655603655604,0.2896344396344396,1,0.02,1.0,3.1431293539350738,2.1707035937675676,4.518183658024313,0.022964908710395023,6.96,20.0,0.6130114933594772,0.38698850664052276,0.6478399879542688,0.3521600120457312,20.0
step2c_poly_d8_mult_eps050,G-1205.json,3,4,55,315,0.10606060606060606,5.7272727272727275,5.7272727272727275,29,13,0.714920634920635,0.35497835497835517,28,0.08888888888888889,3,34,0.4,2.7709162038891457,27,2,14,37,51,25,100,490,1987,2602,0.01960030745580323,2653,4.667923105917829,0.6428710386819598,0.7435253358078269,225.16363636363636,0.710488607000235,1192,0.4727272727272727,0.4727272727272727,6.027302066225715,2653,2684461,0.7630909883742415,2023.7173011684886,0.07211946778342204,1,1.0,6.0460344855249595,0.0,1.0,30.823110718618494,24.777076233093535,0.0,0.0,0.0,0,0,0,0,50,0.3763803908679648,2.2816175768557088,0.0019291825486716318,0.011665692918228138,4.0,5.0,0.6470555124223603,0.35294448757763974,1,0.02,1.0,2.7192308031405434,nan,,,,,,,,,
step2c_poly_d8_mult_eps050,G-1206.json,3,4,56,229,0.07435064935064935,4.089285714285714,4.089285714285714,24,14,0.7379132875857768,0.4857298814722397,4,0.017467248908296942,5,44,0.14285714285714285,3.579757074660897,26,9,2,5,7,11,26,61,94,192,0.036458333333333336,199,4.185929648241206,0.9245958047091742,1.1846065320913675,14.875,0.7789615846338536,126,0.48214285714285715,0.35714285714285715,-1.186760355491272,199,15697,0.7967615857063093,157.75879396984925,0.10338306810858788,3,0.9899497487437185,0.0,0.0,0.0,34.17362889168871,34.17362889168871,0.0,0.0,0.0,0,0,0,1,50,1.103871148396422,4.327592736402565,0.007691333169715512,0.03014410638815596,2.98,5.0,0.818389724310777,0.18161027568922306,1,0.02,1.0,-0.8673829062130061,nan,,,,,,,,,
step2c_poly_d8_mult_eps050,G-1209.json,3,4,56,209,0.06785714285714285,3.732142857142857,3.732142857142857,29,12,0.7446172248803828,0.4524094326725907,4,0.019138755980861243,6,45,0.21428571428571427,3.4928716943520044,22,9,2,5,7,8,20,44,84,156,0.04487179487179487,163,4.2392638036809815,0.9256690886574763,1.1539299459178831,12.339285714285714,0.7859985528219973,87,0.4107142857142857,0.35714285714285715,-1.4485546727698941,163,9753,0.7386957509656896,119.66871165644172,0.10114175974798378,1,1.0,0.0,0.0,0.0,7.355490482246443,7.355490482246443,0.0,0.0,0.0,0,0,0,1,50,0.6033917636271227,3.20111581540435,0.0051859515934488875,0.0274876749776054,2.0,5.0,0.6465544871794872,0.35344551282051284,1,0.02,1.0,0.3095267142378504,nan,,,,,,,,,
