regime,graph_id,subset_seed,discovery_seed,is_discovery_seed,top_k,two_stage_rank1_gap_pct,two_stage_rank2_gap_pct,spoplus_rank1_gap_pct,spoplus_rank2_gap_pct,delta_pp,spo_better,meaningful_spo_benefit,strict_case_c,strong_case_c,correction_preserved,spo_rank1_equals_2stage_rank2,rank2_promotion_preserved,spo_rank1_in_2stage_topk,spoplus_matches_2stage_rank,topk_promotion_preserved,two_stage_rank1_signature,two_stage_rank2_signature,spoplus_rank1_signature
step2c_poly_d8_mult_eps050,G-392.json,0,1,False,5,25.011699943374456,28.626080871423593,0.8331393487965799,4.892751942060809,24.178560594577878,True,True,True,True,True,False,False,False,,False,23|45|74|94|118|120|146|160|171|173|190|199|209|239|248|255|261|284|290|294,1|23|45|74|94|118|120|160|171|173|190|199|209|239|248|250|261|284|290|294,19|45|66|74|94|120|150|168|171|173|199|209|239|245|261|278|287|294
step2c_poly_d8_mult_eps050,G-392.json,1,1,True,5,25.011699943374456,28.626080871423593,0.8331393487965799,25.011699943374456,24.178560594577878,True,True,True,True,True,False,False,False,,False,23|45|74|94|118|120|146|160|171|173|190|199|209|239|248|255|261|284|290|294,1|23|45|74|94|118|120|160|171|173|190|199|209|239|248|250|261|284|290|294,19|45|66|74|94|120|150|168|171|173|199|209|239|245|261|278|287|294
step2c_poly_d8_mult_eps050,G-392.json,2,1,False,5,25.011699943374456,28.626080871423593,0.8331393487965799,25.011699943374456,24.178560594577878,True,True,True,True,True,False,False,False,,False,23|45|74|94|118|120|146|160|171|173|190|199|209|239|248|255|261|284|290|294,1|23|45|74|94|118|120|160|171|173|190|199|209|239|248|250|261|284|290|294,19|45|66|74|94|120|150|168|171|173|199|209|239|245|261|278|287|294
step2c_poly_d8_mult_eps050,G-392.json,3,1,False,5,25.011699943374456,28.626080871423593,0.8331393487965799,4.892751942060809,24.178560594577878,True,True,True,True,True,False,False,False,,False,23|45|74|94|118|120|146|160|171|173|190|199|209|239|248|255|261|284|290|294,1|23|45|74|94|118|120|160|171|173|190|199|209|239|248|250|261|284|290|294,19|45|66|74|94|120|150|168|171|173|199|209|239|245|261|278|287|294
step2c_poly_d8_mult_eps050,G-392.json,4,1,False,5,25.011699943374456,28.626080871423593,0.8331393487965799,4.892751942060809,24.178560594577878,True,True,True,True,True,False,False,False,,False,23|45|74|94|118|120|146|160|171|173|190|199|209|239|248|255|261|284|290|294,1|23|45|74|94|118|120|160|171|173|190|199|209|239|248|250|261|284|290|294,19|45|66|74|94|120|150|168|171|173|199|209|239|245|261|278|287|294
step2c_poly_d8_mult_eps050,G-392.json,5,1,False,5,25.011699943374456,28.626080871423593,0.8331393487965799,4.892751942060809,24.178560594577878,True,True,True,True,True,False,False,False,,False,23|45|74|94|118|120|146|160|171|173|190|199|209|239|248|255|261|284|290|294,1|23|45|74|94|118|120|160|171|173|190|199|209|239|248|250|261|284|290|294,19|45|66|74|94|120|150|168|171|173|199|209|239|245|261|278|287|294
step2c_poly_d8_mult_eps050,G-392.json,6,1,False,5,25.011699943374456,28.626080871423593,0.8331393487965799,4.892751942060809,24.178560594577878,True,True,True,True,True,False,False,False,,False,23|45|74|94|118|120|146|160|171|173|190|199|209|239|248|255|261|284|290|294,1|23|45|74|94|118|120|160|171|173|190|199|209|239|248|250|261|284|290|294,19|45|66|74|94|120|150|168|171|173|199|209|239|245|261|278|287|294
step2c_poly_d8_mult_eps050,G-392.json,7,1,False,5,25.011699943374456,28.626080871423593,0.8331393487965799,4.892751942060809,24.178560594577878,True,True,True,True,True,False,False,False,,False,23|45|74|94|118|120|146|160|171|173|190|199|209|239|248|255|261|284|290|294,1|23|45|74|94|118|120|160|171|173|190|199|209|239|248|250|261|284|290|294,19|45|66|74|94|120|150|168|171|173|199|209|239|245|261|278|287|294
step2c_poly_d8_mult_eps050,G-392.json,8,1,False,5,25.011699943374456,28.626080871423593,0.8331393487965799,4.892751942060809,24.178560594577878,True,True,True,True,True,False,False,False,,False,23|45|74|94|118|120|146|160|171|173|190|199|209|239|248|255|261|284|290|294,1|23|45|74|94|118|120|160|171|173|190|199|209|239|248|250|261|284|290|294,19|45|66|74|94|120|150|168|171|173|199|209|239|245|261|278|287|294
step2c_poly_d8_mult_eps050,G-392.json,9,1,False,5,25.011699943374456,28.626080871423593,0.8331393487965799,4.892751942060809,24.178560594577878,True,True,True,True,True,False,False,False,,False,23|45|74|94|118|120|146|160|171|173|190|199|209|239|248|255|261|284|290|294,1|23|45|74|94|118|120|160|171|173|190|199|209|239|248|250|261|284|290|294,19|45|66|74|94|120|150|168|171|173|199|209|239|245|261|278|287|294
