dataset_key,train_size,method,selection_metric,bin_index,bin_count,mean_predicted_reward,mean_synthetic_label_reward,min_predicted_reward,max_predicted_reward,calibration_error
heldout400,1200,2stage,validation_mse_loss,0,8145,0.7521202584504604,0.7601704233149358,0.09884758864102049,1.3838662777978838,0.008050164864475406
heldout400,1200,2stage,validation_mse_loss,1,8145,1.9902978429279743,2.007622651683545,1.3838662777978838,2.541253720978445,0.01732480875557063
heldout400,1200,2stage,validation_mse_loss,2,8145,3.0433379335457644,3.0657775818020965,2.5415865571369043,3.5585134120183204,0.022439648256332045
heldout400,1200,2stage,validation_mse_loss,3,8145,3.9767601344303167,3.9970342305630098,3.5585134120183204,4.437113965224044,0.020274096132693042
heldout400,1200,2stage,validation_mse_loss,4,8145,4.827124130679983,4.85995731143003,4.437113965224044,5.238922032267899,0.03283318075004704
heldout400,1200,2stage,validation_mse_loss,5,8145,5.596266765760089,5.61749845121886,5.238922032267899,5.966385625190959,0.021231685458770855
heldout400,1200,2stage,validation_mse_loss,6,8145,6.340025808225755,6.35882687378398,5.966738209469327,6.7216362485309755,0.01880106555822536
heldout400,1200,2stage,validation_mse_loss,7,8145,7.070462000302159,7.108550180841473,6.7216362485309755,7.416313680281884,0.0380881805393134
heldout400,1200,2stage,validation_mse_loss,8,8145,7.798033142020659,7.853293250278873,7.416313680281884,8.176035401019444,0.05526010825821448
heldout400,1200,2stage,validation_mse_loss,9,8145,8.530787716665321,8.568411687343964,8.176158290108095,8.896282940868247,0.037623970678643204
heldout400,1200,2stage,validation_mse_loss,10,8144,9.654697513593058,9.675452982512812,8.896282940868247,10.56722970630077,0.020755468919753994
heldout400,1200,2stage,validation_mse_loss,11,8144,11.86183677654356,11.887692808870716,10.56722970630077,13.991203652290915,0.025856032327155276
heldout400,1200,e2e,validation_decision_gap,0,8145,0.6271595088022428,0.7601690360159139,0.08240654148337968,1.1536916114661453,0.1330095272136711
heldout400,1200,e2e,validation_decision_gap,1,8145,1.6600280321212897,2.0075204662342903,1.1536916114661453,2.121529397618907,0.34749243411300057
heldout400,1200,e2e,validation_decision_gap,2,8145,2.5387992803113977,3.0658169676732108,2.1218439273142584,2.9666356775946463,0.5270176873618131
heldout400,1200,e2e,validation_decision_gap,3,8145,3.3179114046559537,3.9968061768547605,2.9666356775946463,3.7067371788719754,0.6788947721988068
heldout400,1200,e2e,validation_decision_gap,4,8145,4.028047419626507,4.860704604360207,3.7067426312786855,4.3675465604743895,0.8326571847337005
heldout400,1200,e2e,validation_decision_gap,5,8145,4.670087272162292,5.617601201342541,4.3675465604743895,4.982380077602537,0.947513929180249
heldout400,1200,e2e,validation_decision_gap,6,8145,5.290299524621053,6.358949046781855,4.982463084227355,5.603645005062797,1.0686495221608014
heldout400,1200,e2e,validation_decision_gap,7,8145,5.898986968262217,7.108304164949701,5.603645005062797,6.195538208917564,1.2093171966874845
heldout400,1200,e2e,validation_decision_gap,8,8145,6.505821642438816,7.852863428210685,6.195597642183532,6.824978091085237,1.3470417857718688
heldout400,1200,e2e,validation_decision_gap,9,8145,7.116482754987185,8.573539472431255,6.825077585489277,7.416588702805342,1.45705671744407
heldout400,1200,e2e,validation_decision_gap,10,8144,8.059394166541132,9.670002809500648,7.416588702805342,8.820065191409448,1.610608642959516
heldout400,1200,e2e,validation_decision_gap,11,8144,9.903022559047178,11.888010429141564,8.820494185139069,11.68113257475303,1.9849878700943862
heldout400,1200,e2e,validation_fy_loss,0,8145,0.9036263596081289,0.7603753834615242,0.11912882906210828,1.667803651248464,0.14325097614660465
heldout400,1200,e2e,validation_fy_loss,1,8145,2.383533000401131,2.007028594040446,1.667803651248464,2.9966986632063963,0.37650440636068483
heldout400,1200,e2e,validation_fy_loss,2,8145,3.6347637507841704,3.0650959364251174,2.997025709078534,4.186515976883206,0.569667814359053
heldout400,1200,e2e,validation_fy_loss,3,8145,4.741964149022659,3.9988912714120435,4.187314164564359,5.2416685674906605,0.7430728776106159
heldout400,1200,e2e,validation_fy_loss,4,8145,5.739354547258419,4.857805341178468,5.2416685674906605,6.194699022471734,0.881549206079951
heldout400,1200,e2e,validation_fy_loss,5,8145,6.6521461279755565,5.618505007010285,6.194699022471734,7.126742580912495,1.0336411209652718
heldout400,1200,e2e,validation_fy_loss,6,8145,7.551241854038496,6.363922295151787,7.1275251777933715,7.981631924382313,1.187319558886709
heldout400,1200,e2e,validation_fy_loss,7,8145,8.427965874860066,7.102598185448503,7.981631924382313,8.877424832509126,1.3253676894115625
heldout400,1200,e2e,validation_fy_loss,8,8145,9.310258607460899,7.858898969981625,8.877583142617663,9.768564116229722,1.4513596374792739
heldout400,1200,e2e,validation_fy_loss,9,8145,10.18957374060206,8.569704310333458,9.768564116229722,10.602465853096058,1.6198694302686025
heldout400,1200,e2e,validation_fy_loss,10,8144,11.439472514367628,9.670591256414744,10.602465853096058,12.493378736547458,1.7688812579528843
heldout400,1200,e2e,validation_fy_loss,11,8144,14.02333619636679,11.886871185014664,12.493378736547458,16.532082019100482,2.1364650113521257
