dataset_key,train_size,method,selection_metric,bin_index,bin_count,mean_predicted_reward,mean_synthetic_label_reward,min_predicted_reward,max_predicted_reward,calibration_error
realistic2000,1200,2stage,validation_mse_loss,0,41057,0.7370984944868193,6.992253856911598,0.09884758864102049,1.3838662777978838,6.255155362424779
realistic2000,1200,2stage,validation_mse_loss,1,41057,1.9505331862419086,7.566840103643974,1.3838662777978838,2.471189771260908,5.616306917402065
realistic2000,1200,2stage,validation_mse_loss,2,41057,3.0035791749042504,7.993420316932478,2.471189771260908,3.459665620847516,4.989841142028228
realistic2000,1200,2stage,validation_mse_loss,3,41057,3.9408927736003085,8.282349506165648,3.459665620847516,4.349293973852096,4.341456732565339
realistic2000,1200,2stage,validation_mse_loss,4,41057,4.791548497950437,8.407834074055861,4.349293973852096,5.187666539563685,3.6162855761054242
realistic2000,1200,2stage,validation_mse_loss,5,41057,5.5650987932181915,8.54826672535149,5.187666539563685,5.930855686697201,2.9831679321332993
realistic2000,1200,2stage,validation_mse_loss,6,41057,6.308328748228138,8.79344227737138,5.930855686697201,6.679391936033739,2.4851135291432422
realistic2000,1200,2stage,validation_mse_loss,7,41057,7.047636722642504,9.076879960951972,6.679447813326545,7.413569313782723,2.0292432383094683
realistic2000,1200,2stage,validation_mse_loss,8,41057,7.780652928155096,9.321686421864234,7.413569313782723,8.146992760387032,1.5410334937091381
realistic2000,1200,2stage,validation_mse_loss,9,41057,8.512550321012299,9.547384210634815,8.146992760387032,8.896282940868247,1.0348338896225169
realistic2000,1200,2stage,validation_mse_loss,10,41057,9.617425539201331,9.818519338356042,8.896282940868247,10.530356601268648,0.2010937991547106
realistic2000,1200,2stage,validation_mse_loss,11,41057,11.844242731096099,10.487177463190983,10.530381204588117,13.991203652290915,1.3570652679051154
realistic2000,1200,e2e,validation_decision_gap,0,41057,0.6146502304169837,6.9931195046345564,0.08240654148337968,1.1536916114661453,6.378469274217573
realistic2000,1200,e2e,validation_decision_gap,1,41057,1.6268116142623763,7.568776290087518,1.1536916114661453,2.0601635831327365,5.941964675825142
realistic2000,1200,e2e,validation_decision_gap,2,41057,2.505539330619243,7.992851005970516,2.0601635831327365,2.8856503446834414,5.487311675351273
realistic2000,1200,e2e,validation_decision_gap,3,41057,3.287884581997959,8.282465510536518,2.8857350841176874,3.631291249053936,4.994580928538559
realistic2000,1200,e2e,validation_decision_gap,4,41057,3.9983841923665646,8.411943997055504,3.6313305666692695,4.335413156130442,4.413559804688939
realistic2000,1200,e2e,validation_decision_gap,5,41057,4.64408985108617,8.557251075784773,4.335413156130442,4.944392795991077,3.9131612246986034
realistic2000,1200,e2e,validation_decision_gap,6,41057,5.263940978213346,8.782196044557486,4.944392795991077,5.58069797050376,3.51825506634414
realistic2000,1200,e2e,validation_decision_gap,7,41057,5.879943108633766,9.082727650889414,5.580710226970138,6.18049074939821,3.202784542255648
realistic2000,1200,e2e,validation_decision_gap,8,41057,6.491131488131575,9.313932428533295,6.18049074939821,6.801640993591629,2.82280094040172
realistic2000,1200,e2e,validation_decision_gap,9,41057,7.10146869252578,9.542601513135862,6.801647056433003,7.416588702805342,2.4411328206100817
realistic2000,1200,e2e,validation_decision_gap,10,41057,8.027932860729713,9.820237330607654,7.416588702805342,8.79161564697114,1.7923044698779407
realistic2000,1200,e2e,validation_decision_gap,11,41057,9.888312186639169,10.487951903637384,8.791617748960611,11.68113257475303,0.5996397169982153
realistic2000,1200,e2e,validation_fy_loss,0,41057,0.8852711210899128,6.993738709652096,0.11912882906210828,1.667803651248464,6.108467588562183
realistic2000,1200,e2e,validation_fy_loss,1,41057,2.336290805184177,7.555916007900069,1.667803651248464,2.978220793121129,5.219625202715892
realistic2000,1200,e2e,validation_fy_loss,2,41057,3.588349623564831,7.974943993668336,2.978220793121129,4.1695090393632634,4.386594370103505
realistic2000,1200,e2e,validation_fy_loss,3,41057,4.69872060349061,8.234229673069184,4.1695090393632634,5.2416685674906605,3.5355090695785734
realistic2000,1200,e2e,validation_fy_loss,4,41057,5.698951433783323,8.358388803402244,5.2416685674906605,6.182767522781097,2.659437369618921
realistic2000,1200,e2e,validation_fy_loss,5,41057,6.614570274721143,8.591050101861912,6.182829743241759,7.0460934231476555,1.9764798271407686
realistic2000,1200,e2e,validation_fy_loss,6,41057,7.512961749627397,8.791264884257528,7.0461484666723715,7.981631924382313,1.2783031346301303
realistic2000,1200,e2e,validation_fy_loss,7,41057,8.403168985200177,9.134224886587267,7.981631924382313,8.816506321722384,0.7310559013870908
realistic2000,1200,e2e,validation_fy_loss,8,41057,9.288623337088781,9.323745512629454,8.816511503606561,9.750496299672609,0.035122175540672984
realistic2000,1200,e2e,validation_fy_loss,9,41057,10.169559381081877,9.570296793576528,9.750496299672609,10.602465853096058,0.5992625875053488
realistic2000,1200,e2e,validation_fy_loss,10,41057,11.398944642722915,9.828715709068634,10.602465853096058,12.462995153243313,1.5702289336542812
realistic2000,1200,e2e,validation_fy_loss,11,41057,14.003003488659395,10.479539179757227,12.46299783807097,16.532082019100482,3.5234643089021684
