epoch,theta_1,theta_2,train_fy_loss,validation_fy_loss,train_decision_gap,validation_decision_gap
0,1.6236203565420875,3.3521429192297485,6.8971993026137355,6.5741152013987305,12.2969801902771,11.551857635498047
10,2.5857421299250314,2.3776816078287957,5.923805493712425,5.580294874593616,9.773328113555909,9.117023115158082
20,3.3045149510289638,1.6344059926825114,5.723768017590046,5.335590384110809,8.946242866516114,8.399448627471925
30,3.6121524591181897,1.4333841448601017,5.756710784435272,5.34959468345344,9.369377212524414,8.35546933746338
40,3.5920526700356534,1.6482039932513965,5.7308212462067605,5.336051130115986,9.307367782592774,8.403677297592163
50,3.448211976358696,1.8216591363560692,5.723481478989124,5.341010834038258,9.233833427429198,8.502341632843018
60,3.345995384680479,1.7905292127347712,5.721251950860023,5.340110132917761,9.233833427429198,8.523356107711791
70,3.32806556134795,1.7037076147323003,5.720930106639862,5.335974517196417,8.998812370300293,8.464853578567505
80,3.3614531943710153,1.688046990670234,5.72151892632246,5.334746116310358,8.962462348937988,8.440959922790528
90,3.376354150694121,1.7219788279125907,5.720880466401577,5.33555574978888,9.014050331115723,8.438281789779664
100,3.3795572697568077,1.7371521884463639,5.720793579816818,5.336145169749856,8.998812370300293,8.48120227241516
110,3.3748397440880815,1.722181207078538,5.720862474739551,5.335590283796191,8.998812370300293,8.4659693775177
120,3.3789138803478145,1.7136539875142673,5.721030424237251,5.335202570483088,8.998812370300293,8.430623792648316
130,3.3816883844679393,1.7228367019645834,5.72093280941248,5.33549983894825,8.998812370300293,8.442808393478394
140,3.377964975855495,1.7319523179651086,5.720804140269756,5.335940556272864,8.998812370300293,8.453237478256225
150,3.358861999905807,1.727537922777178,5.720686845779419,5.336123122602701,8.998812370300293,8.48310912322998
160,3.358098309218706,1.7164898743720336,5.720810478329659,5.335697959974408,8.998812370300293,8.46792502784729
170,3.364449053552695,1.732009121301845,5.720687860250473,5.3362003281861545,8.998812370300293,8.48178797531128
180,3.3682237225488123,1.7295176056463955,5.720734126865864,5.336014959290623,8.998812370300293,8.482534175872802
190,3.368882806922863,1.7060823480806022,5.721074565947056,5.335116537451744,8.962462348937988,8.442059942245484
200,3.3862928374624848,1.7196044136898276,5.721032862365246,5.335304027974606,8.962462348937988,8.438598840713501
210,3.3823777096208665,1.7256384990244613,5.720907462835312,5.335600458577275,9.014050331115723,8.441703138351441
220,3.3675682154714948,1.726551048222275,5.720754849612713,5.335901846185327,8.998812370300293,8.456812379837036
230,3.3538188535827396,1.722918253978723,5.720710114836693,5.336042366802692,8.998812370300293,8.470007528305054
240,3.3584126468522224,1.7253117745403432,5.720705625116825,5.336038926020264,8.998812370300293,8.470753728866578
250,3.369801038768402,1.712399962100309,5.7209548851847645,5.335317118301988,8.998812370300293,8.43887569618225
260,3.389062865277353,1.72532351861813,5.720997996926307,5.335485904619098,8.998812370300293,8.435414594650268
270,3.36700024317072,1.7160088796907689,5.720874620676041,5.335500379234553,8.998812370300293,8.447599195480347
280,3.3747344798727252,1.7234717673573923,5.720848599970341,5.3356430924981835,8.998812370300293,8.454801694869996
290,3.363158371426596,1.7116246166764395,5.720915863215923,5.335415949821472,8.998812370300293,8.436160795211793
300,3.3653954783312945,1.7309253283289538,5.72070024907589,5.336132440492511,8.998812370300293,8.482476722717285
310,3.3820432622892107,1.7253896837530613,5.720905930101871,5.335595688343048,8.998812370300293,8.46336827659607
320,3.3764791117144917,1.7300676882661876,5.720804222226143,5.335885508671403,8.998812370300293,8.467292627334595
330,3.3875917213642865,1.7209119421534358,5.721030287146569,5.335334162726999,8.998812370300293,8.435414594650268
340,3.3657293122560707,1.7265870068053353,5.720741418004036,5.335939348608256,8.998812370300293,8.458642534255981
350,3.3598299213998493,1.7352472065268543,5.720645899474621,5.3364439748227595,9.013815422058105,8.4869112701416
360,3.3751770837167605,1.7115600742000714,5.7210305601358415,5.335191435620189,9.014050331115723,8.433338693618774
370,3.3689679600717097,1.7415197820344783,5.720689776837826,5.336547628551721,9.013815422058105,8.485203811645508
380,3.356625828310066,1.712834141935817,5.7208570942282675,5.3355943437069655,8.998812370300293,8.463311929702758
390,3.3571479769012016,1.7296300868085417,5.720662562251091,5.336251308724284,8.998812370300293,8.475214572906495
400,3.3639243239246865,1.7155562446907935,5.720860345959664,5.335543670549988,8.998812370300293,8.444450735092163
410,3.3886144995135576,1.712284769335994,5.721186451911926,5.335003464922309,8.962462348937988,8.445013242721558
420,3.367399825218837,1.7620420065240403,5.720788185298443,5.337688601076603,9.197480430603028,8.48201950454712
430,3.3656482579519356,1.7097991650136855,5.720970200300217,5.335302524507045,8.998812370300293,8.434924993515015
440,3.373758600805733,1.7249856065511426,5.720822454094887,5.335721309393644,8.998812370300293,8.448107583999633
450,3.380336429283745,1.7215013033471636,5.720932268500328,5.335470254600048,8.998812370300293,8.440905084609986
460,3.3554332410378205,1.7289591820284254,5.720658472180366,5.336260334312916,8.998812370300293,8.47478131866455
470,3.3559282612451105,1.723596842317262,5.72071093738079,5.336022667452693,8.998812370300293,8.481987121582032
480,3.394969249088512,1.714664725015979,5.721232465207577,5.335000034168362,8.962462348937988,8.446516641616821
490,3.367479028227092,1.7257667567028407,5.720760997533798,5.335870896026492,8.998812370300293,8.452015226364136
500,3.360706181738194,1.7302939532445714,5.7206770950555805,5.336203315243125,8.998812370300293,8.483923774719239
