epoch,theta_1,theta_2,train_fy_loss,validation_fy_loss,train_decision_gap,validation_decision_gap,test_mean_decision_gap,test_mean_normalized_gap,test_median_normalized_gap,test_mean_achieved_oracle_ratio
0,1.6236203565420875,3.3521429192297485,4.6901083287596705,4.8194366288185115,4.565762042999268,4.332715721130371,4.426925163269043,0.032300149077537595,0.022853145760664263,0.9676998509222097
10,2.6065469055746555,2.4559468887166904,3.6585053011775015,3.746350107938051,1.5091386795043946,1.6205808448791503,1.6800069465637206,0.012517346639023198,0.004814992520327413,0.9874826533608765
20,3.499722985396615,2.3879899438861294,3.137710071504116,3.1946925000846385,0.9581303405761719,0.9593100643157959,0.931863624572754,0.006890827786904932,0.0,0.9931091722130403
30,4.270365189385643,2.8600437814365987,2.7804395532608033,2.81267262339592,0.8666081237792969,0.9368905925750732,0.9201792526245117,0.006802418419044904,0.0,0.9931975815809011
40,4.936724504697802,3.1498316751899877,2.562037794589996,2.579926118552685,0.7292671585083008,0.8877643489837647,0.8572584762573242,0.006352101546706962,0.0,0.9936478984532425
50,5.512731880964035,3.256552833235165,2.4158883088827134,2.425025630891323,0.7135276794433594,0.7618320369720459,0.7759369888305664,0.0057699726942354035,0.0,0.9942300273057186
60,6.0053638516941525,3.4041006511443594,2.3112587839365006,2.3157737240195275,0.685639877319336,0.773884859085083,0.7505597305297852,0.005570534134171714,0.0,0.9944294658657838
70,6.4350240242231145,3.6046318275693294,2.2305829662084578,2.2334466961026194,0.6798599243164063,0.7718353366851807,0.7523152084350586,0.005583306988367029,0.0,0.9944166930115885
80,6.823117719362716,3.755439500076442,2.168550015091896,2.1706826427578925,0.685419921875,0.7614898204803466,0.7455201187133789,0.0055091907537754715,0.0,0.9944908092461808
90,7.177185230745426,3.869040061073381,2.119900931119919,2.1215782234072686,0.6959844970703125,0.748751745223999,0.7283380966186523,0.005364179292615496,0.0,0.9946358207073422
100,7.501430809614299,4.011726930162966,2.0802068734169006,2.08095252007246,0.6959844970703125,0.756725263595581,0.7228428268432617,0.0053212577763326295,0.0,0.9946787422236254
