dataset_key,train_size,method,selection_metric,bin_index,bin_count,mean_predicted_reward,mean_synthetic_label_reward,min_predicted_reward,max_predicted_reward,calibration_error
unseen1000,200,2stage,validation_mse_loss,0,19436,0.7580157124202883,0.7657827383122324,0.09884810303442167,1.3838734793056922,0.007767025891944113
unseen1000,200,2stage,validation_mse_loss,1,19436,2.019816842237747,2.0367947316361104,1.3838734793056922,2.5700506420711746,0.0169778893983632
unseen1000,200,2stage,validation_mse_loss,2,19436,3.1129217548354347,3.1327637987547536,2.5700506420711746,3.6259501465108332,0.019842043919318986
unseen1000,200,2stage,validation_mse_loss,3,19436,4.0811349099555265,4.103229327146888,3.6259657333452795,4.547012923702341,0.022094417191361515
unseen1000,200,2stage,validation_mse_loss,4,19436,4.9292202536906125,4.94466960891379,4.547012923702341,5.337797895272869,0.015449355223177363
unseen1000,200,2stage,validation_mse_loss,5,19436,5.684096275985839,5.704471691544347,5.337797895272869,6.029734561278138,0.02037541555850808
unseen1000,200,2stage,validation_mse_loss,6,19435,6.420762339717198,6.447883935792912,6.029734561278138,6.800880640185624,0.027121596075713406
unseen1000,200,2stage,validation_mse_loss,7,19435,7.155797305382181,7.190764955791005,6.801017356677535,7.512455904263625,0.03496765040882455
unseen1000,200,2stage,validation_mse_loss,8,19435,7.8916084797266794,7.937277009918354,7.512455904263625,8.266940954532483,0.045668530191674606
unseen1000,200,2stage,validation_mse_loss,9,19435,8.631772114898144,8.680292595165813,8.266940954532483,9.051019553718495,0.048520480267669086
unseen1000,200,2stage,validation_mse_loss,10,19435,9.873320155244034,9.881154655974722,9.051019553718495,10.765340846730558,0.007834500730687921
unseen1000,200,2stage,validation_mse_loss,11,19435,12.002382037668335,12.014196948524242,10.765508273554591,14.000130893705153,0.011814910855907357
unseen1000,200,e2e,validation_decision_gap,0,19436,0.6755020046893443,0.765703611980942,0.08807806164793916,1.2330928958827838,0.09020160729159765
unseen1000,200,e2e,validation_decision_gap,1,19436,1.8001776659922826,2.0372673647777613,1.2330928958827838,2.2900295700347826,0.2370896987854787
unseen1000,200,e2e,validation_decision_gap,2,19436,2.77481079712641,3.1323837875448937,2.2900295700347826,3.233569364698452,0.35757299041848345
unseen1000,200,e2e,validation_decision_gap,3,19436,3.6382016987014416,4.103930237889903,3.2336001911159253,4.05159099986338,0.4657285391884618
unseen1000,200,e2e,validation_decision_gap,4,19436,4.394827969167289,4.944386520818026,4.05159099986338,4.756215624293435,0.5495585516507369
unseen1000,200,e2e,validation_decision_gap,5,19436,5.067791454216038,5.704249701276192,4.756215624293435,5.377234227782495,0.6364582470601539
unseen1000,200,e2e,validation_decision_gap,6,19435,5.724483616939436,6.448119814462762,5.377422084113638,6.06478435500628,0.7236361975233265
unseen1000,200,e2e,validation_decision_gap,7,19435,6.3791133471253865,7.191785814831427,6.0651103632184915,6.693932750866647,0.8126724677060402
unseen1000,200,e2e,validation_decision_gap,8,19435,7.034993215549946,7.935825263205671,6.693932750866647,7.373254980719338,0.900832047655725
unseen1000,200,e2e,validation_decision_gap,9,19435,7.694630660961401,8.68075054743801,7.373460643954642,8.071132951357969,0.9861198864766081
unseen1000,200,e2e,validation_decision_gap,10,19435,8.804735026429148,9.881022610552733,8.071154378190027,9.59828920282367,1.0762875841235857
unseen1000,200,e2e,validation_decision_gap,11,19435,10.70355130499127,12.013856711926177,9.598448510094288,12.485272461066533,1.3103054069349067
unseen1000,200,e2e,validation_fy_loss,0,19436,0.9387382282975599,0.765729651286321,0.12268193283123076,1.717547105339813,0.17300857701123895
unseen1000,200,e2e,validation_fy_loss,1,19436,2.4952817150951265,2.0367164128993025,1.717547105339813,3.189730207909417,0.45856530219582403
unseen1000,200,e2e,validation_fy_loss,2,19436,3.8365116954816094,3.132615224167898,3.189730207909417,4.4165498561398016,0.7038964713137115
unseen1000,200,e2e,validation_fy_loss,3,19436,5.019206720610237,4.101851826723428,4.4165498561398016,5.528231922802772,0.9173548938868086
unseen1000,200,e2e,validation_fy_loss,4,19436,6.047973301108322,4.945744716340952,5.528393500591378,6.502142234393609,1.1022285847673698
unseen1000,200,e2e,validation_fy_loss,5,19436,6.9719495660386155,5.702954851751785,6.502142234393609,7.435406576032917,1.2689947142868307
unseen1000,200,e2e,validation_fy_loss,6,19435,7.89078504905535,6.449643571057233,7.435415662534242,8.342371706739186,1.4411414779981175
unseen1000,200,e2e,validation_fy_loss,7,19435,8.799507433199224,7.184674123494644,8.342371706739186,9.254613023647781,1.6148333097045802
unseen1000,200,e2e,validation_fy_loss,8,19435,9.716623151600887,7.946469467723465,9.254613023647781,10.182600447843443,1.770153683877422
unseen1000,200,e2e,validation_fy_loss,9,19435,10.629250376246652,8.67415688163614,10.182600447843443,11.07530078958522,1.9550934946105123
unseen1000,200,e2e,validation_fy_loss,10,19435,12.072001117810442,9.883929731841562,11.075631504780917,13.162030740704475,2.1880713859688807
unseen1000,200,e2e,validation_fy_loss,11,19435,14.669434741541915,12.014795646564433,13.162030740704475,17.10625672484655,2.6546390949774814
