epoch,theta_1,theta_2,train_mse_loss,validation_mse_loss
0,1.6236203565420875,3.3521429192297485,24.138827796904152,23.77887835623421
1,1.67362035654128,3.4021429192282877,23.74246333461586,23.391823571024975
2,1.7236095089291676,3.4521264984886773,23.349950614805863,23.00850010439639
3,1.7735804914669981,3.5020824797945895,22.961353994897323,22.628970603957114
4,1.8235259353253628,3.5519995432007483,22.576735731904463,22.253295689244986
5,1.873438442293829,3.6018662505086807,22.196155802031218,21.881533776408833
6,1.923310601987511,3.65167107003995,21.819671730056797,21.513740912354102
7,1.973135008918671,3.701402401514786,21.44733842972508,21.149970619535836
8,2.022904279305183,3.751048600846388,21.07920805621896,20.790273752450915
9,2.0726110674932894,3.800598004666352,20.715329871652212,20.434698366737575
10,2.1222480818793885,3.8500389544045186,20.355750124351513,20.083289601635116
11,2.1718081002243963,3.899359819756779,20.000511942535187,19.736089576395887
12,2.2212839842643186,3.9485490213867735,19.64965524282509,19.393137301076127
13,2.2706686935318094,3.9975950527216195,19.303216653857845,19.054468601967592
14,2.3199552983154055,4.0464865007174655,18.961229455094244,18.72011606176919
15,2.3691369916955596,4.095212065487433,18.623723530764856,18.39010897444147
16,2.4182071006092967,4.143760578701992,18.290725338736717,18.064473314538656
17,2.467159095908014,4.192121020689648,17.96225789394491,17.74323172067527
18,2.5159866013854324,4.240282536183672,17.638340765903937,17.426403492659382
19,2.564683401764733,4.28823444867813,17.318990089699536,17.11400460171349
20,2.6132434496453443,4.335966273373378,17.00421858976277,16.806047713107635
21,2.661660871420467,4.3834677287072195,16.69403561564549,16.502542220449044
22,2.709929972186148,4.430728746482888,16.388447188949677,16.203494290807647
23,2.7580452396714334,4.477739480618691,16.087456060512913,15.90890691980768
24,2.8060013472267746,4.524490314556441,15.79106177691742,15.618779995781622
25,2.8537931559143863,4.570971867376614,15.499260755370265,15.333110372063265
26,2.9014157157496867,4.617174998677447,15.21204636599639,15.051891946490471
27,2.9488642661472433,4.6630908122828965,14.929409020592564,14.7751157471945
28,2.996134235627904,4.708710658850614,14.651336266908606,14.502770023769916
29,3.0432212408460106,4.754026137455793,14.377812887549707,14.234840342945931
30,3.0901210849968828,4.799029096230084,14.108821002630272,13.971309687915069
31,3.1368297556651643,4.843711632136787,13.844340175352814,13.712158560516759
32,3.183343422174267,4.88806608996435,13.58434751973424,13.45736508552093
33,3.229658432496084,4.932085060619934,13.328817809754907,13.206905116307661
34,3.2757713097784995,4.975761378803581,13.077723589261764,12.960752341293356
35,3.3216787485460606,5.019088120141467,12.831035282014446,12.718878390509726
36,3.3673776106266184,5.062058597853952,12.58872130132173,12.48125294179834
37,3.4128649208538517,5.104666359030788,12.350748158773609,12.247843826139947
38,3.4581378625924413,5.146905180582055,12.117080571631595,12.018617131693082
39,3.5031937731293645,5.188769064929178,11.887681568494957,11.793537306170137
40,3.548030138971362,5.230252235495983,11.662512592913801,11.57256725723068
41,3.5926445910851736,5.271349132055145,11.441533604670198,11.355668450620424
42,3.6370349001136884,5.312054405980692,11.224703178495815,11.142801005830448
43,3.6811989715977673,5.3523629154525425,11.011978600038534,10.933923789093734
44,3.725134841230188,5.3922697206544274,10.803315958931009,10.728994503575613
45,3.768840670164977,5.431770079001981,10.59867023885121,10.527969776650522
46,3.8123147404023654,5.47085944043342,10.397995404498396,10.33080524419022
47,3.8555554502667326,5.509533442791002,10.201244485438018,10.13745563181754
48,3.8985613099922,5.547787907317461,10.008369656795692,9.947874833105868
49,3.9413309374280487,5.5856188342878275,9.819322316803682,9.762015984727078
50,3.9838630538738085,5.623022398793528,9.634053161223694,9.579831538570541
51,4.0261564800517435,5.659994946692347,9.452512254687093,9.401273330872655
52,4.068210132222549,5.69653299073483,9.274649099008359,9.226292648410636
53,4.1100230184483,5.732633206874905,9.10041269853976,9.054840291826217
54,4.151594235005167,5.768292430769992,8.929751622645025,8.886866636154439
55,4.1929229629469935,5.803507654473563,8.762614065377678,8.722321688640411
56,4.23400846481963,5.838276023321081,8.598947902455524,8.561155143932623
57,4.274850081524829,5.872594833008409,8.438700745627024,8.403316436745591
58,4.315447229331605,5.906461526860172,8.281819994528076,8.24875479208729
59,4.355799397032147,5.9398736932841185,8.1282528861291,8.097419273148288
60,4.395906143238724,5.972829063406343,7.9779465418727025,7.949258826949813
61,4.435767093817457,6.0053255088811275,7.8308480126014635,7.804222327847408
62,4.475381939454385,6.0373610398682995,7.686904321373966,7.6622586189853745
63,4.514750433348897,6.068933803170255,7.546062504264983,7.523316551795172
64,4.553872389029313,6.100042080520173,7.408269649242967,7.387345023628259
65,4.592747678285222,6.130684287012482,7.273472933214872,7.254293013610811
66,4.631376229211018,6.1608589696662515,7.141619657324655,7.124109616804317
67,4.669758024355027,6.190564806111918,7.012657280588124,6.996744076752349
68,4.707893098968583,6.219800603391575,6.886533451942691,6.872145816489954
69,4.745781539349416,6.2485652968629575,6.7631960407864655,6.750264468088087
70,4.783423481273798,6.27685794919722,6.6425931660770186,6.631049900801498
71,4.820819108511966,6.304677749460661,6.5246732240558165,6.5144522478843605
72,4.857968651421456,6.332024012270628,6.409384914660312,6.400421932133972
73,4.89487238561313,6.358896177015989,6.296677266681474,6.288909690218859
74,4.931530630684838,6.385293807132755,6.186499661720627,6.179866595843737
75,4.967943749017811,6.4112165894256465,6.078801856995624,6.073244081800154
76,5.004112144631103,6.436664333426683,5.973534007042653,5.968993960947907
77,5.04003626208954,6.461636970782143,5.870646684356514,5.867068446169089
78,5.075716585460901,6.486134554659566,5.770090899008783,5.767420169333196
79,5.111153637318187,6.510157259166802,5.67181811728024,5.670002199308849
80,5.146347977783111,6.53370537877546,5.575780279340881,5.574768059054657
81,5.181300203607084,6.556779327741473,5.48192981600822,5.48167174181923
82,5.216010947286239,6.579379639515871,5.390219664611883,5.390667726477758
83,5.250480876207174,6.601506966139244,5.300603283990342,5.3017109920303644
84,5.284710691820372,6.623162077613752,5.213034668643326,5.214757031285334
85,5.318701128838365,6.644345861246951,5.1274683620616335,5.129761863748438
86,5.352452954455982,6.665059320962083,5.043859469254251,5.046682047737838
87,5.385966967590155,6.685303576569892,4.96216366849114,4.965474691742557
88,5.419243998136958,6.705079862997404,4.882337222278641,4.886097465041111
89,5.452284906243721,6.724389529469533,4.804336987583279,4.80850860759574
90,5.4850905815942514,6.743234038639731,4.728120425318622,4.732666939236586
91,5.517661942705318,6.76161496566632,4.653645609109011,4.658531868149336
92,5.5499999362327435,6.779533997231503,4.58087123334318,4.586063398679036
93,5.58210553628559,6.796992930500439,4.509756620530158,4.515222138462222
94,5.613979743747051,6.813993672018126,4.440261727969396,4.445969304898974
95,5.6456235856008234,6.830538236542216,4.372347153746599,4.378266730976138
96,5.677038114261836,6.846628745810215,4.305974142066559,4.312076870452658
97,5.708224406910355,6.8622674272398765,4.241104587934053,4.247362802417817
98,5.739183564828592,6.8774566125619305,4.177701041193787,4.184088235233055
99,5.769916712739052,6.892198736384618,4.1157267099404065,4.1222175098680065
100,5.800424998143967,6.9064963346897965,4.05514546330961,4.061715602641496
