epoch,theta_1,theta_2,train_fy_loss,validation_fy_loss,train_decision_gap,validation_decision_gap
0,1.6236203565420875,3.3521429192297485,6.119962640702725,5.728410990163684,8.924670925140381,8.616784415245057
10,2.597935132863027,2.3867846546044786,5.097701861262322,4.723551826283336,6.196666049957275,6.2137421045303345
20,3.4199291956500364,1.7504566156498023,4.828768926858902,4.440127984106541,5.822508735656738,5.420398804664612
30,3.9885036818001725,1.7683532551615029,4.764505609571934,4.367124738126993,5.843575401306152,5.353487365722656
40,4.313572650219307,2.099506939724033,4.729383280873298,4.32854757168889,5.6662118530273435,5.412483130455017
50,4.475857997041282,2.2781382472852183,4.730735974609852,4.327341166779399,5.7448633193969725,5.403311100959778
60,4.543216673092268,2.2357367570183717,4.730664865970612,4.325133684575558,5.702183380126953,5.400821480751038
70,4.546761417303275,2.1547829440817936,4.7304155573248865,4.324444399103522,5.717094421386719,5.418190634727478
80,4.516832895396997,2.1470886434735443,4.729858993887901,4.32456113371253,5.717094421386719,5.419556735038757
90,4.481424882878568,2.1691644660353604,4.729170559048653,4.32476757080853,5.717094421386719,5.406510569572449
100,4.464187836174497,2.181865137563228,4.7289613452553745,4.325054651111365,5.702183380126953,5.403177428245544
110,4.461392548500045,2.156408423178513,4.728922027945519,4.32498339420557,5.757913894653321,5.414771227836609
120,4.467987299861447,2.1484617318732306,4.729032951593399,4.324923862800002,5.717094421386719,5.408117297172546
130,4.464903981398149,2.160522375277312,4.728956830203533,4.324939379364252,5.717094421386719,5.4060646314620975
140,4.459289722965064,2.1704527712621258,4.728887580037117,4.325040880501271,5.6662118530273435,5.4183343381881715
150,4.455367159432317,2.1711227651025675,4.728846221864224,4.325099765449762,5.6662118530273435,5.416459582328796
160,4.457663956725452,2.15254761181932,4.728889988958835,4.325036001712084,5.757913894653321,5.413451285362243
170,4.452808686587862,2.1768954076210085,4.728827434778213,4.325177917942405,5.702183380126953,5.403177428245544
180,4.44661424144693,2.180411160445549,4.72878558665514,4.325306489408016,5.702183380126953,5.414593401908874
190,4.459896176457281,2.1456645392366553,4.728947647213936,4.325029654666781,5.717094421386719,5.402854044914245
200,4.4689103321229595,2.1599047685011623,4.729007035791874,4.324890958070755,5.717094421386719,5.403771342277527
210,4.471581750355498,2.1618742711051735,4.729039479792118,4.324861264273524,5.717094421386719,5.406972239494324
220,4.464911828496682,2.1750027901357236,4.728954536318779,4.324991318196059,5.6662118530273435,5.414301989555359
230,4.462416896883338,2.1701179696214465,4.728922627568245,4.324996844857931,5.6662118530273435,5.414301989555359
240,4.461602045501789,2.1522874492262516,4.728932880759239,4.324986942261457,5.757913894653321,5.4053897314071655
250,4.458362610382765,2.144640999419534,4.728937947452068,4.32505308163166,5.717094421386719,5.402016394615173
260,4.45838977611029,2.158616748943626,4.728885793685913,4.325020443409682,5.717094421386719,5.4156387357711795
270,4.455681528826702,2.151560446848463,4.728871695399285,4.3250635840296745,5.717094421386719,5.414126185417175
280,4.454243398575319,2.1573381949479393,4.728843001723289,4.325075644105673,5.717094421386719,5.414126185417175
290,4.445438754257896,2.146096670973713,4.728798900544644,4.3252173915952445,5.717094421386719,5.414126185417175
300,4.449340366305697,2.166775134355518,4.72878274679184,4.325166565209627,5.6662118530273435,5.415139639854432
310,4.455086503952717,2.1539103301701075,4.728856771290302,4.325067078948021,5.757913894653321,5.4156387357711795
320,4.46350900425574,2.161204373641745,4.728941141366959,4.324957006543875,5.757913894653321,5.4156387357711795
330,4.480101278584786,2.1565516832476894,4.729172091186046,4.324773874327541,5.717094421386719,5.404351645469665
340,4.473168910880697,2.1727168996905237,4.729058039188385,4.324873669832945,5.625392379760743,5.416993136405945
350,4.460722847922522,2.1619474288388747,4.7289081200957295,4.3249927559942005,5.625392379760743,5.4156387357711795
360,4.4509780959287175,2.160189345827427,4.728805598914623,4.325123630836606,5.625392379760743,5.4156387357711795
370,4.44640993077164,2.1871054794091163,4.728820857405663,4.325383298948407,5.702183380126953,5.415712159156799
380,4.457365351731617,2.1449127038305353,4.72892512857914,4.325064810708165,5.717094421386719,5.402016394615173
390,4.457936317581176,2.1560868590676763,4.728883983492851,4.325027633622288,5.717094421386719,5.404784789085388
400,4.448661161571833,2.148835683337755,4.728814005851746,4.325163987368345,5.717094421386719,5.4054596891403195
410,4.457189028311474,2.1508397765223464,4.728891051411629,4.325045633271337,5.717094421386719,5.404784789085388
420,4.464742717037114,2.189539057965215,4.729009531140328,4.325129002660513,5.702183380126953,5.419729660987854
430,4.463369853453839,2.151857633192991,4.7289555317163465,4.324966831490397,5.757913894653321,5.403538634300232
440,4.459723282585478,2.16255699125079,4.728895779252053,4.325006900757551,5.757913894653321,5.414126185417175
450,4.464633114057313,2.169218665759438,4.728947470784187,4.3249630434662105,5.6662118530273435,5.416993136405945
460,4.448200764971599,2.16068890590143,4.728778396546841,4.325165328279137,5.6662118530273435,5.415480586051941
470,4.4402340099637785,2.167860921514823,4.728706665039063,4.325314893871546,5.6662118530273435,5.403177428245544
480,4.465382074091072,2.149947627495503,4.728989481329918,4.324947741746903,5.717094421386719,5.402839095115661
490,4.463763914630307,2.158084162061221,4.728947083055973,4.324952712729573,5.717094421386719,5.404784789085388
500,4.44555108356543,2.1833740499997254,4.728792334794998,4.325354461580515,5.702183380126953,5.410070206642151
