base_graph_id,case_label,mechanism,density_variant,method_label,mean_rank1_normalized_gap,mean_rank2_normalized_gap,mean_delta_rank2_vs_original,seed_min_delta_rank2,seed_max_delta_rank2,mean_oracle_obj_delta,rank2_changed_rate,oracle_changed_rate,mechanism_preserved,interpretation_note
G-392.json,case_c_spoplus_fixes_2stage,SPO+ region correction,add25arcs,spoplus_val_spoplus_loss,0.06447957043938461,0.08743453766080049,0.06210784915070071,-0.001869967640844173,0.134293239992252,136.5686013713479,1.0,1.0,yes,G-392.json SPO+ region correction: SPO+ rank1 mean gap 6.45% vs 2stage 7.32%; spoplus_val_spoplus_loss rank2 mean gap 8.74%; preserved=yes.
G-392.json,case_c_spoplus_fixes_2stage,SPO+ region correction,remove25arcs,2stage_val_mse,0.21486361594163111,0.12963399486077645,-0.189731014070205,-0.31936500893098146,0.025328807146291987,-29.131519743800162,1.0,1.0,yes,G-392.json SPO+ region correction: SPO+ rank1 mean gap 5.45% vs 2stage 21.49%; 2stage_val_mse rank2 mean gap 12.96%; preserved=yes.
G-392.json,case_c_spoplus_fixes_2stage,SPO+ region correction,remove25arcs,spoplus_val_spoplus_loss,0.054490337434199385,0.07197847907845703,0.04665179056835726,-0.024257988738430568,0.23529336675601292,-29.131519743800162,1.0,1.0,yes,G-392.json SPO+ region correction: SPO+ rank1 mean gap 5.45% vs 2stage 21.49%; spoplus_val_spoplus_loss rank2 mean gap 7.20%; preserved=yes.
G-392.json,case_c_spoplus_fixes_2stage,SPO+ region correction,remove25pct,2stage_val_mse,0.024303800634697822,0.0687270542841851,-0.2506379546467964,-0.31911768242234867,-0.1126733529159567,-80.34459996968508,1.0,1.0,mixed,G-392.json SPO+ region correction: SPO+ rank1 mean gap 2.43% vs 2stage 2.43%; 2stage_val_mse rank2 mean gap 6.87%; preserved=mixed.
G-392.json,case_c_spoplus_fixes_2stage,SPO+ region correction,remove25pct,spoplus_val_spoplus_loss,0.024303800634697822,0.12597640079097003,0.10064971228087027,-0.02507936200146699,0.18136496750492498,-80.34459996968508,1.0,1.0,mixed,G-392.json SPO+ region correction: SPO+ rank1 mean gap 2.43% vs 2stage 2.43%; spoplus_val_spoplus_loss rank2 mean gap 12.60%; preserved=mixed.
G-696.json,case_b_different_solution_near_optimal,close alternatives,original,2stage_val_mse,0.000643594875131222,0.010214456709745657,0.0,0.0,0.0,0.0,0.0,0.0,yes,G-696.json close alternatives: 2stage_val_mse rank2 mean gap 1.02% with delta range 0.00% to 0.00%; preserved=yes.
G-696.json,case_b_different_solution_near_optimal,close alternatives,original,spoplus_val_spoplus_loss,0.000643594875131222,0.037509657399724734,0.0,0.0,0.0,0.0,0.0,0.0,yes,G-696.json close alternatives: spoplus_val_spoplus_loss rank2 mean gap 3.75% with delta range 0.00% to 0.00%; preserved=yes.
G-696.json,case_b_different_solution_near_optimal,close alternatives,add25pct,2stage_val_mse,0.041698794942130704,0.04687836572504941,0.03666390901530375,-0.010214456709745657,0.09895149229953691,243.60887929499148,1.0,1.0,yes,G-696.json close alternatives: 2stage_val_mse rank2 mean gap 4.69% with delta range -1.02% to 9.90%; preserved=yes.
G-696.json,case_b_different_solution_near_optimal,close alternatives,add25pct,spoplus_val_spoplus_loss,0.035550874939261644,0.043124159463923985,0.005614502064199249,-0.037509657399724734,0.06843041058970314,243.60887929499148,1.0,1.0,yes,G-696.json close alternatives: spoplus_val_spoplus_loss rank2 mean gap 4.31% with delta range -3.75% to 6.84%; preserved=yes.
G-696.json,case_b_different_solution_near_optimal,close alternatives,add25arcs,2stage_val_mse,0.04911057798137904,0.023991765885581752,0.013777309175836094,-0.010214456709745657,0.06122744330055687,137.80980095863342,1.0,1.0,yes,G-696.json close alternatives: 2stage_val_mse rank2 mean gap 2.40% with delta range -1.02% to 6.12%; preserved=yes.
G-696.json,case_b_different_solution_near_optimal,close alternatives,add25arcs,spoplus_val_spoplus_loss,0.03911358749085571,0.03488321661690963,-0.0026264407828151077,-0.03670643877323188,0.03885911654284168,137.80980095863342,1.0,1.0,yes,G-696.json close alternatives: spoplus_val_spoplus_loss rank2 mean gap 3.49% with delta range -3.67% to 3.89%; preserved=yes.
G-696.json,case_b_different_solution_near_optimal,close alternatives,remove25arcs,2stage_val_mse,0.0016152813772870663,0.022476855321428728,0.012262398611683073,-0.010214456709745657,0.04033487165572825,-26.463118982315063,0.6,1.0,yes,G-696.json close alternatives: 2stage_val_mse rank2 mean gap 2.25% with delta range -1.02% to 4.03%; preserved=yes.
G-696.json,case_b_different_solution_near_optimal,close alternatives,remove25arcs,spoplus_val_spoplus_loss,0.001885515194127417,0.01748506636601238,-0.020024591033712354,-0.037509657399724734,-0.0006198527859371944,-26.463118982315063,0.6,1.0,yes,G-696.json close alternatives: spoplus_val_spoplus_loss rank2 mean gap 1.75% with delta range -3.75% to -0.06%; preserved=yes.
G-696.json,case_b_different_solution_near_optimal,close alternatives,remove25pct,2stage_val_mse,0.027961827658229438,0.03579076695273462,0.025576310242988964,-0.0007342825617184228,0.055604143091979245,-78.58853825815022,1.0,1.0,yes,G-696.json close alternatives: 2stage_val_mse rank2 mean gap 3.58% with delta range -0.07% to 5.56%; preserved=yes.
G-696.json,case_b_different_solution_near_optimal,close alternatives,remove25pct,spoplus_val_spoplus_loss,0.027961827658229438,0.05828649342416199,0.02077683602443726,-0.0280294832516975,0.11478033388304723,-78.58853825815022,1.0,1.0,mixed,G-696.json close alternatives: spoplus_val_spoplus_loss rank2 mean gap 5.83% with delta range -2.80% to 11.48%; preserved=mixed.
