case_id,case_label,base_graph_id,subset_seed,perturb_seed,density_variant,arc_delta_type,original_num_arcs,variant_num_arcs,arc_delta,method_label,original_oracle_obj,variant_oracle_obj,delta_oracle_obj,relative_delta_oracle_obj,oracle_solution_changed_vs_original,original_rank1_normalized_gap,variant_rank1_normalized_gap,delta_rank1_normalized_gap,original_rank2_normalized_gap,variant_rank2_normalized_gap,delta_rank2_normalized_gap,original_rank2_minus_rank1_normalized_gap,variant_rank2_minus_rank1_normalized_gap,delta_rank2_minus_rank1_normalized_gap,rank1_solution_changed_vs_original,rank2_solution_changed_vs_original,num_added_arcs_in_oracle,num_added_arcs_in_rank1,num_added_arcs_in_rank2,num_removed_arcs_from_original_oracle,num_removed_arcs_from_original_rank1,num_removed_arcs_from_original_rank2
case_c_spoplus_fixes_2stage_001,case_c_spoplus_fixes_2stage,G-392.json,1,4,original,none,296,296,0,2stage_val_mse,258.470400467515,258.470400467515,0.0,0.0,False,0.31384871056929403,0.31384871056929403,0.0,0.31936500893098146,0.31936500893098146,0.0,0.005516298361687433,0.005516298361687433,0.0,False,False,0,0,0,0,0,0
case_c_spoplus_fixes_2stage_001,case_c_spoplus_fixes_2stage,G-392.json,1,4,original,none,296,296,0,spoplus_val_spoplus_loss,258.470400467515,258.470400467515,0.0,0.0,False,0.0,0.0,0.0,0.025326688510099775,0.025326688510099775,0.0,0.025326688510099775,0.025326688510099775,0.0,False,False,0,0,0,0,0,0
case_c_spoplus_fixes_2stage_001,case_c_spoplus_fixes_2stage,G-392.json,1,4,add25pct,add_fraction,296,370,74,2stage_val_mse,258.470400467515,588.7532022595406,330.28280179202557,1.2778360740518762,True,0.31384871056929403,0.014920345983096418,-0.2989283645861976,0.31936500893098146,0.015920255106627035,-0.30344475382435443,0.005516298361687433,0.0009999091235306165,-0.004516389238156816,True,True,13,15,14,0,0,0
case_c_spoplus_fixes_2stage_001,case_c_spoplus_fixes_2stage,G-392.json,1,4,add25pct,add_fraction,296,370,74,spoplus_val_spoplus_loss,258.470400467515,588.7532022595406,330.28280179202557,1.2778360740518762,True,0.0,0.015920255106627035,0.015920255106627035,0.025326688510099775,0.014920345983096418,-0.010406342527003357,0.025326688510099775,-0.0009999091235306165,-0.02632659763363039,True,True,13,14,15,0,0,0
case_c_spoplus_fixes_2stage_001,case_c_spoplus_fixes_2stage,G-392.json,1,4,add25arcs,add_fixed,296,321,25,2stage_val_mse,258.470400467515,477.97610253468156,219.50570206716657,0.8492488953092113,True,0.31384871056929403,0.11068733930565758,-0.20316137126363645,0.31936500893098146,0.11207485616698706,-0.2072901527639944,0.005516298361687433,0.0013875168613294853,-0.0041287815003579476,True,True,6,7,7,0,0,0
case_c_spoplus_fixes_2stage_001,case_c_spoplus_fixes_2stage,G-392.json,1,4,add25arcs,add_fixed,296,321,25,spoplus_val_spoplus_loss,258.470400467515,477.97610253468156,219.50570206716657,0.8492488953092113,True,0.0,0.1016103161330032,0.1016103161330032,0.025326688510099775,0.11530597850402759,0.08997928999392782,0.025326688510099775,0.013695662371024389,-0.011631026139075386,True,True,6,7,7,0,0,0
case_c_spoplus_fixes_2stage_001,case_c_spoplus_fixes_2stage,G-392.json,1,4,remove25arcs,remove_fixed,296,271,-25,2stage_val_mse,258.470400467515,252.94710029661655,-5.5233001708984375,-0.02136917867929181,True,0.31384871056929403,0.3390570649740919,0.02520835440479785,0.31936500893098146,0.34469381607727345,0.025328807146291987,0.005516298361687433,0.00563675110318157,0.00012045274149413698,True,True,0,0,0,1,1,1
case_c_spoplus_fixes_2stage_001,case_c_spoplus_fixes_2stage,G-392.json,1,4,remove25arcs,remove_fixed,296,271,-25,spoplus_val_spoplus_loss,258.470400467515,252.94710029661655,-5.5233001708984375,-0.02136917867929181,True,0.0,0.01835521936318626,0.01835521936318626,0.025326688510099775,0.044234936165808605,0.01890824765570883,0.025326688510099775,0.025879716802622344,0.0005530282925225692,True,True,0,0,0,1,1,1
case_c_spoplus_fixes_2stage_001,case_c_spoplus_fixes_2stage,G-392.json,1,4,remove25pct,remove_fraction,296,222,-74,2stage_val_mse,258.470400467515,208.63110079616308,-49.83929967135191,-0.1928240122706654,True,0.31384871056929403,0.0,-0.31384871056929403,0.31936500893098146,0.00024732650863278294,-0.31911768242234867,0.005516298361687433,0.00024732650863278294,-0.00526897185305465,True,True,0,0,0,5,7,7
case_c_spoplus_fixes_2stage_001,case_c_spoplus_fixes_2stage,G-392.json,1,4,remove25pct,remove_fraction,296,222,-74,spoplus_val_spoplus_loss,258.470400467515,208.63110079616308,-49.83929967135191,-0.1928240122706654,True,0.0,0.0,0.0,0.025326688510099775,0.00024732650863278294,-0.02507936200146699,0.025326688510099775,0.00024732650863278294,-0.02507936200146699,True,True,0,0,0,5,5,6
