epoch,theta_1,theta_2,theta_norm,train_spoplus_loss,validation_spoplus_loss,train_normalized_spoplus_loss,validation_normalized_spoplus_loss,train_decision_gap,validation_decision_gap,train_y_adv_oracle_equal_rate,validation_y_adv_oracle_equal_rate,train_y_pred_oracle_equal_rate,validation_y_pred_oracle_equal_rate
0,1.6236203565420875,3.3521429192297485,3.724648334154514,67.19810443551415,63.68770653780869,0.44645256328409705,0.4400146194106932,10.023597042340164,9.215496435841546,0.0,0.0,0.10333333333333333,0.143
10,2.6110056645522692,4.315403702708011,5.043814003080412,48.25464019395094,45.22030100300323,0.3198981652336778,0.31224875230584415,9.121751446919516,8.359424889573827,0.0,0.0,0.1175,0.1545
20,3.5236399864327477,5.066653539301925,6.171467964861238,38.616162881309656,35.890167205846986,0.2561772146218797,0.24829301220520694,8.411709518249458,7.880308845622465,0.0008333333333333334,0.0005,0.1275,0.1645
30,4.314324222471299,5.500245988577363,6.990429130708926,33.671631923818694,31.20370551096358,0.22361775273428686,0.21627805524857927,8.051893351304654,7.462418935069814,0.0016666666666666668,0.0015,0.135,0.173
40,4.985948101745372,5.6487415567735075,7.534451516103761,30.649010220529018,28.388241213125898,0.20371785213110702,0.1968692611793939,7.552757937178637,7.101808285219595,0.005,0.0025,0.14416666666666667,0.1845
50,5.559875360769252,5.603140760737544,7.893503684165069,28.54258781739855,26.40694905836066,0.1898238717121151,0.18316827786983406,7.166610932887221,6.831778334612027,0.005833333333333334,0.0045,0.15416666666666667,0.187
60,6.055136824238725,5.454256838651501,8.149453946260971,26.974979042047174,24.947680002062413,0.17949763695118726,0.1730506677565843,6.8130300907200825,6.440369237581268,0.009166666666666667,0.0065,0.1625,0.1985
70,6.489202854428895,5.268780718509215,8.358815941606958,25.801888331236054,23.8726161523517,0.17175701180256772,0.16556323189373162,6.508523332936068,6.191383787460625,0.008333333333333333,0.0075,0.175,0.214
80,6.872036212633715,5.090147768088956,8.551870322258758,24.945707798743594,23.083187122360243,0.16611375530949107,0.16007400037744887,6.280203579794615,5.994178229514509,0.008333333333333333,0.0085,0.17666666666666667,0.2205
90,7.2059304301468385,4.950975473718224,8.74285945817932,24.35304022519092,22.521344654154454,0.16223887191276135,0.15616217624037357,6.134648416129251,5.866219233818352,0.009166666666666667,0.01,0.17833333333333334,0.227
100,7.497052173664606,4.853151653968474,8.930782287743114,23.930796451128995,22.11482248670568,0.15949971176454966,0.15333714797757117,6.11837766772757,5.809766485001892,0.01,0.0115,0.18083333333333335,0.2265
110,7.755272482632891,4.794142108017307,9.117458518235635,23.610736813379773,21.806665158029947,0.15743626777802897,0.15121569387041867,6.075889997972796,5.705458134442567,0.010833333333333334,0.0125,0.18333333333333332,0.229
120,7.990852598604832,4.765562171139606,9.303994199247247,23.352062243866428,21.558672657380498,0.15579287754694374,0.14952575395568585,5.960083827661971,5.676585584837944,0.0125,0.013,0.18916666666666668,0.227
130,8.209182617237946,4.758034971748295,9.488391646403592,23.13626293205764,21.353147025167097,0.15444209198640424,0.14813450208419096,5.946497242972255,5.67202893423289,0.013333333333333334,0.014,0.19166666666666668,0.228
140,8.41115915790895,4.75973775606894,9.664507327651203,22.959881034008966,21.18193920204539,0.15334853090005182,0.14698504455538006,5.907561489505072,5.647525683492422,0.014166666666666666,0.015,0.19416666666666665,0.229
150,8.596680484519226,4.769754106496949,9.831249645358326,22.816337933188215,21.04121752066805,0.15246845068947118,0.14604692231479696,5.898781738989055,5.616599682271481,0.014166666666666666,0.015,0.19416666666666665,0.231
160,8.76765981736212,4.784757968733452,9.988281508465038,22.69742111587978,20.92673468137799,0.15174802356985975,0.14528955272320526,5.946553904252748,5.6099511321000755,0.015833333333333335,0.0155,0.19583333333333333,0.231
170,8.92559077116372,4.800729216865803,10.134750693921973,22.59957710934767,20.833567825824336,0.15116293473797096,0.14467575696553514,5.9483198246421916,5.599519732620567,0.02,0.0165,0.195,0.2305
180,9.07039630566805,4.81432983099904,10.26887826705156,22.52052157501528,20.758707192933247,0.15069237041436984,0.1441825384868306,5.931799492072314,5.608369381960482,0.020833333333333332,0.017,0.1975,0.229
190,9.20352865627835,4.830202707349884,10.394027030993662,22.454398386800303,20.69598237950318,0.1503045544584221,0.14377082157909904,5.915080076586455,5.572776282850653,0.0225,0.018,0.1975,0.232
200,9.326831400579463,4.846961560818755,10.511080836283663,22.399437943491925,20.643152689421164,0.14998732095343467,0.1434267342201072,5.947567659225315,5.580111133884639,0.023333333333333334,0.0185,0.19333333333333333,0.2295
210,9.440678602100018,4.861693663389168,10.618967828597446,22.35366529362511,20.59978682050117,0.14972614753640645,0.14314530487238175,5.948920992718389,5.56915908388421,0.023333333333333334,0.0185,0.19333333333333333,0.2295
220,9.54581355102398,4.874935124988772,10.718560949295494,22.31574617135524,20.5638668786342,0.14951355977720032,0.14291426980036864,5.95554999296243,5.561168436184525,0.025,0.0195,0.1925,0.229
230,9.642856509054326,4.886608998499091,10.810348244086482,22.284462280489514,20.534292079585658,0.14934263853377894,0.14272542681462133,5.917948826110611,5.554393935538829,0.025833333333333333,0.0205,0.1925,0.2295
240,9.731553394470465,4.9008669403832785,10.895945495310235,22.258817889157054,20.50976927731476,0.14920595715516777,0.14257087904837432,5.89591482575362,5.563518236204982,0.02666666666666667,0.0215,0.19416666666666665,0.23
