comparison_max_cycle,method_label,oracle_pair_count,rank2_pair_count,fraction_oracle_obj_increased,fraction_oracle_obj_unchanged,fraction_oracle_obj_decreased,fraction_oracle_solution_changed_by_objective,mean_oracle_obj_increase,median_oracle_obj_increase,q25_oracle_obj_increase,q75_oracle_obj_increase,mean_relative_oracle_obj_increase,median_relative_oracle_obj_increase,fraction_rank2_solution_changed,fraction_rank2_solution_unchanged
4,2stage_val_mse,3600,3600,0.6775,0.3225,0.0,0.6775,12.134128724345937,6.9711000844836235,0.0,18.963025495409966,0.06285439456553504,0.031723488866830664,0.7958333333333333,0.20416666666666666
4,spoplus_val_spoplus_loss,3600,3600,0.6775,0.3225,0.0,0.6775,12.134128724345937,6.9711000844836235,0.0,18.963025495409966,0.06285439456553504,0.031723488866830664,0.7961111111111111,0.2038888888888889
5,2stage_val_mse,3600,3600,0.785,0.215,0.0,0.785,20.656615261468104,14.973199427127838,2.324975498020649,31.408224493265152,0.10525565740118242,0.07272729344846895,0.875,0.125
5,spoplus_val_spoplus_loss,3600,3600,0.785,0.215,0.0,0.785,20.656615261468104,14.973199427127838,2.324975498020649,31.408224493265152,0.10525565740118242,0.07272729344846895,0.865,0.135
