regime,method_label,case_type,subset_seed,graph_id,baseline_max_cycle,comparison_max_cycle,baseline_rank2_gap_to_oracle,comparison_rank2_gap_to_oracle,delta_rank2_gap_to_oracle,baseline_rank2_normalized_gap,comparison_rank2_normalized_gap,delta_rank2_normalized_gap,baseline_rank2_same_oracle,comparison_rank2_same_oracle,baseline_num_cycle_candidates,comparison_num_cycle_candidates
step2b_poly_d8,2stage_val_mse,large_improvement,1,G-1107.json,3,4,13.824999809265137,15.138999737799168,1.313999928534031,0.0678293571917865,0.07380043160123799,0.005971074409451493,False,False,nan,27.0
step2b_poly_d8,2stage_val_mse,large_improvement,1,G-1110.json,3,4,14.049699783325195,14.049699783325195,0.0,0.059987976005795196,0.059987976005795196,0.0,False,False,nan,108.0
step2b_poly_d8,2stage_val_mse,large_improvement,1,G-1116.json,3,4,0.0,0.0,0.0,0.0,0.0,0.0,True,True,nan,9.0
step2b_poly_d8,2stage_val_mse,large_improvement,1,G-1125.json,3,4,2.4165008664131165,2.4165008664131165,0.0,0.019327569082584505,0.019327569082584505,0.0,False,False,nan,3.0
step2b_poly_d8,2stage_val_mse,large_improvement,1,G-1127.json,3,4,37.51639938354492,37.51639938354492,0.0,0.22831054184094893,0.22831054184094893,0.0,False,False,nan,1.0
step2b_poly_d8,2stage_val_mse,large_improvement,1,G-1130.json,3,4,1.7013004422187805,36.519101679325104,34.81780123710632,0.010494398258821135,0.21559730938207602,0.20510291112325488,False,False,nan,13.0
step2b_poly_d8,2stage_val_mse,large_improvement,1,G-1133.json,3,4,3.8665011525154114,2.6071008443832397,-1.2594003081321716,0.021869461723984202,0.012522302675142514,-0.009347159048841688,False,False,nan,29.0
step2b_poly_d8,2stage_val_mse,large_improvement,1,G-1134.json,3,4,4.03710013628006,0.0,-4.03710013628006,0.015130215822904669,0.0,-0.015130215822904669,False,True,nan,138.0
step2b_poly_d8,2stage_val_mse,large_improvement,1,G-1138.json,3,4,0.0,0.0,0.0,0.0,0.0,0.0,True,True,nan,5.0
step2b_poly_d8,2stage_val_mse,large_improvement,1,G-114.json,3,4,15.774500489234924,18.23000004887581,2.4554995596408844,0.0764555513991878,0.08366342107812302,0.007207869678935219,False,False,nan,129.0
step2b_poly_d8,2stage_val_mse,large_improvement,1,G-1140.json,3,4,0.0,3.958000659942627,3.958000659942627,0.0,0.03607828452685265,0.03607828452685265,True,False,nan,5.0
step2b_poly_d8,2stage_val_mse,large_improvement,1,G-1149.json,3,4,15.953299880027771,15.41230058670044,-0.5409992933273315,0.07844227717602786,0.06831760164929818,-0.010124675526729687,False,False,nan,42.0
step2b_poly_d8,2stage_val_mse,large_improvement,1,G-116.json,3,4,26.872300446033478,17.96060311794281,-8.911697328090668,0.07953137740732653,0.04927792958761552,-0.030253447819711017,False,False,nan,217.0
step2b_poly_d8,2stage_val_mse,large_improvement,1,G-1161.json,3,4,10.170099973678589,0.0,-10.170099973678589,0.05290999538005782,0.0,-0.05290999538005782,False,True,nan,81.0
step2b_poly_d8,2stage_val_mse,large_improvement,1,G-1169.json,3,4,15.436400890350342,26.170401751995087,10.734000861644745,0.05451230103772032,0.08657671857516083,0.032064417537440514,False,False,nan,60.0
step2b_poly_d8,2stage_val_mse,large_improvement,1,G-117.json,3,4,28.518698811531067,15.733500480651855,-12.785198330879211,0.13291105667455677,0.06452519306581861,-0.06838586360873816,False,False,nan,47.0
step2b_poly_d8,2stage_val_mse,large_improvement,1,G-118.json,3,4,9.355299592018127,20.175500139594078,10.82020054757595,0.0634361680757219,0.13063319534408904,0.06719702726836714,False,False,nan,23.0
step2b_poly_d8,2stage_val_mse,large_improvement,1,G-1180.json,3,4,40.11999952793121,28.412100672721863,-11.70789885520935,0.20408453892983378,0.1407419636862473,-0.06334257524358647,False,False,nan,68.0
step2b_poly_d8,2stage_val_mse,large_improvement,1,G-1182.json,3,4,22.80900175869465,6.933600097894669,-15.87540166079998,0.1256453399167808,0.036797567575212006,-0.0888477723415688,False,False,nan,14.0
step2b_poly_d8,2stage_val_mse,large_improvement,1,G-1186.json,3,4,22.63789999485016,0.0,-22.63789999485016,0.13089024636986044,0.0,-0.13089024636986044,False,True,nan,26.0
step2b_poly_d8,2stage_val_mse,large_improvement,1,G-119.json,3,4,23.932101249694824,24.1103013753891,0.1782001256942749,0.09067937704090913,0.09129294066541489,0.0006135636245057641,False,False,nan,6.0
step2b_poly_d8,2stage_val_mse,large_improvement,1,G-1195.json,3,4,7.269301414489746,0.0,-7.269301414489746,0.04026147224600138,0.0,-0.04026147224600138,False,True,nan,5.0
