base_graph_id,label_seed_count,unique_topology_hashes,unique_label_hashes,case_c_preserved_rate,case_c_preserved_se,case_c_preserved_ci95_halfwidth,spoplus_better_rate,correction_persistence_rate,correction_persistence_se,correction_persistence_ci95_halfwidth,rank2_promotion_persistence_rate,rank2_promotion_persistence_se,rank2_promotion_persistence_ci95_halfwidth,mean_2stage_rank1_gap,mean_2stage_rank2_gap,mean_spoplus_rank1_gap,mean_spoplus_rank2_gap,mean_rank1_gap_reduction,median_rank1_gap_reduction,oracle_solution_unique_count,mean_oracle_jaccard_to_first_seed
G-1560.json,1000,1,1000,0.545,0.015747221977225064,0.030864555075361125,0.998,0.0,0.0,0.0,0.545,0.015747221977225064,0.030864555075361125,0.3002695948886991,0.028289262063219436,0.028289262063219436,0.29492167099192623,0.27198033282547895,0.2738694844701883,8,0.8204486952675778
G-392.json,1000,1,1000,0.661,0.014969268519202933,0.029339766297637748,1.0,0.661,0.014969268519202933,0.029339766297637748,0.0,0.0,0.0,0.3226630156649466,0.32797614817845305,0.020043225311715675,0.3226630156649466,0.30261979035323033,0.30493436755782033,29,0.5815239543209485
