base_graph_id,base_subset_seed,label_seed,epsilon_bar,topology_hash,label_hash,topology_edge_count,relabeled_graph_path,case_c_signature_for_label_seed,solution_arc_key_signature,oracle_arc_key_signature,regime,max_cycle,max_chain,case_type,subset_seed,graph_id,method_label,method,selection_metric,selected_epoch,theta_1,theta_2,solution_rank,cut_attempt,solver_status,solver_status_name,solver_obj_predicted,predicted_obj,true_obj,oracle_obj,gap_to_oracle,normalized_gap_to_oracle,predicted_margin_from_best,true_obj_diff_from_rank1,num_edges,edge_count,num_cycle_candidates,num_chain_candidates,same_solution_as_oracle,edge_jaccard_with_oracle,edge_hamming_with_oracle,edge_overlap_count_with_oracle,same_solution_as_rank1,edge_jaccard_with_rank1,edge_hamming_with_rank1,edge_overlap_count_with_rank1,solution_edge_signature,model_path
G-392.json,1,0,0.5,c5e64ccaf66fee38,3445370ad02de141,296,/local1/fuweik/UdeM-Intern/surrogate_experiment_results/decision_analysis/results/fixed_topology_label_seed/graphs/G-392__fixed_topology_step2c_seed0.json,False,3->46|5->43|11->27|15->39|20->47|21->15|25->22|27->2|30->34|31->48|36->11|37->3|39->21|43->5|46->37|47->25|48->30|57->36|58->20|59->31,3->25|5->43|10->45|11->27|15->39|25->37|27->46|31->7|35->15|37->3|39->35|43->5|46->14|57->10|58->11|59->31,step2b_poly_d8,3,4,large_improvement,1,G-392__fixed_topology_step2c_seed0.json,2stage_val_mse,2stage,validation_mse_loss,500,9.966801670424774,9.043465714447702,1,1,2,OPTIMAL,198.7248082264011,198.7248082264011,156.68349981307983,254.33730302751064,97.65380321443081,0.38395391494531983,0.0,0.0,296,20,15,250,False,0.2,0.08108108108108109,6,True,1.0,0.0,20,23|45|74|94|118|120|146|160|171|173|190|199|209|239|248|255|261|284|290|294,/local1/fuweik/UdeM-Intern/surrogate_experiment_results/Step2_resampling/phase1_runs/step2b_poly_d8/subset_seed=1/model_weights/2stage_best_by_validation_mse_loss.npz
G-392.json,1,0,0.5,c5e64ccaf66fee38,3445370ad02de141,296,/local1/fuweik/UdeM-Intern/surrogate_experiment_results/decision_analysis/results/fixed_topology_label_seed/graphs/G-392__fixed_topology_step2c_seed0.json,False,0->18|3->46|5->43|11->27|15->39|20->47|21->15|27->2|30->34|31->48|36->11|37->3|39->21|43->5|46->37|47->0|48->30|57->36|58->20|59->31,3->25|5->43|10->45|11->27|15->39|25->37|27->46|31->7|35->15|37->3|39->35|43->5|46->14|57->10|58->11|59->31,step2b_poly_d8,3,4,large_improvement,1,G-392__fixed_topology_step2c_seed0.json,2stage_val_mse,2stage,validation_mse_loss,500,9.966801670424774,9.043465714447702,2,2,2,OPTIMAL,198.22646802406632,198.22646802406632,144.01419925689697,254.33730302751064,110.32310377061367,0.43376690110709676,0.4983402023347878,12.669300556182861,296,20,15,250,False,0.2,0.08108108108108109,6,False,0.8181818181818182,0.013513513513513514,18,1|23|45|74|94|118|120|160|171|173|190|199|209|239|248|250|261|284|290|294,/local1/fuweik/UdeM-Intern/surrogate_experiment_results/Step2_resampling/phase1_runs/step2b_poly_d8/subset_seed=1/model_weights/2stage_best_by_validation_mse_loss.npz
G-392.json,1,0,0.5,c5e64ccaf66fee38,3445370ad02de141,296,/local1/fuweik/UdeM-Intern/surrogate_experiment_results/decision_analysis/results/fixed_topology_label_seed/graphs/G-392__fixed_topology_step2c_seed0.json,False,3->25|5->43|10->45|11->27|15->39|21->15|25->37|27->46|30->34|31->48|37->3|39->21|43->5|46->14|48->30|57->10|58->11|59->31,3->25|5->43|10->45|11->27|15->39|25->37|27->46|31->7|35->15|37->3|39->35|43->5|46->14|57->10|58->11|59->31,step2b_poly_d8,3,4,large_improvement,1,G-392__fixed_topology_step2c_seed0.json,spoplus_val_spoplus_loss,spoplus,validation_spoplus_loss,500,15.926371385210686,7.422090177005941,1,1,2,OPTIMAL,243.19137118200263,243.19137118200263,247.92270313203335,254.33730302751064,6.414599895477295,0.02522083791522407,0.0,0.0,296,18,15,250,False,0.6190476190476191,0.02702702702702703,13,True,1.0,0.0,18,19|45|66|74|94|120|150|168|171|173|199|209|239|245|261|278|287|294,/local1/fuweik/UdeM-Intern/surrogate_experiment_results/Step2_resampling/phase1_runs/step2b_poly_d8/subset_seed=1/model_weights/spoplus_best_by_validation_spoplus_loss.npz
G-392.json,1,0,0.5,c5e64ccaf66fee38,3445370ad02de141,296,/local1/fuweik/UdeM-Intern/surrogate_experiment_results/decision_analysis/results/fixed_topology_label_seed/graphs/G-392__fixed_topology_step2c_seed0.json,False,3->25|5->43|10->45|11->27|15->39|25->37|27->46|30->34|31->48|35->15|37->3|39->35|43->5|46->14|48->30|57->10|58->11|59->31,3->25|5->43|10->45|11->27|15->39|25->37|27->46|31->7|35->15|37->3|39->35|43->5|46->14|57->10|58->11|59->31,step2b_poly_d8,3,4,large_improvement,1,G-392__fixed_topology_step2c_seed0.json,spoplus_val_spoplus_loss,spoplus,validation_spoplus_loss,500,15.926371385210686,7.422090177005941,2,2,2,OPTIMAL,241.18261021320154,241.18261021320157,251.86130271852016,254.33730302751064,2.4760003089904785,0.00973510483718908,2.008760968801056,-3.9385995864868164,296,18,15,250,False,0.7894736842105263,0.013513513513513514,15,False,0.8,0.013513513513513514,16,19|45|66|74|94|150|168|171|173|187|199|214|239|245|261|278|287|294,/local1/fuweik/UdeM-Intern/surrogate_experiment_results/Step2_resampling/phase1_runs/step2b_poly_d8/subset_seed=1/model_weights/spoplus_best_by_validation_spoplus_loss.npz
G-392.json,1,1,0.5,c5e64ccaf66fee38,d8ee472d8272abab,296,/local1/fuweik/UdeM-Intern/surrogate_experiment_results/decision_analysis/results/fixed_topology_label_seed/graphs/G-392__fixed_topology_step2c_seed1.json,True,3->46|5->43|11->27|15->39|20->47|21->15|25->22|27->2|30->34|31->48|36->11|37->3|39->21|43->5|46->37|47->25|48->30|57->36|58->20|59->31,3->25|5->43|10->45|11->27|15->39|21->15|25->37|27->46|30->34|31->48|37->3|39->21|43->5|46->7|48->30|57->10|58->11|59->31,step2b_poly_d8,3,4,large_improvement,1,G-392__fixed_topology_step2c_seed1.json,2stage_val_mse,2stage,validation_mse_loss,500,9.966801670424774,9.043465714447702,1,1,2,OPTIMAL,198.7248082264011,198.7248082264011,195.20310282707214,283.56160405278206,88.35850122570992,0.3116024876518589,0.0,0.0,296,20,15,250,False,0.4074074074074074,0.05405405405405406,11,True,1.0,0.0,20,23|45|74|94|118|120|146|160|171|173|190|199|209|239|248|255|261|284|290|294,/local1/fuweik/UdeM-Intern/surrogate_experiment_results/Step2_resampling/phase1_runs/step2b_poly_d8/subset_seed=1/model_weights/2stage_best_by_validation_mse_loss.npz
G-392.json,1,1,0.5,c5e64ccaf66fee38,d8ee472d8272abab,296,/local1/fuweik/UdeM-Intern/surrogate_experiment_results/decision_analysis/results/fixed_topology_label_seed/graphs/G-392__fixed_topology_step2c_seed1.json,True,0->18|3->46|5->43|11->27|15->39|20->47|21->15|27->2|30->34|31->48|36->11|37->3|39->21|43->5|46->37|47->0|48->30|57->36|58->20|59->31,3->25|5->43|10->45|11->27|15->39|21->15|25->37|27->46|30->34|31->48|37->3|39->21|43->5|46->7|48->30|57->10|58->11|59->31,step2b_poly_d8,3,4,large_improvement,1,G-392__fixed_topology_step2c_seed1.json,2stage_val_mse,2stage,validation_mse_loss,500,9.966801670424774,9.043465714447702,2,2,2,OPTIMAL,198.22646802406632,198.22646802406632,196.48310256004333,283.56160405278206,87.07850149273872,0.3070884782984331,0.4983402023347878,-1.2799997329711914,296,20,15,250,False,0.4074074074074074,0.05405405405405406,11,False,0.8181818181818182,0.013513513513513514,18,1|23|45|74|94|118|120|160|171|173|190|199|209|239|248|250|261|284|290|294,/local1/fuweik/UdeM-Intern/surrogate_experiment_results/Step2_resampling/phase1_runs/step2b_poly_d8/subset_seed=1/model_weights/2stage_best_by_validation_mse_loss.npz
G-392.json,1,1,0.5,c5e64ccaf66fee38,d8ee472d8272abab,296,/local1/fuweik/UdeM-Intern/surrogate_experiment_results/decision_analysis/results/fixed_topology_label_seed/graphs/G-392__fixed_topology_step2c_seed1.json,True,3->25|5->43|10->45|11->27|15->39|21->15|25->37|27->46|30->34|31->48|37->3|39->21|43->5|46->14|48->30|57->10|58->11|59->31,3->25|5->43|10->45|11->27|15->39|21->15|25->37|27->46|30->34|31->48|37->3|39->21|43->5|46->7|48->30|57->10|58->11|59->31,step2b_poly_d8,3,4,large_improvement,1,G-392__fixed_topology_step2c_seed1.json,spoplus_val_spoplus_loss,spoplus,validation_spoplus_loss,500,15.926371385210686,7.422090177005941,1,1,2,OPTIMAL,243.19137118200263,243.19137118200263,282.5913033783436,283.56160405278206,0.9703006744384766,0.0034218337763897095,0.0,0.0,296,18,15,250,False,0.8947368421052632,0.006756756756756757,17,True,1.0,0.0,18,19|45|66|74|94|120|150|168|171|173|199|209|239|245|261|278|287|294,/local1/fuweik/UdeM-Intern/surrogate_experiment_results/Step2_resampling/phase1_runs/step2b_poly_d8/subset_seed=1/model_weights/spoplus_best_by_validation_spoplus_loss.npz
G-392.json,1,1,0.5,c5e64ccaf66fee38,d8ee472d8272abab,296,/local1/fuweik/UdeM-Intern/surrogate_experiment_results/decision_analysis/results/fixed_topology_label_seed/graphs/G-392__fixed_topology_step2c_seed1.json,True,3->25|5->43|10->45|11->27|15->39|25->37|27->46|30->34|31->48|35->15|37->3|39->35|43->5|46->14|48->30|57->10|58->11|59->31,3->25|5->43|10->45|11->27|15->39|21->15|25->37|27->46|30->34|31->48|37->3|39->21|43->5|46->7|48->30|57->10|58->11|59->31,step2b_poly_d8,3,4,large_improvement,1,G-392__fixed_topology_step2c_seed1.json,spoplus_val_spoplus_loss,spoplus,validation_spoplus_loss,500,15.926371385210686,7.422090177005941,2,2,2,OPTIMAL,241.18261021320154,241.18261021320157,261.54430344700813,283.56160405278206,22.017300605773926,0.07764556375410399,2.008760968801056,21.04699993133545,296,18,15,250,False,0.7142857142857143,0.02027027027027027,15,False,0.8,0.013513513513513514,16,19|45|66|74|94|150|168|171|173|187|199|214|239|245|261|278|287|294,/local1/fuweik/UdeM-Intern/surrogate_experiment_results/Step2_resampling/phase1_runs/step2b_poly_d8/subset_seed=1/model_weights/spoplus_best_by_validation_spoplus_loss.npz
G-1560.json,30,0,0.5,ca39672945a443f6,57591dcf4b0db726,262,/local1/fuweik/UdeM-Intern/surrogate_experiment_results/decision_analysis/results/fixed_topology_label_seed/graphs/G-1560__fixed_topology_step2c_seed0.json,False,0->19|1->34|3->24|5->1|7->38|12->40|18->0|24->37|25->42|26->12|30->18|33->52|34->5|37->3|38->7|40->26|42->25|55->33|56->39|57->30,3->5|5->47|7->38|12->40|25->42|26->12|30->34|33->3|34->45|38->7|40->26|42->25|45->50|55->33|56->39|57->30,step2b_poly_d8,3,4,weak_borderline_improvement,30,G-1560__fixed_topology_step2c_seed0.json,2stage_val_mse,2stage,validation_mse_loss,500,10.100972686121274,8.678150712757018,1,1,2,OPTIMAL,171.47334241683183,171.47334241683183,142.72269886732101,180.43799781799316,37.71529895067215,0.2090208238095523,0.0,0.0,262,20,28,130,False,0.38461538461538464,0.061068702290076333,10,True,1.0,0.0,20,1|7|19|28|40|74|94|124|133|138|156|170|172|197|204|212|220|257|259|260,/local1/fuweik/UdeM-Intern/surrogate_experiment_results/Step2_resampling/phase1_runs/step2b_poly_d8/subset_seed=30/model_weights/2stage_best_by_validation_mse_loss.npz
G-1560.json,30,0,0.5,ca39672945a443f6,57591dcf4b0db726,262,/local1/fuweik/UdeM-Intern/surrogate_experiment_results/decision_analysis/results/fixed_topology_label_seed/graphs/G-1560__fixed_topology_step2c_seed0.json,False,0->38|3->5|5->33|12->40|18->0|25->42|26->12|30->34|33->3|34->45|38->19|40->26|42->25|45->50|55->18|56->39|57->30,3->5|5->47|7->38|12->40|25->42|26->12|30->34|33->3|34->45|38->7|40->26|42->25|45->50|55->33|56->39|57->30,step2b_poly_d8,3,4,weak_borderline_improvement,30,G-1560__fixed_topology_step2c_seed0.json,2stage_val_mse,2stage,validation_mse_loss,500,10.100972686121274,8.678150712757018,2,2,2,OPTIMAL,168.9799791979164,168.9799791979164,168.69089925289154,180.43799781799316,11.747098565101624,0.06510324159596227,2.4933632189154196,-25.968200385570526,262,17,28,130,False,0.5714285714285714,0.03435114503816794,12,False,0.27586206896551724,0.08015267175572519,8,2|15|30|74|94|133|138|158|168|176|205|212|220|228|256|259|260,/local1/fuweik/UdeM-Intern/surrogate_experiment_results/Step2_resampling/phase1_runs/step2b_poly_d8/subset_seed=30/model_weights/2stage_best_by_validation_mse_loss.npz
