graph_id,num_nodes,num_nodes_percentile_leq,num_edges,num_edges_percentile_leq,density,density_percentile_leq,mutual_pairs_2cycles,mutual_pairs_2cycles_percentile_leq,directed_3cycles,directed_3cycles_percentile_leq,weak_components,weak_components_percentile_leq,strong_components,strong_components_percentile_leq,largest_wcc_nodes,largest_wcc_nodes_percentile_leq,largest_scc_nodes,largest_scc_nodes_percentile_leq,largest_scc_frac,largest_scc_frac_percentile_leq,mean_total_degree,mean_total_degree_percentile_leq,max_total_degree,max_total_degree_percentile_leq,total_degree_gini,total_degree_gini_percentile_leq
G-392.json,53.0,100.0,296.0,87.5,0.10740203193033382,87.5,3.0,36.0,12.0,68.25,2.0,65.0,28.0,21.75,52.0,65.75,22.0,63.74999999999999,0.41509433962264153,63.74999999999999,11.169811320754716,87.5,27.0,38.25,0.34478582355940846,16.5
G-1560.json,53.0,100.0,262.0,66.75,0.09506531204644413,66.75,8.0,77.75,20.0,82.5,1.0,34.25,30.0,31.5,53.0,100.0,24.0,73.75,0.4528301886792453,73.75,9.88679245283019,66.75,30.0,60.75000000000001,0.3759902059628403,46.0
