job_id,topology_id,data_seed,sample_size,training_size,validation_size,method,selected_epoch,selection_metric,selection_value,test_mean_decision_gap,test_mean_normalized_gap,best_epoch,stop_epoch,stopped_early,hit_max_epoch,best_value,max_epochs
G-206|step2c_poly_d8_mult_eps050|seed=000102|sample_size=100|train=080,G-206,102,100,80,20,2stage,926,validation_mse_loss,21.83504069704755,4.239583108901978,0.11948100400071125,926,946,True,False,21.83504069704755,3000
G-206|step2c_poly_d8_mult_eps050|seed=000102|sample_size=100|train=080,G-206,102,100,80,20,spoplus,352,validation_spoplus_loss,16.22624075541295,5.667684766769409,0.157320655318263,347,367,True,False,16.226279873607584,3000
G-206|step2c_poly_d8_mult_eps050|seed=000102|sample_size=500|train=400,G-206,102,500,400,100,2stage,540,validation_mse_loss,24.205236931764794,4.228078313827515,0.11922089757461136,540,560,True,False,24.205236931764794,3000
G-206|step2c_poly_d8_mult_eps050|seed=000102|sample_size=500|train=400,G-206,102,500,400,100,spoplus,237,validation_spoplus_loss,14.679777271468344,5.667684766769409,0.157320655318263,235,255,True,False,14.679789744131595,3000
G-206|step2c_poly_d8_mult_eps050|seed=000103|sample_size=050|train=040,G-206,103,50,40,10,2stage,304,validation_mse_loss,25.312294648459208,4.233481197357178,0.11934518460573079,304,324,True,False,25.312294648459208,3000
G-206|step2c_poly_d8_mult_eps050|seed=000103|sample_size=050|train=040,G-206,103,50,40,10,spoplus,82,validation_spoplus_loss,17.118468903114184,5.667684766769409,0.157320655318263,82,102,True,False,17.118468903114184,3000
G-206|step2c_poly_d8_mult_eps050|seed=000103|sample_size=100|train=080,G-206,103,100,80,20,2stage,410,validation_mse_loss,27.2478068385554,4.203583610534668,0.11848335144510636,410,430,True,False,27.2478068385554,3000
G-206|step2c_poly_d8_mult_eps050|seed=000103|sample_size=100|train=080,G-206,103,100,80,20,spoplus,78,validation_spoplus_loss,17.743844377183922,5.667684766769409,0.157320655318263,78,98,True,False,17.743844377183922,3000
G-206|step2c_poly_d8_mult_eps050|seed=000103|sample_size=500|train=400,G-206,103,500,400,100,2stage,497,validation_mse_loss,23.578545301579357,4.2424715137481686,0.11962932434678732,497,517,True,False,23.578545301579357,3000
G-206|step2c_poly_d8_mult_eps050|seed=000103|sample_size=500|train=400,G-206,103,500,400,100,spoplus,131,validation_spoplus_loss,15.723390436701361,5.667684766769409,0.157320655318263,129,149,True,False,15.723467916418421,3000
G-206|step2c_poly_d8_mult_eps050|seed=000104|sample_size=050|train=040,G-206,104,50,40,10,2stage,360,validation_mse_loss,25.947148411341896,4.222150009155273,0.11901066313816237,360,380,True,False,25.947148411341896,3000
G-206|step2c_poly_d8_mult_eps050|seed=000104|sample_size=050|train=040,G-206,104,50,40,10,spoplus,183,validation_spoplus_loss,11.278999811368319,5.667684766769409,0.157320655318263,183,203,True,False,11.278999811368319,3000
G-206|step2c_poly_d8_mult_eps050|seed=000104|sample_size=100|train=080,G-206,104,100,80,20,2stage,282,validation_mse_loss,21.643306148319866,4.259165397644043,0.12009439712363555,282,302,True,False,21.643306148319866,3000
G-206|step2c_poly_d8_mult_eps050|seed=000104|sample_size=100|train=080,G-206,104,100,80,20,spoplus,127,validation_spoplus_loss,12.033129868577713,5.667684766769409,0.157320655318263,127,147,True,False,12.033129868577712,3000
G-206|step2c_poly_d8_mult_eps050|seed=000104|sample_size=500|train=400,G-206,104,500,400,100,2stage,566,validation_mse_loss,23.175616309461034,4.232891914367676,0.11934865895421788,566,586,True,False,23.175616309461034,3000
G-206|step2c_poly_d8_mult_eps050|seed=000104|sample_size=500|train=400,G-206,104,500,400,100,spoplus,188,validation_spoplus_loss,12.890675918323602,5.667684766769409,0.157320655318263,186,206,True,False,12.89071336683506,3000
G-206|step2c_poly_d8_mult_eps050|seed=000105|sample_size=050|train=040,G-206,105,50,40,10,2stage,886,validation_mse_loss,26.07249330682655,4.214606309890747,0.1187836648023729,886,906,True,False,26.07249330682655,3000
G-206|step2c_poly_d8_mult_eps050|seed=000105|sample_size=050|train=040,G-206,105,50,40,10,spoplus,80,validation_spoplus_loss,15.200364621903555,5.667684766769409,0.157320655318263,80,100,True,False,15.20036462190355,3000
G-206|step2c_poly_d8_mult_eps050|seed=000105|sample_size=100|train=080,G-206,105,100,80,20,2stage,480,validation_mse_loss,25.62496898294642,4.239923711776734,0.11948957394156215,480,500,True,False,25.62496898294642,3000
G-206|step2c_poly_d8_mult_eps050|seed=000105|sample_size=100|train=080,G-206,105,100,80,20,spoplus,86,validation_spoplus_loss,16.143278868236607,5.667684766769409,0.157320655318263,86,106,True,False,16.143278868236607,3000
G-206|step2c_poly_d8_mult_eps050|seed=000105|sample_size=500|train=400,G-206,105,500,400,100,2stage,874,validation_mse_loss,23.130498081843253,4.206825422286987,0.11853916771183899,874,894,True,False,23.130498081843253,3000
G-206|step2c_poly_d8_mult_eps050|seed=000105|sample_size=500|train=400,G-206,105,500,400,100,spoplus,108,validation_spoplus_loss,14.768352806674418,5.667684766769409,0.157320655318263,107,127,True,False,14.768367352678958,3000
G-237|step2c_poly_d8_mult_eps050|seed=000101|sample_size=050|train=040,G-237,101,50,40,10,2stage,1035,validation_mse_loss,25.699279080098233,0.7250656967163086,0.01031812413364411,1035,1055,True,False,25.699279080098233,3000
G-237|step2c_poly_d8_mult_eps050|seed=000101|sample_size=050|train=040,G-237,101,50,40,10,spoplus,3000,validation_spoplus_loss,5.3357175160675805,0.39968640518188475,0.005817685260727602,3000,,False,True,5.335717516067575,3000
G-237|step2c_poly_d8_mult_eps050|seed=000101|sample_size=100|train=080,G-237,101,100,80,20,2stage,1033,validation_mse_loss,23.672476310285973,0.730403694152832,0.01042826074664941,1033,1053,True,False,23.672476310285973,3000
G-237|step2c_poly_d8_mult_eps050|seed=000101|sample_size=100|train=080,G-237,101,100,80,20,spoplus,3000,validation_spoplus_loss,4.771557785991206,0.3994008026123047,0.005811811226588514,3000,,False,True,4.771557785991201,3000
G-237|step2c_poly_d8_mult_eps050|seed=000101|sample_size=500|train=400,G-237,101,500,400,100,2stage,543,validation_mse_loss,21.467894177421858,0.7250656967163086,0.01031812413364411,543,563,True,False,21.467894177421858,3000
G-237|step2c_poly_d8_mult_eps050|seed=000101|sample_size=500|train=400,G-237,101,500,400,100,spoplus,3000,validation_spoplus_loss,3.4253975347216574,0.3994008026123047,0.005811811226588514,3000,,False,True,3.425397534721655,3000
G-237|step2c_poly_d8_mult_eps050|seed=000102|sample_size=050|train=040,G-237,102,50,40,10,2stage,938,validation_mse_loss,21.718003186471652,0.7250656967163086,0.01031812413364411,938,958,True,False,21.718003186471652,3000
G-237|step2c_poly_d8_mult_eps050|seed=000102|sample_size=050|train=040,G-237,102,50,40,10,spoplus,3000,validation_spoplus_loss,4.29528128024923,0.39968640518188475,0.005817685260727602,3000,,False,True,4.295281280249208,3000
G-237|step2c_poly_d8_mult_eps050|seed=000102|sample_size=100|train=080,G-237,102,100,80,20,2stage,941,validation_mse_loss,22.12719603274575,0.7250656967163086,0.01031812413364411,941,961,True,False,22.12719603274575,3000
G-237|step2c_poly_d8_mult_eps050|seed=000102|sample_size=100|train=080,G-237,102,100,80,20,spoplus,3000,validation_spoplus_loss,3.426408530749569,0.3994008026123047,0.005811811226588514,3000,,False,True,3.4264085307495806,3000
G-237|step2c_poly_d8_mult_eps050|seed=000102|sample_size=500|train=400,G-237,102,500,400,100,2stage,636,validation_mse_loss,21.685104130149238,0.7250656967163086,0.01031812413364411,636,656,True,False,21.685104130149238,3000
G-237|step2c_poly_d8_mult_eps050|seed=000102|sample_size=500|train=400,G-237,102,500,400,100,spoplus,3000,validation_spoplus_loss,3.50437674908206,0.39968640518188475,0.005817685260727602,3000,,False,True,3.503891808548967,3000
G-237|step2c_poly_d8_mult_eps050|seed=000103|sample_size=050|train=040,G-237,103,50,40,10,2stage,978,validation_mse_loss,27.774298939623783,0.7292578926086426,0.010401277219569361,978,998,True,False,27.774298939623783,3000
G-237|step2c_poly_d8_mult_eps050|seed=000103|sample_size=050|train=040,G-237,103,50,40,10,spoplus,3000,validation_spoplus_loss,3.8940214815099354,0.3878368072509766,0.00560540315046207,3000,,False,True,3.894021481509958,3000
G-237|step2c_poly_d8_mult_eps050|seed=000103|sample_size=100|train=080,G-237,103,100,80,20,2stage,975,validation_mse_loss,24.486625649636974,0.7292578926086426,0.010401277219569361,975,995,True,False,24.486625649636974,3000
G-237|step2c_poly_d8_mult_eps050|seed=000103|sample_size=100|train=080,G-237,103,100,80,20,spoplus,3000,validation_spoplus_loss,2.0173982097190732,0.3871171035766602,0.0055952438998772384,3000,,False,True,2.0173982097190786,3000
G-237|step2c_poly_d8_mult_eps050|seed=000103|sample_size=500|train=400,G-237,103,500,400,100,2stage,827,validation_mse_loss,22.82368644402301,0.7292578926086426,0.010401277219569361,827,847,True,False,22.82368644402301,3000
