epoch,theta_1,theta_2,train_mse_loss,validation_mse_loss
0,1.6236203565420875,3.3521429192297485,59.82311620902646,60.86791936215517
1,1.6736203565414252,3.4021429192288064,59.300955815175236,60.335061456255644
2,1.723611464211259,3.4521325899902213,58.782600805769086,59.806125876011016
3,1.7735876942040483,3.50210496386054,58.26811464703409,59.28117744103042
4,1.8235430355314173,3.5520530317931867,57.757559227614244,58.7602793392008
5,1.8734714653753228,3.601969759242586,57.25099469989326,58.24349296445271
6,1.9233669628123131,3.651848102005634,56.74847932923578,57.730877762692245
7,1.9732235223452512,3.701681021887967,56.250069352225026,57.22249108699875
8,2.0230351671408355,3.7514615020765674,55.755818844859554,56.71838806307056
9,2.0727959618766674,3.8011825621059985,55.265779601545276,56.21862146577088
10,2.122500025108364,3.850837272312943,54.780001025582365,55.723241607485846
11,2.1721415410750855,3.900418767682381,54.298530031704246,55.23229623886081
12,2.221714770870676,3.949920260998616,53.82141096107962,54.74583046233021
13,2.2712140629171897,3.9993350552251115,53.348685509040614,54.26388665870605
14,2.320633862687673,4.048656555048516,52.8803926656562,53.786504426941484
15,2.369968721635476,4.097878277534111,52.41656866912918,53.31372053704226
16,2.4192133052978826,4.146993861851919,51.95724697186206,52.845568895962685
17,2.468362400552236,4.195997078044664,51.50245821891349,52.382080526196226
18,2.517410922012874,4.244881834820475,51.052230238453184,51.923283556654724
19,2.5663539175668255,4.293642186364387,50.60658804372336,51.469203225327966
20,2.615186573055316,4.342272338173305,50.165553845926155,51.019861893125125
21,2.66390421611645,4.390766651928853,49.72914707738289,50.57527906822468
22,2.712502319212009,4.439119649431417,49.29738442425148,50.13547144019832
23,2.7609765018679586,4.4873260156266035,48.870279868041585,49.70045292312762
24,2.8093225321640265,4.535380600762225,48.44784473513545,49.27023470689945
25,2.8575363275125243,4.5832784217197045,48.03008775350225,48.84482531584663
26,2.9056139547704896,4.631014662568589,47.61701511578674,48.42423067389278
27,2.953551629732203,4.678584674396537,47.208630547956474,48.00845417536513
28,3.001345716051255,4.725983974469882,46.80493538270546,47.597496760652255
29,3.0489927236426397,4.77320824478163,46.40592863683456,47.19135699590815
30,3.096489306615902,4.820253330044644,46.011607091858544,46.790031156033756
31,3.1438322607902225,4.867115235187852,45.62196537712607,46.39351331020514
32,3.1910185208415984,4.91379012241271,45.23699605477952,46.001795409259174
33,3.238045157130998,4.96027430786588,44.85668970592689,45.614867374294285
34,3.284909372260656,5.0065642579823395,44.4810350174452,45.23271718589215
35,3.331608497403582,5.0526565855508485,44.11001886888436,44.85533097341765
36,3.3781399884489787,5.098548045551183,43.743626418990495,44.48269310390499
37,3.4245014220036367,5.144235530809604,43.38184119141763,44.1147862700899
38,3.4706904912866126,5.189716067515985,43.024645159246056,43.75159157719788
39,3.5167050019516086,5.234986810642805,42.6720188279736,43.39308862814816
40,3.5625428678685505,5.280045039302912,42.32394131669202,43.039255606879614
41,3.608202106892921,5.324888152079646,41.980390437204754,42.690069359550414
42,3.653680836648521,5.369513662359638,41.641342770883355,42.345505473405204
43,3.6989772703464996,5.413919193695374,41.306773743098816,42.00553835314315
44,3.7440897126607693,5.4581024752215095,40.9766576950992,41.670141294656474
45,3.789016555677327,5.5020613371459,40.65096795323793,41.339286556042936
46,3.833756274932524,5.545793706333515,40.32967689548686,41.012945425825656
47,3.8783074255530225,5.5892976019986955,40.01275601519442,40.69108828834109
48,3.9226686385080183,5.632571131518729,39.70017598207349,40.373684686280235
49,3.9668386169823107,5.6756124863794035,39.39190670042444,40.06070338038985
50,4.01081613287699,5.71841993826106,39.08791736461683,39.75211240635868
51,4.05460002344283,5.760991835271722,38.78817651186961,39.44787912893029
52,4.098189188049998,5.803326598332126,38.492652072382626,39.147970293297675
53,4.141582585096322,5.845422717715876,38.20131141688392,38.85235207384615
54,4.184779229055175,5.88727874974653,37.914121401666414,38.560990120320895
55,4.227778187662991,5.928893313652194,37.63104841119492,38.27384960150258
56,4.27057857924549,5.970265088577073,37.352058398370716,37.99089524648095
57,4.313179570180897,6.011392810748481,37.07711692254464,37.71209138362031
58,4.355580372497769,6.052275270796998,36.80618918537318,37.437401977313854
59,4.397780241604473,6.09291131122676,36.539240064613715,37.166790662626006
60,4.43977847414686,6.133299824032259,36.27623414595586,36.90022077792231
61,4.481574405990319,6.173439748457593,36.017135752986015,36.637655395586656
62,4.523167410322073,6.213330068893663,35.76190897538112,36.379057350924725
63,4.56455689586934,6.252969812908555,35.51051769542671,36.12438926935085
64,4.605742305228818,6.292358049406075,35.26292561295172,35.873613591953664
65,4.646723113302826,6.331493886907273,35.01909626877079,35.626692599533314
66,4.687498825837379,6.370376471949659,34.778993066721426,35.38358843520019
67,4.728068978057421,6.40900498759878,34.54257929438094,35.14426312562195
68,4.768433133394502,6.447378652066797,34.30981814254423,34.90867860100222
69,4.808590882302165,6.485496717432747,34.080672723540516,34.676796713871006
70,4.848541841154444,6.523358468459229,33.85510608846353,34.448579256763146
71,4.888285651222904,6.560963221500319,33.63308124338592,34.223987978857124
72,4.927821977727827,6.598310323495677,33.41456116462523,34.00298460164381
73,4.967150508959226,6.635399151045889,33.19950881312525,33.78553083368974
74,5.00627095546352,6.672229109564254,32.98788714801274,33.57158838455719
75,5.04518304929187,6.708799632500387,32.77965913938657,33.3611189779386
76,5.083886543306304,6.745110180631157,32.57478778039238,33.154084364060516
77,5.1223812105399205,6.781160241414663,32.37323609863297,32.950446331407875
78,5.160666843607636,6.816949328403116,32.17496716696128,32.7501667178168
79,5.198743254164083,6.852476980710674,31.979944113699823,32.55320742098095
80,5.23661027240544,6.887742762532461,31.788130132327478,32.3595304084128
81,5.274267746612124,6.922746262711172,31.599488490671867,32.169097726899466
82,5.3117155427294405,6.957487094347827,31.413982539642536,31.981871511488773
83,5.3489535439834315,6.9919648944534405,31.231575721538146,31.797813994039547
84,5.385981650529323,7.026179323638505,31.052231577957937,31.616887511367185
85,5.422799779130099,7.060130065837372,30.875913757345923,31.439054513013406
86,5.4594078628628875,7.093816828064761,30.70258602219373,31.2642775686668
87,5.495805850850975,7.127239340201792,30.53221225592628,31.092519375258853
88,5.531993708019384,7.160397354809066,30.36475646949251,30.923742763757975
89,5.567971414872087,7.193290646964471,30.200182807681436,30.757910705682463
90,5.603738967289035,7.2259190141235266,30.038455555182445,30.59498631935155
91,5.639296376341314,7.258282276000206,29.8795391424069,30.434932875891935
92,5.6746436681228145,7.290380274466292,29.723398151086876,30.277713805016013
93,5.70978088359694,7.322212873467452,29.569997319665344,30.123292700586354
94,5.744708078456951,7.353779958954318,29.419301548491056,29.971633325979877
95,5.779425322998646,7.3850814388269805,29.271275904829963,29.82269961926392
