epoch,theta_1,theta_2,train_fy_loss,validation_fy_loss,train_decision_gap,validation_decision_gap,test_mean_decision_gap,test_mean_normalized_gap,test_median_normalized_gap,test_mean_achieved_oracle_ratio
0,1.6236203565420875,3.3521429192297485,4.929090598424276,4.8194366288185115,4.434209543863933,4.332715721130371,4.426925163269043,0.032300149077537595,0.022853145760664263,0.9676998509222097
10,2.6069270353546714,2.4391794342862667,3.8328353901704153,3.7471570639312266,1.6619862937927246,1.6102195739746095,1.663210247039795,0.012402850854393204,0.0044588437862640076,0.9875971491455072
20,3.5005278281456857,2.296254208014811,3.2937952150901157,3.2096207936108114,0.9872522354125977,0.8921077823638917,0.883453353881836,0.006518077254556907,0.0,0.9934819227453916
30,4.267871914673321,2.7473890155330416,2.925225554605325,2.8207059839367865,0.9450315920511881,0.8858248996734619,0.8551786575317383,0.006324557945264168,0.0,0.9936754420546855
40,4.929481227974953,3.0611320796346972,2.6979899060726167,2.5848729726672173,0.9029837989807129,0.817224473953247,0.8293778991699219,0.006152538380923881,0.0,0.9938474616190272
50,5.503835972994027,3.1651792864703396,2.5430494300524393,2.4320174860954284,0.8486921628316243,0.7664130878448486,0.7640816421508789,0.0056663037826709,0.0,0.9943336962172841
60,5.998409904138844,3.3001525734351156,2.432622464497884,2.32321712076664,0.8487294069925944,0.7597288036346436,0.7481961135864258,0.0055277928373713954,0.0,0.9944722071625848
70,6.42808060620497,3.4918754765876874,2.34952685991923,2.2396458625793456,0.8419835599263509,0.7461362361907959,0.7417157974243164,0.005461608447822504,0.0,0.9945383915521345
80,6.814108455077426,3.6379023998021522,2.2858297969897587,2.176693143248558,0.8326844088236491,0.7549642467498779,0.7238477096557617,0.005330655921234458,0.0,0.9946693440787235
90,7.165670226479726,3.759946266318416,2.235500320394834,2.1273321810364725,0.8257405853271484,0.7485292720794677,0.7196430358886718,0.005278561674601809,0.0,0.9947214383253568
100,7.486334838754861,3.898128829479288,2.19489542166392,2.0864987462759017,0.8219041061401368,0.738793478012085,0.7306971054077148,0.005342550858875018,0.0,0.9946574491410831
110,7.783764734205271,4.015296385650941,2.161361081600189,2.05333573281765,0.811910769144694,0.7308499813079834,0.7391928176879883,0.005390476915690069,0.0,0.9946095230842679
120,8.062804966880652,4.097013629691398,2.1331475325425466,2.02701134622097,0.8062689463297527,0.7318664836883545,0.7354009017944336,0.005364875560826819,0.0,0.9946351244391313
130,8.321975704204249,4.2028905865086115,2.10941576619943,2.003843582570553,0.7978147633870443,0.7319789409637452,0.7252942047119141,0.0052846940646550595,0.0,0.9947153059353036
140,8.562705609031132,4.313223529382035,2.089245726267497,1.9838596695661546,0.7979009628295899,0.7317521762847901,0.7254311141967773,0.005284473269473965,0.0,0.9947155267304847
150,8.791059752146491,4.406644186411075,2.0719288512070975,1.9671029978990555,0.7900652694702148,0.7388491916656494,0.729288215637207,0.005311140306077856,0.0,0.9946888596938807
160,9.006042822148503,4.498412032784914,2.0569308094183603,1.9528159362077713,0.7900652694702148,0.7384374332427979,0.733100715637207,0.0053422054763219515,0.0,0.9946577945236363
